step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.9957596251596037,849.6367934814028,1695.6708084802522,20.0,4.0594398975372314
2,X1X2X3X4,0.13645817980050715,1695.6708084802522,1927.0589605463217,20.0,3.9486300945281982
3,X1X2X3X4,0.01856101755604109,1927.0589605463217,1962.8271357445483,20.0,3.716521978378296
4,X1X2X3X4,0.010562152999722537,1962.8271357445483,1983.5588162642894,20.0,4.031040906906128
5,X1X2X3X4,0.007843649740171333,1983.5588162642894,1999.1171568580953,20.0,3.470350980758667
6,X1X2X3X4,0.004152847780617194,1999.1171568580953,2007.4191861061472,20.0,3.9837207794189453
7,X1X2X3X4,0.010755992109961449,2007.4191861061472,2029.0109710332902,20.0,4.331541061401367
8,X1X2X3X4,0.00481062627600746,2029.0109710332902,2038.7717845248503,20.0,4.382474899291992
9,X1X2X3X4,0.0005704800339797945,2038.7717845248503,2039.934863121763,20.0,3.9906527996063232
10,X1X2X3X4,0.0012221529092314501,2039.934863121763,2042.42797544937,20.0,4.8026628494262695
