step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.42214731034712244,849.6367934814028,1208.3086806215306,20.0,0.6849362850189209
2,X1X2X3X4,0.3905055792202391,1208.3086806215306,1680.1599618244843,20.0,0.6751949787139893
3,X1X2X3X4,0.033016305386725335,1680.1599618244843,1735.6326362226303,20.0,0.6799631118774414
4,X1X2X3X4,0.0,1735.6326362226303,1735.6326362226303,20.0,0.7111361026763916
5,X1X2X3X4,0.0,1735.6326362226303,1735.6326362226303,20.0,0.771826982498169
6,X1X2X3X4,0.0,1735.6326362226303,1735.6326362226303,20.0,0.7045776844024658
7,X1X2X3X4,0.0,1735.6326362226303,1735.6326362226303,20.0,0.7541670799255371
8,X1X2X3X4,0.0,1735.6326362226303,1735.6326362226303,20.0,0.7249112129211426
9,X1X2X3X4,0.0,1735.6326362226303,1735.6326362226303,20.0,0.6942112445831299
10,X1X2X3X4,0.0,1735.6326362226303,1735.6326362226303,20.0,0.8702361583709717
