type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv
0,,,,
1,"['X1', 'control']",0.014068606122310558,564.8171430316297,572.7633329480705
1,"['X2', 'control']",0.01783566954289972,575.0792752380992,585.3361991522162
1,"['Z1', 'control']",0.008395595201059147,630.5335812857011,635.82728599485
1,"['Z2', 'control']",0.015808124469225287,530.9242395490911,539.3171560116119
1,"['X1', 'X2']",0.12690758614531386,590.9599353084428,665.9572342070281
1,"['Z1', 'Z2']",0.04171261439021906,653.6150156266488,680.8790067331402
1,"['X1', 'X2']",0.013604771572710148,665.9572342070281,675.0174302556086
1,"['X1', 'X2']",0.012878220870896932,675.0174302556086,683.7104538141456
1,"['Z1', 'Z2']",0.008965961074234452,680.8790067331402,686.9837414037729
1,"['Z1', 'control']",0.006142041243525144,635.82728599485,639.732563409189
1,"['X1', 'X2']",0.005540692807222306,683.7104538141456,687.4986834078163
1,"['Z2', 'control']",0.00512620473042689,539.3171560116119,542.081806167959
1,"['Z1', 'control']",0.004801166897897918,639.732563409189,642.8040262161365
1,"['Z1', 'Z2']",0.003706549478513046,686.9837414037729,689.53008063222
1,"['Z1', 'control']",0.002836501045552334,642.8040262161365,644.6273405085839
1,"['X2', 'control']",0.0027792801968824802,585.3361991522162,586.9630124590384
1,"['X2', 'control']",0.003492201967217459,586.9630124590384,589.0128058458317
1,"['Z1', 'Z2']",0.0025817497194281632,689.53008063222,691.3102747244295
1,"['Z2', 'control']",0.002402619238435447,542.081806167959,543.384222344264
