step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X2X3,0.37851897105097904,948.6586516074235,1307.7439482924747,10.0,5.565396070480347
2,X1X2X3,0.2537145374394108,1494.9904302276163,1874.2912357091618,15.0,2.6773412227630615
3,X1X2X3,0.12901273370469168,1874.2912357091618,2116.0986717867454,15.0,3.7235829830169678
4,X2X3,0.012319672112394651,1307.7439482924747,1323.8549249424063,10.0,3.2530879974365234
5,X2X3,0.008464956121679284,1323.8549249424063,1335.0612987935128,10.0,2.7207648754119873
6,X2X3,0.012059862124650116,1335.0612987935128,1351.161953984919,10.0,2.769861936569214
7,X1X2X3,0.003494178037068305,2116.0986717867454,2123.492697289972,15.0,2.9223523139953613
8,X1X2X3,0.03580843535257017,2123.492697289972,2199.531648262535,15.0,4.108648777008057
9,X1X2X3,0.009949882760941135,2199.531648262535,2221.4167302917267,15.0,4.112724304199219
10,X1X2X3,0.004961554899364796,2221.4167302917267,2232.4384113534365,15.0,3.995872974395752
11,X2X3,0.003125853819798685,1351.161953984919,1355.3854887399493,10.0,3.913201093673706
12,X2X3,0.0014863029471513301,1355.3854887399493,1357.4000021863897,10.0,3.3964900970458984
13,X2X3,0.001154217977789144,1357.4000021863897,1358.9667376719642,10.0,3.0125489234924316
14,X2X3,0.0010535338975169322,1358.9667376719642,1360.3984551956996,10.0,3.6212620735168457
15,X2X3,0.0007999023048317999,1360.3984551956996,1361.4866410555003,10.0,3.174086093902588
16,X1X2X3,0.0006335124027700523,2232.4384113534365,2233.852688775449,15.0,3.838107109069824
