step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X1X2,0.2567654564184092,851.7399818944841,1070.437387095429,10.0
2,X1X2,0.03338632701768039,1070.437387095429,1106.1753597529482,10.0
3,X1X2,0.011634166492781997,1106.1753597529482,1119.044788058527,10.0
4,X1X2,0.005827031693854434,1119.044788058527,1125.5654975053867,10.0
5,X1X2,0.004324107203957018,1125.5654975053867,1130.4325633816752,10.0
6,X1X2,0.002019856422798287,1130.4325633816752,1132.715874855362,10.0
7,X1X2,0.0015658318968463784,1132.715874855362,1134.4895175022748,10.0
8,X1X2,0.0015178175092764711,1134.4895175022748,1136.2114655560304,10.0
9,X1X2,0.0011368851134011262,1136.2114655560304,1137.5032074568967,10.0
10,X1X2,0.0007392900904659577,1137.5032074568967,1138.3441523060428,10.0
11,X1X2,0.0008168109497360998,1138.3441523060428,1139.2739642742144,10.0
12,X1X2,0.0004775525803741227,1139.2739642742144,1139.8180274956067,10.0
13,X1X2,0.0004028365171520476,1139.8180274956067,1140.27718781999,10.0
14,X1X2,0.0003712243451290653,1140.27718781999,1140.7004864723042,10.0
15,X1X2,0.0002757855552044364,1140.7004864723042,1141.015075189288,10.0
