step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.3806780830818094,1243.1480430300082,1716.3872570375745,20.0,4.81035590171814
2,X1X2X3X4,0.0007282690957910311,1716.3872570375745,1717.6372488332845,20.0,10.380962133407593
3,X1X2X3X4,0.00471010568030689,1717.6372488332845,1725.7275017957209,20.0,16.273162126541138
4,X1X2X3X4,0.04617208943172763,1725.7275017957209,1805.4079463434248,20.0,15.266239166259766
5,X1X2X3X4,0.0,1805.4079463434248,1805.4079463434248,20.0,17.91104292869568
6,X1X2X3X4,0.012848970430299653,1805.4079463434248,1828.6055796606195,20.0,24.876401901245117
7,X1X2X3X4,0.0,1828.6055796606195,1828.6055796606195,20.0,15.696414947509766
8,X1X2X3X4,0.01725669859651665,1828.6055796606195,1860.1612750007314,20.0,17.587750911712646
9,X1X2X3X4,0.0,1860.1612750007314,1860.1612750007314,20.0,9.339568138122559
10,X1X2X3X4,0.0034430745656351394,1860.1612750007314,1866.5659489746658,20.0,12.248883962631226
