type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X2,0.16354642418878884,493.228933707299,573.894762121577,10.0
1,X3X4,0.14637516012596472,170.78113616954292,195.77925232285395,20.0
1,X3,0.05933924148851503,211.83369344866247,224.40374413961672,10.0
1,X4,0.05921446141000369,223.0000986953104,236.2049294339309,10.0
1,X4,0.04087981802956957,236.2049294339309,245.8609439668773,10.0
1,X2X3,0.034535471062577684,653.973762095549,676.5590540320849,20.0
1,X1X4,0.03305160872999115,624.8088330851778,645.4597701673514,20.0
1,X1X2,0.032034592395426144,2629.0873943767356,2713.3091374275473,20.0
1,X4,0.024540296960668187,245.8609439668773,251.89444454285467,10.0
1,X3X4,0.023492062883554397,195.77925232285395,200.3785108297177,20.0
1,X2,0.01614266798677793,573.894762121577,583.1589547258565,10.0
1,X1,0.01224190869979808,734.6753873109715,743.6692163264212,10.0
1,X3,0.01165527068745435,224.40374413961672,227.0192305208422,10.0
1,X1,0.01149760852891796,743.6692163264212,752.2196338507496,10.0
1,X1X4,0.01012573573393215,645.4597701673514,651.9955252269506,20.0
1,X1,0.009011767560391896,752.2196338507496,758.9984623453756,10.0
1,X3,0.006663009841504449,227.0192305208422,228.53186188801334,10.0
1,X3,0.012387498375480607,228.53186188801334,231.36279995589666,10.0
1,X3,0.04181348016332312,231.36279995589666,241.03688380238344,10.0
1,X4,0.006571482301233646,251.89444454285467,253.54976442694712,10.0
1,X1X2,0.006102285556439607,2713.3091374275473,2729.866524587027,20.0
1,X3X4,0.0048942052541030585,200.3785108297177,201.35920439022985,20.0
1,X2X3,0.003908993333717332,676.5590540320849,679.2037188641624,20.0
1,X1,0.00353855746559715,758.9984623453756,761.6842220206846,10.0
1,X1X2,0.0035149440194440456,2729.866524587027,2739.4618526015047,20.0
1,X1X4,0.0034606895883110924,651.9955252269506,654.2518793527289,20.0
1,X1X4,0.004643551557293484,654.2518793527289,657.2899316859595,20.0
1,X1X4,0.007765513532812038,657.2899316859595,662.3941255454479,20.0
1,X1X4,0.005144376276489271,662.3941255454479,665.8017301705897,20.0
1,X1X4,0.00489427070984667,665.8017301705897,669.0603440771289,20.0
1,X2,0.0032490395889788843,583.1589547258565,585.0536612564283,10.0
1,X2,0.009103485327300391,585.0536612564283,590.3796886773596,10.0
1,X2,0.004524595052508693,590.3796886773596,593.0509176958508,10.0
1,X2X3,0.002529160871024328,679.2037188641624,680.9215343333678,20.0
1,X2X3,0.004448189161632892,680.9215343333678,683.950402122312,20.0
1,X3X4,0.0021483969620089845,201.35920439022985,201.79180389321436,20.0
1,X1X2,0.0021480647234577107,2739.4618526015047,2745.346393968336,20.0
1,X1X2,0.0018402606696089029,2745.346393968336,2750.3985469616086,20.0
1,X1X4,0.0016727566474836683,669.0603440771289,670.1795192152516,20.0
1,X2X3,0.0013037370124694345,683.950402122312,684.8420935762522,20.0
1,X2X3,0.001097560632751787,684.8420935762522,685.5937492978128,20.0
1,X2X3,0.020438195436651235,685.5937492978128,699.606048336108,20.0
1,X2X3,0.002803975716903105,699.606048336108,701.567726707041,20.0
1,X3X4,0.0009456223553936733,201.79180389321436,201.982622734111,20.0
1,X3X4,0.0031997730673055357,201.982622734111,202.62892129039935,20.0
1,X1X4,0.0009450068534428136,670.1795192152516,670.812843453947,20.0
1,X1X4,0.0012333344797413835,670.812843453947,671.6401800632322,20.0
1,X1X2,0.000750332733608765,2750.3985469616086,2752.462261021864,20.0
1,X1X2,0.0007095504774377887,2752.462261021864,2754.4152719333015,20.0
