step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X1X2X3X4,0.06281383694133326,1163.2201378201426,1236.2864578840522,20.0
2,X1X2X3X4,0.4043681397756978,1236.2864578840522,1736.201313088513,20.0
3,X1X2X3X4,0.035108939922281375,1736.201313088513,1797.1575006827236,20.0
4,X1X2X3X4,0.03204301460357212,1797.1575006827236,1854.7438447220193,20.0
5,X1X2X3X4,0.015994059942701665,1854.7438447220193,1884.4087289528602,20.0
6,X1X2X3X4,0.012884432173491176,1884.4087289528602,1908.688265408188,20.0
7,X1X2X3X4,0.007994243546237612,1908.688265408188,1923.946784255707,20.0
8,X1X2X3X4,0.00301172933185923,1923.946784255707,1929.741191218786,20.0
9,X1X2X3X4,0.0013129969806498125,1929.741191218786,1932.274935576292,20.0
10,X1X2X3X4,0.0006700945920768205,1932.274935576292,1933.5697425610272,20.0
