type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv
0,,,,
1,"['X1', 'control']",0.004065992618342604,575.8057041299043,578.146925872496
1,"['X2', 'control']",0.019850958946782227,570.4244320404448,581.7479040231212
1,"['Z1', 'control']",0.010497952701255916,630.725196008456,637.3465192836431
1,"['Z2', 'control']",0.010142118252254813,540.2378696031619,545.7170259610234
1,"['X1', 'X2']",0.07071227295544351,628.4583421220525,672.8980599513126
1,"['Z1', 'Z2']",0.05937860502839095,640.2348696793342,678.2511231314268
1,"['X1', 'X2']",0.014575181910319776,672.8980599513126,682.7056715822042
1,"['Z1', 'Z2']",0.009895922209043137,678.2511231314268,684.9630434841315
1,"['X1', 'X2']",0.006885978515252156,682.7056715822042,687.4067681689601
1,"['X2', 'control']",0.006751546356147408,581.7479040231212,585.6756019647249
1,"['Z1', 'Z2']",0.004909657436713109,684.9630434841315,688.325977384447
1,"['Z2', 'control']",0.003726886130574262,545.7170259610234,547.7508511762958
1,"['Z1', 'Z2']",0.00331459319147252,688.325977384447,690.6074979825992
1,"['Z1', 'control']",0.0032056390596388196,637.3465192836431,639.3896221803836
1,"['Z2', 'control']",0.0025577788450009075,547.7508511762958,549.1518767157658
1,"['Z1', 'control']",0.0023766211483807723,639.3896221803836,640.9092090785127
1,"['Z1', 'control']",0.0028800452694753135,640.9092090785127,642.7550566142825
1,"['X1', 'X2']",0.0023422646989219595,687.4067681689601,689.0168567758423
1,"['X1', 'X2']",0.002399590888220441,689.0168567758423,690.6702153471919
