iterID,x1,x2,x3,x4,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,-0.5789473684210527,-0.1578947368421053,-0.6842105263157895,0.10526315789473673,0.5409647819362462,115.28456721908161,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,1.7368421052631575,-1.0,-0.8421052631578947,-1.0,0.5205234445317934,85.81379099536748,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,2.789473684210526,0.05263157894736836,-0.5263157894736843,2.0,8.067355978405052,51.25430837366462,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,-1.0,3.0,1.526315789473684,1.8421052631578947,3.9963625164906764,64.00452446460423,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,0.4736842105263157,-0.368421052631579,-0.21052631578947367,-0.368421052631579,0.006916124283459223,97.90270634589653,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,0.26315789473684204,1.3157894736842106,1.0526315789473681,0.7368421052631577,2.497036898984803,70.89748981461105,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,2.3684210526315788,1.7368421052631575,0.42105263157894735,0.5789473684210527,16.843684149837845,34.721331199239,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,0.6842105263157894,2.1578947368421053,-0.052631578947368474,1.526315789473684,8.088227069091365,51.23839219815917,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,3.0,0.894736842105263,2.0,-0.8421052631578947,15.1579184632233,37.28812607049759,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,1.9473684210526314,2.578947368421052,1.8421052631578947,1.3684210526315788,20.48339989396013,29.93877051164781,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,2.578947368421052,1.1052631578947367,0.894736842105263,-0.052631578947368474,13.578459440831374,39.90766960737028,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,-0.7894736842105263,0.4736842105263157,0.26315789473684204,-0.6842105263157895,0.10601159752310618,106.41621883238693,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,0.894736842105263,2.789473684210526,-1.0,0.26315789473684204,13.565726965172269,39.892891517904985,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,1.3157894736842106,-0.5789473684210527,0.5789473684210527,1.0526315789473681,0.5548159567786944,85.79980200884631,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,0.05263157894736836,2.3684210526315788,0.10526315789473673,1.6842105263157894,5.868000230319592,57.430589670777,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,-0.1578947368421053,1.9473684210526314,0.7368421052631577,1.2105263157894735,3.1875620540145664,67.4049460471745,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,1.526315789473684,0.6842105263157894,1.2105263157894735,0.42105263157894735,4.886447416098482,60.66575704833195,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,2.1578947368421053,0.26315789473684204,-0.368421052631579,-0.21052631578947367,5.853134908666602,57.43653303659331,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,-0.368421052631579,1.526315789473684,1.6842105263157894,-0.5263157894736843,1.3275010104999976,78.17968190839825,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
0,1.1052631578947367,-0.7894736842105263,1.3684210526315788,0.894736842105263,0.09835092318989777,93.79044510216973,0.0,0.0,0.0,0.0,0.0,0.0,1270.670153493258
1,2.9149272256362684,0.3764772045808362,-1.0,2.0,10.827637454075438,44.96246324786508,10.61142565780603,0.02647517135760999,0.6986076397903815,44.98123041357667,0.007110579417702027,-0.8728466990760353,1308.9484141503353
1,3.0,1.3784595628315737,-1.0,2.0,19.28184538244635,31.54770921834684,18.42436260198854,0.06735375687919835,1.9533594393793976,31.40419238867782,0.01865442689972792,-1.429681738176214,1308.9484141503353
1,3.0,0.5234205477902372,-1.0,2.0,12.38441984114432,41.93306689352435,12.085870136613641,0.03735764228832453,0.9354023146220385,41.89068339552864,0.009832144215908601,-0.9995992990525338,1308.9484141503353
1,2.366542941407269,0.7006792900803842,-1.0,2.0,9.341008740276836,48.131414176527414,9.231983648081602,0.027765128594199266,0.4770702900720778,48.0818227817269,0.009392959025035138,-0.7456821091716392,1308.9484141503353
1,1.8832994149749975,0.76444934596264,-1.0,1.91121410575429,7.060175338605538,54.10048882103364,6.846059498039601,0.029647984977236176,0.09389266527667672,54.070221034255844,0.0101934354399142,-0.5000799410861418,1308.9484141503353
1,1.3104764175895718,0.12347364041384656,-1.0,0.6773914304614452,2.0744730143526615,73.33753804653645,1.933021499448274,0.021697837419538537,-0.6951375437501426,73.33146898965484,0.006615234162712962,0.28988159092796195,1308.9484141503353
1,3.0,1.0235301749188341,-1.0,2.0,16.1703541251579,35.70229315950774,15.63041692378249,0.05658496207218344,1.5046538639052045,35.59510450350967,0.01536278011434654,-1.257799866220921,1308.9484141503353
1,1.1591327279033719,-0.1722972922296595,-1.0,0.3611064750786199,1.0406739380205476,81.06035878200193,0.8829361871848986,0.017602167715497906,-0.8637804554615371,81.20542365560861,0.005469735487361254,0.6128160812231727,1308.9484141503353
1,3.0,0.80393481395801,-1.0,2.0,14.630996079717674,38.543881014740634,14.013498098848002,0.0490693117732501,1.2449779161956087,38.301100443035004,0.013096617799195603,-1.146818859021323,1308.9484141503353
1,3.0,1.491507657213289,-1.0,2.0,20.05807514246097,30.265832754285533,19.35420595732841,0.07091365432093429,2.102691583204944,30.114928637232723,0.01971169325236143,-1.482558310380682,1308.9484141503353
2,1.3227300139014386,3.0,-1.0,2.0,18.867384303112157,32.20892105002406,17.678588150567258,0.1144288031216525,1.4616946578650243,32.207295856745986,0.03868254420475007,-1.1824194884243298,1316.3823965284282
2,3.0,-0.8348898867470336,2.0,-1.0,4.698833002374733,61.45367436277928,3.648111553803977,0.2127755076358356,-0.6434482045080472,62.42377965705479,0.0643951157346176,0.09567783295460686,1316.3823965284282
2,2.98706560905755,-0.4690437717892144,2.0,-1.0,6.459725528077372,56.084183966019694,5.509756041657836,0.14560894510569086,-0.36412571828645923,56.41898914976551,0.04294838649056489,-0.15831289321749864,1316.3823965284282
2,2.967559354994784,-1.0,2.0,-1.0,3.876251199725613,64.55658557101145,2.9243116455991593,0.23465937071141676,-0.7520476665459341,65.7932178509329,0.07448011834005185,0.2381983842738009,1316.3823965284282
2,0.44314699704022065,3.0,-1.0,2.0,11.79544493688611,43.17827809198461,11.330059630082948,0.09337286666681774,0.5091568442491621,43.15601112407782,0.03280020695261507,-0.7193105526462205,1316.3823965284282
2,0.22192618379338436,3.0,-1.0,2.0,10.35118065359653,46.032741631816904,9.893829578764075,0.09792198632779202,0.2936638479558553,46.104726763690465,0.031719713901559546,-0.5945857307442566,1316.3823965284282
2,3.0,-0.29500922498405835,2.0,-1.0,7.315431497672595,53.210472508078226,6.6643652148693455,0.10948236699097669,-0.1908873223521823,53.43420811863747,0.03477923461587441,-0.2845632096341433,1316.3823965284282
2,-0.019895196226246803,3.0,-1.0,2.0,8.886085631603857,49.16043338742907,8.439700776255188,0.0988558396589728,0.07548531008075088,49.40597426653548,0.030579673347854042,-0.4549495103792651,1316.3823965284282
2,1.2639751013375378,0.06881892329752004,2.0,-1.0,1.7714766115943883,75.03550862763058,1.659772474762259,0.045567187747152585,-0.9417800388797843,75.09017666911855,0.01700767550475257,0.6314412990027449,1316.3823965284282
2,0.8282573378284621,3.0,-1.0,2.0,14.755434135831944,38.182217950845164,14.02567232641993,0.08959863733570157,0.9136085240107121,38.202621866474516,0.03473567170701307,-0.9288290917234008,1316.3823965284282
3,2.299005410908264,1.9822560532299915,-1.0,-1.0,18.387026848272562,32.92647544537632,17.907283454621464,0.06235615111069743,1.546304463983006,32.687872872561215,0.02145975626484532,-1.1727946588016493,1321.566687397552
3,-0.6139355958180732,2.9083750627687874,-1.0,-1.0,5.241864177008929,59.51170890383395,5.044624692231729,0.05839197094565228,-0.4967122624541389,58.74249373374501,0.0310184127149021,0.029703053511184407,1321.566687397552
3,-0.8334098233967712,2.6441915695374676,-1.0,-1.0,3.4032871551426758,67.1801249908389,3.11308787674502,0.1036858734928913,-0.8035043568931997,65.95601914421081,0.037830461878594346,0.36262855835775554,1321.566687397552
3,3.0,0.13377731536379933,2.0,2.0,9.713989864943295,46.87916139196447,9.711314153837645,0.033878881836638064,0.24451276755493723,46.82562216655958,0.016701324485605344,-0.5202957691089978,1321.566687397552
3,-0.05858222950433056,2.6461119294353512,-1.0,-1.0,6.751898941744381,55.02722261436906,6.446166626473513,0.050971847126636466,-0.2741009293422394,54.77410729804531,0.021027977646120136,-0.153449702229409,1321.566687397552
3,2.455411672934099,2.0682656854132038,-1.0,1.6865196458908658,20.53551511448921,29.79509562551458,19.787316575067365,0.06880813782137994,1.8449160638302828,29.58479409331574,0.016893863047694798,-1.3160109102700517,1321.566687397552
3,3.0,0.5724164245354262,2.0,2.0,12.648642535178022,41.09651067049992,12.72582338792579,0.03428084225485708,0.7233167925244288,41.05799490423573,0.018263610401940477,-0.7864888035564945,1321.566687397552
3,0.232934911930752,2.6968898846388614,-1.0,-1.0,8.537131057086178,49.804822800884864,8.275755472570713,0.040617907312999454,0.016498447048661546,50.05851896156039,0.016366157687282126,-0.37108803275987157,1321.566687397552
3,2.992604109813185,0.35863094465860934,2.0,2.0,11.359500700620252,44.31792572200682,11.154719257677229,0.03490771022114883,0.4737733601465379,43.8531878498873,0.018247794229365313,-0.6574823927348916,1321.566687397552
3,0.7081823296706082,-0.2880225966470462,-1.0,-1.0,0.13835949688635923,91.5972384409435,0.19944554119531333,0.019563423588174887,-1.2662873737130838,91.62233039730901,0.007038012199242791,1.5472046352770121,1321.566687397552
4,3.0,1.20227038840037,2.0,2.0,17.714735521495165,33.702017765700965,17.394445070371198,0.03932937491350398,1.4219050230731796,32.35048557980094,0.023278671172294006,-1.166945031422074,1325.3800302911363
4,3.0,1.3359971645235094,2.0,2.0,18.741091495173645,32.04367506145529,18.591836427637567,0.04493674564922105,1.612721355883366,30.792938708632217,0.02786148514670294,-1.2411577608454536,1325.3800302911363
4,2.9051568004878976,1.0430180373252216,2.0,2.0,15.724162351276414,36.669332372775145,15.293150791853364,0.028116873871920443,1.0870426859195277,35.578665269509756,0.015874510339031284,-1.0131313451202004,1325.3800302911363
4,2.746227003014542,1.006591110508468,2.0,2.0,14.14682225689635,38.911901260621796,13.832659170650967,0.025894251530451443,0.8542986849154772,38.16860063062328,0.014426978020122893,-0.8897282066745902,1325.3800302911363
4,2.4952435835412854,0.9275302963575724,2.0,2.0,11.570069721254642,43.12107519817671,11.491506370521904,0.027590944730408292,0.4812124845199719,42.673109369498,0.015603086087618488,-0.6751010295338347,1325.3800302911363
4,3.0,-0.9327991187404039,2.0,2.0,4.4811326033317185,62.84221138157609,4.236888789833214,0.04771062633896985,-0.6748836525422348,62.28769263133945,0.035615155221726785,0.25947871718744864,1325.3800302911363
4,0.3385195549694038,1.3388184263395382,2.0,-1.0,2.811093813261845,69.35644979414577,2.7104559406251703,0.03499635524258402,-0.9181360501809195,69.23664770068372,0.025433965476956002,0.5905768895008805,1325.3800302911363
4,0.3778648326624128,1.5303423323634506,2.0,-1.0,3.495715217261861,65.40922750142637,3.4605583142942633,0.06178731781271138,-0.7985997070236408,65.43797729878051,0.031568674037384406,0.40958092467735696,1325.3800302911363
4,1.932832654472481,0.5958692928647016,2.0,2.0,6.289132963738357,55.904957909328324,6.157093802565679,0.030098278410602464,-0.3688797077585946,55.68081060049773,0.01991183813389131,-0.05532063656755781,1325.3800302911363
4,1.852658943206531,0.5275215602854131,2.0,2.0,5.801451153763662,58.08223494457186,5.442928972097235,0.03359363898310405,-0.4826890426473227,57.95318196392927,0.020705035071002263,0.052951470208427054,1325.3800302911363
5,2.6764073104942163,1.7763532475547748,2.0,-0.5795513529048381,19.814000033446998,30.9530768914263,19.15279596570813,0.052587879625287534,1.6694440744282133,30.499276337832733,0.023322152135088276,-1.249749805526335,1326.4608883699304
5,2.132606398284617,0.7209586488534148,2.0,-1.0,8.147366030544667,51.18662133485224,7.580889038804772,0.020071492572654587,-0.18574063262332174,51.20653163121444,0.011764024888743068,-0.2202082921312467,1326.4608883699304
5,-1.0,1.434490703235796,-1.0,2.0,0.009832960812135054,91.53217677117269,0.09200019551212968,0.13408175459644586,-1.3863441409858979,89.92281449732451,0.07647384106342756,1.7047218780080584,1326.4608883699304
5,2.441933683236498,1.7531481045130728,2.0,-0.8053006941230296,17.66531902347832,33.700358750703806,17.250647989665303,0.0377260930989595,1.3644955592012593,33.53961454563037,0.018806127185816673,-1.098587599075472,1326.4608883699304
5,-0.9780750481892504,3.0,-1.0,2.0,4.108414719952586,63.79495134618407,4.066427401393256,0.0642733832054115,-0.7491720121211074,62.66051469098568,0.037250025262488155,0.34927090183646214,1326.4608883699304
5,3.0,0.6623299022282438,2.0,-1.0,13.500064330701319,40.10798201975754,13.147697412520188,0.014897998326496823,0.7067188234748869,39.92871938823942,0.006868600836058925,-0.7809284706345352,1326.4608883699304
5,2.9158252594735177,1.6541706572338928,2.0,-1.0,20.811288622003485,29.575862581838543,19.993714946408573,0.04962050093987472,1.804258504125869,29.34181494647423,0.02276233754306913,-1.3072974880014954,1326.4608883699304
