step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X2X3,0.5526314849757857,859.8144897832249,1334.975048075826,10.0,5.540959119796753
2,X1X2X3,0.45140340592366796,1375.4823623640189,1996.3797855230698,15.0,2.8098459243774414
3,X1X2X3,0.023559812043060895,1996.3797855230698,2043.4141180365596,15.0,4.269150972366333
4,X2X3,0.017824602010636757,1334.975048075826,1358.7704470019082,10.0,3.5013298988342285
5,X2X3,0.008893714890438557,1358.7704470019082,1370.854963959097,10.0,2.8068442344665527
6,X2X3,0.010534711443677883,1370.854963959097,1385.2965254355395,10.0,3.5159759521484375
7,X2X3,0.00513582827552766,1385.2965254355395,1392.4111705008615,10.0,2.935275077819824
8,X2X3,0.0018043464709351358,1392.4111705008615,1394.9235626824454,10.0,3.1706290245056152
9,X1X2X3,0.0013182724163329114,2043.4141180365596,2046.1078945035124,15.0,3.1042251586914062
10,X1X2X3,0.01284823582203116,2046.1078945035124,2072.396771249413,15.0,3.8882951736450195
11,X1X2X3,0.01738341667380632,2072.396771249413,2108.4221078374926,15.0,3.7603089809417725
12,X1X2X3,0.0034385367041243073,2108.4221078374926,2115.671994643079,15.0,4.133661985397339
13,X1X2X3,0.0017943714949521577,2115.671994643079,2119.468296162935,15.0,4.541857957839966
14,X1X2X3,0.0009444884587566009,2119.468296162935,2121.4701095073615,15.0,4.492533206939697
15,X1X2X3,0.0013947910503049935,2121.4701095073615,2124.429117029592,15.0,5.723930835723877
