step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X1X2,0.24548038618140178,863.5725256872234,1075.5626427885716,10.0
2,X1X2,0.03067929543371474,1075.5626427885716,1108.5601468641491,10.0
3,X1X2,0.009003408538828472,1108.5601468641491,1118.5409667562308,10.0
4,X1X2,0.004962493216325685,1118.5409667562308,1124.091718715941,10.0
5,X1X2,0.005433806277206053,1124.091718715941,1130.199815353255,10.0
6,X1X2,0.004214878234634459,1130.199815353255,1134.9634699557753,10.0
7,X1X2,0.0014952258231472504,1134.9634699557753,1136.660496644382,10.0
8,X1X2,0.0009483413155906969,1136.660496644382,1137.7384387551497,10.0
9,X1X2,0.0009899159724085433,1137.7384387551497,1138.8647042080966,10.0
10,X1X2,0.00034278332908309816,1138.8647042080966,1139.2550880427802,10.0
11,X1X2,0.0011837754848496047,1139.2550880427802,1140.6037102869955,10.0
12,X1X2,0.0009398435407343987,1140.6037102869955,1141.6756993166464,10.0
13,X1X2,0.0005390688680271786,1141.6756993166464,1142.2911411435311,10.0
14,X1X2,0.0006684232667125861,1142.2911411435311,1143.0546751196312,10.0
15,X1X2,0.00041800521091650615,1143.0546751196312,1143.5324779301936,10.0
