type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X1X2X3X4X5X6X7X8,0.2758747518302038,1648.946419966721,2103.849104356343,80.0
1,X1X2X3X4X5X6X7X8,0.017314845875849767,2103.849104356343,2140.2769273443178,80.0
1,X1X2X3X4X5X6X7X8,0.0029256966680368873,2140.2769273443178,2146.5387284193253,80.0
1,X1X2X3X4X5X6X7X8,0.004851190779549273,2146.5387284193253,2156.9519973065785,80.0
1,X1X2X3X4X5X6X7X8,0.0004395179947317444,2156.9519973065785,2157.9000165231673,80.0
1,X1X2X3X4X5X6X7X8,0.0,2157.9000165231673,2157.9000165231673,80.0
1,X1X2X3X4X5X6X7X8,0.001672384498839067,2157.9000165231673,2161.5088550608452,80.0
1,X1X2X3X4X5X6X7X8,0.0008485485200984488,2161.5088550608452,2163.343000200987,80.0
1,X1X2X3X4X5X6X7X8,0.000913556906973597,2163.343000200987,2165.3193371409734,80.0
1,X1X2X3X4X5X6X7X8,0.0005243496398462311,2165.3193371409734,2166.4547215555554,80.0
