step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X5X6,0.7884456853724368,2908944678.1475353,5202489558.620071,10.0
2,X5X6,0.3268036401042496,5202489558.620071,6902682083.981462,10.0
3,X11X12,0.07817659828325184,5845270710.247853,6302234090.419758,5.0
4,X5X6,0.007560780552168128,6902682083.981462,6954871748.439828,10.0
5,X5X6,0.011226569252341091,6954871748.439828,7032951097.764838,10.0
6,X11X12,0.0007476151338474157,6302234090.419758,6306945736.002805,5.0
7,X11X12,0.0409848537295732,6306945736.002805,6565434984.473235,5.0
8,X11X12,0.009814800948805658,6565434984.473235,6629873421.988165,5.0
9,X11X12,0.05917924481172476,6629873421.988165,7022224324.29875,5.0
10,X11X12,0.004233086443107583,7022224324.29875,7051950006.886399,5.0
11,X11X12,0.01869110530376068,7051950006.886399,7183758747.061969,5.0
12,X11X12,0.0,7183758747.061969,7183758747.061969,5.0
13,X11X12,0.007186239538789252,7183758747.061969,7235382958.207229,5.0
14,X11X12,0.0,7235382958.207229,7235382958.207229,5.0
15,X11X12,0.0,7235382958.207229,7235382958.207229,5.0
16,X11X12,0.007378664536108225,7235382958.207229,7288770421.846114,5.0
17,X11X12,0.0,7288770421.846114,7288770421.846114,5.0
18,X11X12,0.0,7288770421.846114,7288770421.846114,5.0
19,X11X12,0.007135597491076244,7288770421.846114,7340780153.78127,5.0
20,X11X12,0.0,7340780153.78127,7340780153.78127,5.0
21,X11X12,0.0,7340780153.78127,7340780153.78127,5.0
22,X11X12,0.0004540595542246902,7340780153.78127,7344113305.145557,5.0
23,X11X12,0.0,7344113305.145557,7344113305.145557,5.0
24,X11X12,0.00030685881078337677,7344113305.145557,7346366911.020633,5.0
25,X11X12,0.0267739130866828,7346366911.020633,7543057900.199182,5.0
26,X11X12,0.006061765497362355,7543057900.199182,7588782148.3232155,5.0
27,X11X12,0.0,7588782148.3232155,7588782148.3232155,5.0
28,X11X12,0.0,7588782148.3232155,7588782148.3232155,5.0
29,X11X12,0.0014417312707032056,7588782148.3232155,7599723132.853007,5.0
30,X11X12,0.0,7599723132.853007,7599723132.853007,5.0
31,X11X12,0.0,7599723132.853007,7599723132.853007,5.0
32,X11X12,0.0004525386076734612,7599723132.853007,7603162300.978252,5.0
33,X11X12,0.0,7603162300.978252,7603162300.978252,5.0
34,X11X12,0.0,7603162300.978252,7603162300.978252,5.0
35,X11X12,0.002292210732588399,7603162300.978252,7620590351.206166,5.0
36,X11X12,4.1779212355712626e-05,7620590351.206166,7620908733.468725,5.0
37,X11X12,0.0,7620908733.468725,7620908733.468725,5.0
38,X11X12,0.0,7620908733.468725,7620908733.468725,5.0
39,X11X12,0.0,7620908733.468725,7620908733.468725,5.0
40,X11X12,0.03885804730660062,7620908733.468725,7917042365.553139,5.0
41,X11X12,0.0024826730465259982,7917042365.553139,7936697793.242302,5.0
42,X11X12,0.0,7936697793.242302,7936697793.242302,5.0
43,X11X12,0.0006192806728586667,7936697793.242302,7941612836.791977,5.0
44,X11X12,0.0005634003013023135,7941612836.791977,7946087143.857052,5.0
45,X11X12,0.0,7946087143.857052,7946087143.857052,5.0
46,X11X12,0.0,7946087143.857052,7946087143.857052,5.0
47,X11X12,0.04734565663746384,7946087143.857052,8322299857.381474,5.0
48,X11X12,0.0,8322299857.381474,8322299857.381474,5.0
49,X11X12,0.0,8322299857.381474,8322299857.381474,5.0
50,X11X12,3.480308342475875e-05,8322299857.381474,8322589499.077696,5.0
51,X11X12,0.0,8322589499.077696,8322589499.077696,5.0
52,X11X12,0.0,8322589499.077696,8322589499.077696,5.0
53,X11X12,0.013014279274274352,8322589499.077696,8430902003.103836,5.0
54,X11X12,0.0,8430902003.103836,8430902003.103836,5.0
55,X11X12,0.0,8430902003.103836,8430902003.103836,5.0
56,X11X12,0.0016877618516579927,8430902003.103836,8445131357.879742,5.0
57,X11X12,0.0,8445131357.879742,8445131357.879742,5.0
58,X11X12,0.0,8445131357.879742,8445131357.879742,5.0
59,X11X12,0.013773864612661028,8445131357.879742,8561453453.839315,5.0
60,X11X12,0.0023606098922193492,8561453453.839315,8581663705.554224,5.0
61,X11X12,0.0,8581663705.554224,8581663705.554224,5.0
62,X11X12,0.0,8581663705.554224,8581663705.554224,5.0
63,X11X12,3.191007577232333e-06,8581663705.554224,8581691089.708134,5.0
64,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
65,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
66,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
67,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
68,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
69,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
70,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
71,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
72,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
73,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
74,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
75,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
76,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
77,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
78,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
79,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
80,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
81,X11X12,0.0,8581691089.708134,8581691089.708134,5.0
82,X11X12,0.006032025379485549,8581691089.708134,8633456068.160158,5.0
83,X11X12,0.0023862395964894343,8633456068.160158,8654057562.884554,5.0
84,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
85,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
86,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
87,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
88,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
89,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
90,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
91,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
92,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
93,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
94,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
95,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
96,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
97,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
98,X11X12,0.0,8654057562.884554,8654057562.884554,5.0
99,X11X12,6.243205609924697e-05,8654057562.884554,8654597853.491806,5.0
100,X11X12,0.0,8654597853.491806,8654597853.491806,5.0
