iterID,x1,x2,ParetoFamily,Pareto_f1,Pareto_f2
1,1.9836783242246296,-0.5,4,40.148738560418394,43.13852275834047
1,1.9600656799426712,-0.5,4,38.919228371454054,43.32908967704432
1,1.9404941867601586,-0.5,4,37.91232403561671,43.51780582184013
1,1.9173316185967417,-0.5,4,36.73788159488882,43.77860925372822
1,1.8982857324779832,-0.5,4,35.78842603191893,44.02429529737995
1,1.8781798684510296,-0.5,4,34.804308362820876,44.31467745738361
1,1.8601027461413984,-0.5,12,33.93724740049312,44.60294646950028
1,1.8418036886032647,-0.5,12,33.07836587288746,44.9205654024505
1,1.8233794149748075,-0.5,12,32.234366526660125,45.26575796134614
1,1.8062087554476913,-0.5,12,31.467921120637822,45.60927916825784
1,1.78781787314326,-0.5,43,30.669914433812863,45.99894455688396
1,1.7703526409795693,-0.5,43,29.93516376403332,46.3879499508285
1,1.7531118738974873,-0.5,43,29.23287208781039,46.78801043023381
1,1.7372674400271513,-0.4770476063609434,57,28.563545813811537,47.19949290619598
1,1.719834242255636,-0.4888412089196403,57,27.9220525645245,47.612628733780454
1,1.7061215028956136,-0.40425754288287413,81,27.24553231845159,48.078303245056105
1,1.6835751813789015,-0.5,81,26.644032149630597,48.515655627386764
1,1.6664122691367975,-0.5,81,26.06575628250934,48.957319608993096
1,1.6673552472808062,-0.2087238086069852,101,25.49062019887444,49.3695384237825
1,1.6521714955178468,-0.11760229773188308,101,24.803484004973964,49.90622574419888
1,1.6421097438042445,0.008272556909483586,101,24.233757901229556,50.36428503260818
1,1.6311395312145263,0.14551246844982246,101,23.62755098057216,50.86580463165106
1,1.6206103701747967,0.2772347224962761,101,23.06006755377649,51.34801507855654
1,1.5963822916185144,0.15775650745907943,103,22.520713334963233,51.78433203963092
1,1.5824428766408607,0.22741694377246158,103,21.976247442078673,52.24628628015599
1,1.5652890991762085,0.301445249301203,121,21.340984757129164,52.78781841639628
1,1.5486961731277025,0.33824632567420776,121,20.80385283207975,53.24551992480313
1,1.5329181057951886,0.4026584927612915,121,20.24814918749245,53.71842537558572
1,1.5168205642218129,0.46837487713612913,121,19.69061554978498,54.191330443733065
1,1.4974739423669843,0.5,136,19.120996029935636,54.67091196389497
1,1.4745066613237303,0.5,136,18.53303286347248,55.16526853756302
1,1.4560104752671754,0.5,136,18.072327026957076,55.55608593548261
1,1.4511661357797587,0.5,136,17.953358251207085,55.6578429071147
1,1.4281385204791208,0.5,136,17.39655604467856,56.14089740908572
1,1.4037047111451493,0.5,136,16.820127034726756,56.65760350866194
1,1.3797014506030707,0.5,136,16.26715239331434,57.1755034748332
1,1.355536434605133,0.5,136,15.723667011170669,57.71111842025876
1,1.3273642894261224,0.5,153,15.108085053934223,58.35451508196771
1,1.3062910365791116,0.5,153,14.661962003845597,58.84691880647989
1,1.2790601965351698,0.5,153,14.106571732641932,59.49119432167353
1,1.2463536745722785,0.5,161,13.47592698487017,60.263771445969454
1,1.223658041803911,0.5,161,13.064639516535113,60.789585002387064
1,1.1917294744968059,0.5,161,12.525599686859678,61.501816309163196
1,1.1564778289761732,0.5,161,11.98567200537228,62.23625910347371
1,1.110344969181389,0.5,161,11.363335309855842,63.09801998767199
1,1.0699884868489966,0.5,161,10.888820967022221,63.75696104168763
1,0.9913813919673422,0.5,161,10.11411524384878,64.84469484629979
1,0.9495219971087503,0.5,161,9.765541657223626,65.37906257588996
1,0.8742859175419737,0.5,190,9.223880408028137,66.4099237672787
