step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X11X12X5X6X2X3,0.41844019551988754,1539827703.638302,2184153509.0156527,25.0
2,X11X12X5X6X2X3,0.10686669006606907,2184153509.0156527,2417566765.1203456,25.0
3,X11X12X5X6X2X3,0.03760250614730926,2417566765.1203456,2508473334.267314,25.0
4,X11X12X5X6X2X3,0.0,2508473334.267314,2508473334.267314,25.0
5,X11X12X5X6X2X3,0.02404224131981135,2508473334.267314,2568782655.5140805,25.0
6,X11X12X5X6X2X3,0.040633278075392555,2568782655.5140805,2673160715.4708295,25.0
7,X11X12X5X6X2X3,0.0007465074444392053,2673160715.4708295,2675156249.845111,25.0
8,X11X12X5X6X2X3,0.009708133795786928,2675156249.845111,2701127024.643243,25.0
9,X11X12X5X6X2X3,0.0,2701127024.643243,2701127024.643243,25.0
10,X11X12X5X6X2X3,0.01332059786311524,2701127024.643243,2737107651.5157084,25.0
11,X11X12X5X6X2X3,0.0006740113792386948,2737107651.5157084,2738952493.2190313,25.0
12,X11X12X5X6X2X3,0.02742251945432361,2738952493.2190313,2814061471.2487984,25.0
13,X11X12X5X6X2X3,0.0011988811412378406,2814061471.2487984,2817435196.4769626,25.0
14,X11X12X5X6X2X3,0.0,2817435196.4769626,2817435196.4769626,25.0
15,X11X12X5X6X2X3,0.011099129505012338,2817435196.4769626,2848706274.5946403,25.0
16,X11X12X5X6X2X3,0.0,2848706274.5946403,2848706274.5946403,25.0
17,X11X12X5X6X2X3,0.004301646796026535,2848706274.5946403,2860960402.813571,25.0
18,X11X12X5X6X2X3,0.005727041680150072,2860960402.813571,2877345242.285743,25.0
19,X11X12X5X6X2X3,0.007566602856519687,2877345242.285743,2899116971.015216,25.0
20,X11X12X5X6X2X3,0.0,2899116971.015216,2899116971.015216,25.0
21,X11X12X5X6X2X3,0.00569691305028242,2899116971.015216,2915632988.3216877,25.0
22,X11X12X5X6X2X3,0.001121330931993504,2915632988.3216877,2918902377.7778335,25.0
23,X11X12X5X6X2X3,0.006005455718577027,2918902377.7778335,2936431716.7544274,25.0
24,X11X12X5X6X2X3,1.793395972844113e-05,2936431716.7544274,2936484378.602581,25.0
25,X11X12X5X6X2X3,0.004754176755845779,2936484378.602581,2950444944.3792377,25.0
26,X11X12X5X6X2X3,0.001685543705702517,2950444944.3792377,2955418048.284258,25.0
27,X11X12X5X6X2X3,0.0,2955418048.284258,2955418048.284258,25.0
28,X11X12X5X6X2X3,0.001583722134155917,2955418048.284258,2960098609.2630095,25.0
29,X11X12X5X6X2X3,0.009877168420066381,2960098609.2630095,2989336001.7667046,25.0
30,X11X12X5X6X2X3,0.0,2989336001.7667046,2989336001.7667046,25.0
31,X11X12X5X6X2X3,0.0,2989336001.7667046,2989336001.7667046,25.0
32,X11X12X5X6X2X3,0.0015139298143182105,2989336001.7667046,2993861646.664794,25.0
