step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,bmiaspirin,0.5870575746812333,0.20658556891145546,0.3278631919607573,20.0,5.377372980117798
2,bmiaspirin,0.089937388985801,0.3278631919607573,0.3573503513902583,20.0,5.864756107330322
3,bmiaspirin,0.029642938001062585,0.3573503513902583,0.36794326570117764,20.0,6.492673873901367
4,bmiaspirin,0.010719051975654842,0.36794326570117764,0.37188726869032074,20.0,6.076407194137573
5,bmiaspirin,0.004900965175283332,0.37188726869032074,0.37370987524330324,20.0,7.092388868331909
6,bmiaspirin,0.004646939787120604,0.37370987524330324,0.3754464825314112,20.0,6.915485858917236
