step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.17932480199402878,1443.6887090223609,1702.5779009088108,20.0,0.21386003494262695
2,X1X2X3X4,0.08327513988948418,1702.5779009088108,1844.3603137797363,20.0,0.4590897560119629
3,X1X2X3X4,0.07838816630939495,1844.3603137797363,1988.9363367907501,20.0,0.41276097297668457
4,X1X2X3X4,0.023012998188068522,1988.9363367907501,2034.7077251054993,20.0,0.26549673080444336
5,X1X2X3X4,0.0067120420398417814,2034.7077251054993,2048.3647688951983,20.0,0.35965585708618164
6,X1X2X3X4,0.013235515275714604,2048.3647688951983,2075.4759320841463,20.0,0.556516170501709
7,X1X2X3X4,0.0,2075.4759320841463,2075.4759320841463,20.0,0.5763137340545654
8,X1X2X3X4,0.0,2075.4759320841463,2075.4759320841463,20.0,0.4011249542236328
9,X1X2X3X4,0.005309841849693249,2075.4759320841463,2086.496381046358,20.0,0.4887979030609131
10,X1X2X3X4,0.0023238031090213706,2086.496381046358,2091.344987823595,20.0,0.2913849353790283
