type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv
0,,,,
1,"['X1', 'control']",0.009168049928811917,573.0602844210631,578.3141297208546
1,"['X2', 'control']",0.02731818645642567,567.7496829458547,583.2595746451461
1,"['Z1', 'control']",0.008792573691566798,630.0177171164936,635.557194321233
1,"['Z2', 'control']",0.013274852084471413,535.5808136986313,542.6905697797615
1,"['X1', 'X2']",0.029948373312648786,657.2099144928123,676.8922823568171
1,"['Z1', 'Z2']",0.16774181599797733,579.2989333409737,676.4715884252798
1,"['Z1', 'Z2']",0.011809599168782032,676.4715884252798,684.4604467336517
1,"['X1', 'X2']",0.010611980399022933,676.8922823568171,684.0754499894375
1,"['X2', 'control']",0.006460402042088471,583.2595746451461,587.0276659922513
1,"['X1', 'X2']",0.006454801080600414,684.0754499894375,688.4910209432416
1,"['Z2', 'control']",0.006395513164527533,542.6905697797615,546.1613544630529
1,"['Z1', 'Z2']",0.004785694990793168,684.4604467336517,687.736065664981
1,"['Z1', 'control']",0.00433214476501114,635.557194321233,638.310520093477
1,"['Z1', 'control']",0.004863222712269356,638.310520093477,641.414766312276
1,"['Z1', 'control']",0.0037071877916333555,641.414766312276,643.7926113033222
1,"['X2', 'control']",0.0032490581662378316,587.0276659922513,588.934953024251
1,"['Z2', 'control']",0.00306733249769173,546.1613544630529,547.8366129345808
1,"['X1', 'X2']",0.0029315760071740356,688.4910209432416,690.5093847013935
1,"['Z1', 'Z2']",0.0021844556003224602,687.736065664981,689.2383945651666
