iterID,x1,x2,x3,x4,x5,x6,x7,x8,Pareto_f1,Pareto_f2
0,-0.5263157894736843,0.0,2.1052631578947367,5.0,3.4210526315789473,3.6842105263157894,0.2631578947368421,4.473684210526316,0.2546097200441461,45.57801283482153
0,2.052631578947368,0.5263157894736842,4.2105263157894735,-1.6315789473684212,1.0526315789473684,0.0,4.473684210526316,2.894736842105263,2.1851950121276817,30.338784971167318
0,5.0,1.3157894736842104,3.9473684210526314,-2.5789473684210527,1.5789473684210527,3.1578947368421053,1.0526315789473684,0.7894736842105263,6.62277859305755,30.22154180237654
0,0.9473684210526314,2.1052631578947367,3.4210526315789473,-0.6842105263157898,4.2105263157894735,3.4210526315789473,1.5789473684210527,1.5789473684210527,9.54115429581151,30.14335173373486
0,2.7894736842105257,2.631578947368421,3.6842105263157894,3.1052631578947363,0.5263157894736842,4.2105263157894735,3.6842105263157894,3.6842105263157894,15.991792142932189,27.340264383887476
0,3.894736842105263,4.2105263157894735,4.7368421052631575,1.6842105263157894,2.3684210526315788,4.7368421052631575,0.7894736842105263,4.2105263157894735,38.702662937225185,6.7273217684996895
0,2.421052631578947,4.473684210526316,5.0,-4.0,0.0,0.7894736842105263,2.631578947368421,0.2631578947368421,41.79009988043095,3.560114682911792
1,-0.5263157894736843,0.0,2.1052631578947367,5.0,3.4210526315789473,3.6842105263157894,0.2631578947368421,4.473684210526316,0.2546097200441461,45.57801283482153
1,-2.0,0.3341082460814444,5.0,-4.0,5.0,0.0,5.0,0.0,1.629758977250021,23.449898422218734
1,-2.0,1.2591391478366798,5.0,5.0,5.0,0.0,5.0,0.0,4.185939787912788,19.713743152345376
1,-2.0,1.657288736679762,5.0,5.0,5.0,0.0,5.0,0.0,8.040588106263298,17.106613677275337
1,-1.0988375897157414,2.020758597346008,5.0,5.0,5.0,0.0,5.0,0.0,8.434968631850007,14.097532679049063
1,-0.74550855353438,2.350376363640066,5.0,5.0,5.0,0.0,5.0,0.0,11.712262401565267,12.571528962351076
1,-1.4209680086708336,2.700350476266963,5.0,5.0,5.0,0.0,5.0,0.0,15.85200065275804,12.35526559592813
1,-1.6253861300391867,3.0149807905880084,5.0,5.0,5.0,0.0,5.0,0.0,20.46214505848832,10.262602383030252
1,-2.0,3.3373233274245533,5.0,5.0,5.0,0.0,5.0,0.0,22.557900365581,7.333289016324808
1,-2.0,3.732800927925208,5.0,5.0,5.0,0.0,5.0,0.0,28.291784549501998,7.324523420387713
1,-2.0,4.088867453142084,5.0,5.0,5.0,0.0,5.0,0.0,32.76543912015557,3.720641508697173
1,2.421052631578947,4.473684210526316,5.0,-4.0,0.0,0.7894736842105263,2.631578947368421,0.2631578947368421,41.79009988043095,3.560114682911792
2,-0.5263157894736843,0.0,2.1052631578947367,5.0,3.4210526315789473,3.6842105263157894,0.2631578947368421,4.473684210526316,0.2546097200441461,45.57801283482153
2,-2.0,0.09951072184018839,4.637737947682737,5.0,0.0,0.0,0.0,3.9125518271112463,1.599941044756182,28.04902644027243
2,-2.0,0.3341082460814444,5.0,-4.0,5.0,0.0,5.0,0.0,1.629758977250021,23.449898422218734
2,-2.0,0.923681890991124,5.0,5.0,4.999309800623086,0.0,0.0,0.0,3.325176023455421,21.143117528267343
2,-2.0,1.2591391478366798,5.0,5.0,5.0,0.0,5.0,0.0,4.185939787912788,19.713743152345376
2,-2.0,1.446050212269597,5.0,5.0,5.0,0.0,4.981268215679947,0.0,5.573646814144647,18.64615782418358
2,-2.0,1.657288736679762,5.0,5.0,5.0,0.0,5.0,0.0,8.040588106263298,17.106613677275337
2,-1.0988375897157414,2.020758597346008,5.0,5.0,5.0,0.0,5.0,0.0,8.434968631850007,14.097532679049063
2,-2.0,2.1849586901367433,5.0,5.0,5.0,0.0,5.0,1.3691960410690647,10.643422669747313,13.085282521073447
2,-0.74550855353438,2.350376363640066,5.0,5.0,5.0,0.0,5.0,0.0,11.712262401565267,12.571528962351076
2,-1.4209680086708336,2.700350476266963,5.0,5.0,5.0,0.0,5.0,0.0,15.85200065275804,12.35526559592813
2,-1.6253861300391867,3.0149807905880084,5.0,5.0,5.0,0.0,5.0,0.0,20.46214505848832,10.262602383030252
2,-2.0,3.4188074936910144,5.0,5.0,5.0,0.5402731230774681,5.0,1.312691106247632,22.53524157757886,7.147373418581549
2,-2.0,4.088867453142084,5.0,5.0,5.0,0.0,5.0,0.0,32.76543912015557,3.720641508697173
2,-2.0,4.2624847809567585,5.0,5.0,5.0,0.0,5.0,0.0,37.95705458643126,3.0694324700569466
3,-0.5263157894736843,0.0,2.1052631578947367,5.0,3.4210526315789473,3.6842105263157894,0.2631578947368421,4.473684210526316,0.2546097200441461,45.57801283482153
3,-2.0,0.09951072184018839,4.637737947682737,5.0,0.0,0.0,0.0,3.9125518271112463,1.599941044756182,28.04902644027243
3,-2.0,0.3341082460814444,5.0,-4.0,5.0,0.0,5.0,0.0,1.629758977250021,23.449898422218734
3,2.726501999700284,0.37282316038742225,5.0,-0.46692389803890366,5.0,5.0,5.0,1.8203039569499793,2.4214198455257727,23.284930147830902
3,-2.0,0.923681890991124,5.0,5.0,4.999309800623086,0.0,0.0,0.0,3.325176023455421,21.143117528267343
3,-2.0,1.2591391478366798,5.0,5.0,5.0,0.0,5.0,0.0,4.185939787912788,19.713743152345376
3,-2.0,1.5090220144836575,5.0,5.0,5.0,3.9194686189724055,5.0,2.9770067094721933,5.448172805858763,18.22459355554014
3,-2.0,1.657288736679762,5.0,5.0,5.0,0.0,5.0,0.0,8.040588106263298,17.106613677275337
