step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.007075106040058326,1161.671067445907,1169.8900134317546,20.0,0.6539778709411621
2,X1X2X3X4,0.13605576258946117,1169.8900134317546,1329.060291355007,20.0,0.6567518711090088
3,X1X2X3X4,0.0017538542137611852,1329.060291355007,1331.3912693473426,20.0,0.6717019081115723
4,X1X2X3X4,0.26823185697202767,1331.3912693473426,1688.5128218807254,20.0,0.6862149238586426
5,X1X2X3X4,0.06065276811968125,1688.5128218807254,1790.9257985333657,20.0,0.7599070072174072
6,X1X2X3X4,0.011313072131579865,1790.9257985333657,1811.186671274481,20.0,0.6895699501037598
7,X1X2X3X4,7.844271181378002e-05,1811.186671274481,1811.3287456685766,20.0,0.7874681949615479
8,X1X2X3X4,0.04149368155561456,1811.3287456685766,1886.4874438338793,20.0,0.7681717872619629
9,X1X2X3X4,0.0,1886.4874438338793,1886.4874438338793,20.0,0.7262659072875977
10,X1X2X3X4,0.0,1886.4874438338793,1886.4874438338793,20.0,0.7919361591339111
