step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2,0.2739531654495316,30.889234121800456,39.35143758777937,10.0,2.516129970550537
2,X1X2,0.140454074867681,39.35143758777937,44.87850734888421,10.0,2.6486759185791016
3,X1X2,0.08859092958634367,44.87850734888421,48.85433603336942,10.0,2.5038299560546875
4,X1X2,0.0033562401123344164,48.85433603336942,49.01830291562608,10.0,3.261521100997925
5,X1X2,0.013929444747740587,49.01830291562608,49.701100657717305,10.0,3.7170968055725098
6,X1X2,0.007486812993592432,49.701100657717305,50.07320350391735,10.0,3.553061008453369
7,X1X2,0.010744378574759473,50.07320350391735,50.61120895881441,10.0,3.80237078666687
8,X1X2,0.006816662292743501,50.61120895881441,50.95620847851412,10.0,3.6662869453430176
9,X1X2,0.007937765773820118,50.95620847851412,51.36068692613851,10.0,3.6930928230285645
10,X1X2,0.004630119166621886,51.36068692613851,51.59849302708609,10.0,2.870516061782837
11,X1X2,0.001582580172835622,51.59849302708609,51.680151779098956,10.0,3.213332176208496
12,X1X2,0.0011902021371688186,51.680151779098956,51.74166160619565,10.0,4.473392724990845
13,X1X2,0.0010618881113326842,51.74166160619565,51.79660546151587,10.0,3.899325132369995
14,X1X2,0.00021112293685174012,51.79660546151587,51.80754091297985,10.0,4.111018180847168
15,X1X2,0.0009186598332889966,51.80754091297985,51.855134419878084,10.0,3.399827003479004
