iterID,x1,x2,x3,x4,x5,x6,Pareto_f1,Pareto_f2
0,0.0,50.0,45000.0,60045.0,16.5,100.0,-105045.0,45591.85288362019
0,50.0,0.0,30000.0,30022.5,24.75,50.0,-60022.5,33075.96470850353
0,25.0,12.5,60000.0,0.0,8.25,75.0,-60000.0,-5745.601867056715
1,0.0,50.0,45000.0,60045.0,16.5,100.0,-105045.0,45591.85288362019
1,0.0,50.0,60000.0,20869.49052278106,33.0,100.0,-80869.49052278105,16405.975024480063
1,0.0,50.0,60000.0,13444.405314529598,33.0,100.0,-73444.40531452958,14638.033544982816
1,0.0,50.0,55430.990044475155,5785.831380087305,33.0,100.0,-61216.82142456248,5148.996500508558
1,0.0,50.0,60000.0,75.68243777174452,33.0,100.0,-60075.68243777172,2537.7422937744195
1,25.0,12.5,60000.0,0.0,8.25,75.0,-60000.0,-5745.601867056715
2,50.0,0.0,60000.0,60045.0,0.0,100.0,-120045.0,50930.62898214401
2,0.0,50.0,45000.0,60045.0,16.5,100.0,-105045.0,45591.85288362019
2,41.12497979116979,50.0,60000.0,33892.34352255679,0.0,100.0,-93892.34352255681,32615.707473590814
2,39.238437247015526,50.0,60000.0,27860.604096219275,0.0,100.0,-87860.60409621923,24033.144009367792
2,0.0,50.0,60000.0,20869.49052278106,33.0,100.0,-80869.49052278105,16405.975024480063
2,50.0,0.7807414075050441,60000.0,14706.790512286054,0.0,100.0,-74706.79051228604,15108.262312600986
2,0.0,50.0,60000.0,13444.405314529598,33.0,100.0,-73444.40531452958,14638.033544982816
2,50.0,0.0,60000.0,9759.668532159852,0.0,100.0,-69759.66853215986,14311.80358405491
2,0.0,50.0,55430.990044475155,5785.831380087305,33.0,100.0,-61216.82142456248,5148.996500508558
2,0.0,50.0,60000.0,75.68243777174452,33.0,100.0,-60075.68243777172,2537.7422937744195
2,25.0,12.5,60000.0,0.0,8.25,75.0,-60000.0,-5745.601867056715
3,50.0,0.0,60000.0,60045.0,0.0,100.0,-120045.0,50930.62898214401
3,0.0,50.0,45000.0,60045.0,16.5,100.0,-105045.0,45591.85288362019
3,0.0,0.0,60000.0,38456.802121824854,0.0,100.0,-98456.80212182483,37117.80592152738
3,41.12497979116979,50.0,60000.0,33892.34352255679,0.0,100.0,-93892.34352255681,32615.707473590814
3,0.0,0.0,60000.0,30202.37411124881,0.0,100.0,-90202.3741112488,26224.12867266057
3,39.238437247015526,50.0,60000.0,27860.604096219275,0.0,100.0,-87860.60409621923,24033.144009367792
3,0.0,50.0,60000.0,20869.49052278106,33.0,100.0,-80869.49052278105,16405.975024480063
3,20.590711161215516,25.080576392534017,60000.0,17632.75872049807,0.0,100.0,-77632.75872049805,12549.824587011883
3,0.0,50.0,55430.990044475155,5785.831380087305,33.0,100.0,-61216.82142456248,5148.996500508558
3,0.0,50.0,60000.0,75.68243777174452,33.0,100.0,-60075.68243777172,2537.7422937744195
3,25.0,12.5,60000.0,0.0,8.25,75.0,-60000.0,-5745.601867056715
4,50.0,0.0,60000.0,60045.0,0.0,100.0,-120045.0,50930.62898214401
4,0.0,50.0,45000.0,60045.0,16.5,100.0,-105045.0,45591.85288362019
4,0.0,0.0,60000.0,38456.802121824854,0.0,100.0,-98456.80212182483,37117.80592152738
4,41.12497979116979,50.0,60000.0,33892.34352255679,0.0,100.0,-93892.34352255681,32615.707473590814
4,0.0,0.0,60000.0,30202.37411124881,0.0,100.0,-90202.3741112488,26224.12867266057
4,39.238437247015526,50.0,60000.0,27860.604096219275,0.0,100.0,-87860.60409621923,24033.144009367792
4,0.0,50.0,60000.0,20869.49052278106,33.0,100.0,-80869.49052278105,16405.975024480063
4,20.590711161215516,25.080576392534017,60000.0,17632.75872049807,0.0,100.0,-77632.75872049805,12549.824587011883
4,0.0,50.0,55430.990044475155,5785.831380087305,33.0,100.0,-61216.82142456248,5148.996500508558
4,0.0,50.0,60000.0,75.68243777174452,33.0,100.0,-60075.68243777172,2537.7422937744195
4,25.0,12.5,60000.0,0.0,8.25,75.0,-60000.0,-5745.601867056715
5,50.0,0.0,60000.0,60045.0,0.0,100.0,-120045.0,50930.62898214401
5,0.0,50.0,45000.0,60045.0,16.5,100.0,-105045.0,45591.85288362019
5,0.0,0.0,60000.0,38456.802121824854,0.0,100.0,-98456.80212182483,37117.80592152738
5,0.0,0.0,60000.0,34864.14957242343,0.0,100.0,-94864.14957242343,28099.7145000664
5,0.0,0.0,60000.0,30202.37411124881,0.0,100.0,-90202.3741112488,26224.12867266057
5,39.238437247015526,50.0,60000.0,27860.604096219275,0.0,100.0,-87860.60409621923,24033.144009367792
5,0.0,30.023032929528213,60000.0,24072.33846826632,3.9351207926657428,100.0,-84072.33846826632,21233.49743931639
5,0.0,50.0,60000.0,20869.49052278106,33.0,100.0,-80869.49052278105,16405.975024480063
5,20.590711161215516,25.080576392534017,60000.0,17632.75872049807,0.0,100.0,-77632.75872049805,12549.824587011883
5,0.0,0.0,60000.0,7107.656875985821,5.15567068930789,100.0,-67107.6568759858,9806.92983565999
5,0.0,0.0,60000.0,1897.2696753456385,0.0,100.0,-61897.26967534563,1572.8211220686103
5,25.0,12.5,60000.0,0.0,8.25,75.0,-60000.0,-5745.601867056715
6,50.0,0.0,60000.0,60045.0,0.0,100.0,-120045.0,50930.62898214401
6,0.0,50.0,45000.0,60045.0,16.5,100.0,-105045.0,45591.85288362019
6,0.518534745100574,50.0,60000.0,44038.20977334658,0.0,0.0,-104038.20977334658,34607.77768937892
6,0.0,0.0,60000.0,34864.14957242343,0.0,100.0,-94864.14957242343,28099.7145000664
6,0.0,0.0,60000.0,30202.37411124881,0.0,100.0,-90202.3741112488,26224.12867266057
6,39.238437247015526,50.0,60000.0,27860.604096219275,0.0,100.0,-87860.60409621923,24033.144009367792
6,0.0,30.023032929528213,60000.0,24072.33846826632,3.9351207926657428,100.0,-84072.33846826632,21233.49743931639
6,0.0,50.0,60000.0,20869.49052278106,33.0,100.0,-80869.49052278105,16405.975024480063
6,20.590711161215516,25.080576392534017,60000.0,17632.75872049807,0.0,100.0,-77632.75872049805,12549.824587011883
6,0.0,18.430539209069966,60000.0,15826.797318761262,0.0,37.82238509660482,-75826.79731876127,9079.115153198305
6,0.0,0.0,60000.0,1897.2696753456385,0.0,100.0,-61897.26967534563,1572.8211220686103
6,25.0,12.5,60000.0,0.0,8.25,75.0,-60000.0,-5745.601867056715
7,50.0,0.0,60000.0,60045.0,0.0,100.0,-120045.0,50930.62898214401
7,0.0,50.0,60000.0,51151.53959047643,33.0,0.0,-111151.53959047646,47166.662538438606
7,0.0,50.0,45000.0,60045.0,16.5,100.0,-105045.0,45591.85288362019
7,0.518534745100574,50.0,60000.0,44038.20977334658,0.0,0.0,-104038.20977334658,34607.77768937892
7,0.0,0.0,60000.0,34864.14957242343,0.0,100.0,-94864.14957242343,28099.7145000664
7,0.0,0.0,60000.0,30202.37411124881,0.0,100.0,-90202.3741112488,26224.12867266057
7,39.238437247015526,50.0,60000.0,27860.604096219275,0.0,100.0,-87860.60409621923,24033.144009367792
7,0.0,50.0,60000.0,26135.427678531494,33.0,39.18627848283498,-86135.4276785315,23065.88851486367
7,0.0,30.023032929528213,60000.0,24072.33846826632,3.9351207926657428,100.0,-84072.33846826632,21233.49743931639
7,0.0,50.0,60000.0,20869.49052278106,33.0,100.0,-80869.49052278105,16405.975024480063
7,20.590711161215516,25.080576392534017,60000.0,17632.75872049807,0.0,100.0,-77632.75872049805,12549.824587011883
7,0.0,18.430539209069966,60000.0,15826.797318761262,0.0,37.82238509660482,-75826.79731876127,9079.115153198305
7,0.0,0.0,60000.0,1897.2696753456385,0.0,100.0,-61897.26967534563,1572.8211220686103
7,25.0,12.5,60000.0,0.0,8.25,75.0,-60000.0,-5745.601867056715
8,50.0,0.0,60000.0,60045.0,0.0,100.0,-120045.0,50930.62898214401
8,0.0,50.0,60000.0,51151.53959047643,33.0,0.0,-111151.53959047646,47166.662538438606
8,0.0,50.0,45000.0,60045.0,16.5,100.0,-105045.0,45591.85288362019
8,0.518534745100574,50.0,60000.0,44038.20977334658,0.0,0.0,-104038.20977334658,34607.77768937892
8,0.0,0.0,60000.0,34864.14957242343,0.0,100.0,-94864.14957242343,28099.7145000664
8,0.0,0.0,60000.0,30202.37411124881,0.0,100.0,-90202.3741112488,26224.12867266057
8,39.238437247015526,50.0,60000.0,27860.604096219275,0.0,100.0,-87860.60409621923,24033.144009367792
8,0.0,50.0,60000.0,26135.427678531494,33.0,39.18627848283498,-86135.4276785315,23065.88851486367
8,0.0,30.023032929528213,60000.0,24072.33846826632,3.9351207926657428,100.0,-84072.33846826632,21233.49743931639
8,0.0,50.0,60000.0,20869.49052278106,33.0,100.0,-80869.49052278105,16405.975024480063
8,0.0,7.747889764967314,60000.0,17753.940188467157,0.0,8.59527611857103,-77753.94018846714,13046.57928912884
8,20.590711161215516,25.080576392534017,60000.0,17632.75872049807,0.0,100.0,-77632.75872049805,12549.824587011883
8,0.0,18.430539209069966,60000.0,15826.797318761262,0.0,37.82238509660482,-75826.79731876127,9079.115153198305
8,23.80450307324717,50.0,60000.0,5411.187156336412,33.0,100.0,-65411.18715633639,1804.1354674985298
8,0.0,0.0,60000.0,1897.2696753456385,0.0,100.0,-61897.26967534563,1572.8211220686103
8,25.0,12.5,60000.0,0.0,8.25,75.0,-60000.0,-5745.601867056715
9,50.0,0.0,60000.0,60045.0,0.0,100.0,-120045.0,50930.62898214401
9,0.0,50.0,60000.0,51151.53959047643,33.0,0.0,-111151.53959047646,47166.662538438606
9,0.0,50.0,45000.0,60045.0,16.5,100.0,-105045.0,45591.85288362019
9,0.518534745100574,50.0,60000.0,44038.20977334658,0.0,0.0,-104038.20977334658,34607.77768937892
9,0.0,0.0,60000.0,34864.14957242343,0.0,100.0,-94864.14957242343,28099.7145000664
9,0.0,0.0,60000.0,30202.37411124881,0.0,100.0,-90202.3741112488,26224.12867266057
9,39.238437247015526,50.0,60000.0,27860.604096219275,0.0,100.0,-87860.60409621923,24033.144009367792
9,0.0,50.0,60000.0,26135.427678531494,33.0,39.18627848283498,-86135.4276785315,23065.88851486367
9,0.0,30.023032929528213,60000.0,24072.33846826632,3.9351207926657428,100.0,-84072.33846826632,21233.49743931639
9,0.0,50.0,60000.0,20869.49052278106,33.0,100.0,-80869.49052278105,16405.975024480063
9,0.0,7.747889764967314,60000.0,17753.940188467157,0.0,8.59527611857103,-77753.94018846714,13046.57928912884
9,20.590711161215516,25.080576392534017,60000.0,17632.75872049807,0.0,100.0,-77632.75872049805,12549.824587011883
9,0.0,18.430539209069966,60000.0,15826.797318761262,0.0,37.82238509660482,-75826.79731876127,9079.115153198305
9,23.80450307324717,50.0,60000.0,5411.187156336412,33.0,100.0,-65411.18715633639,1804.1354674985298
9,0.0,0.0,60000.0,1897.2696753456385,0.0,100.0,-61897.26967534563,1572.8211220686103
9,25.0,12.5,60000.0,0.0,8.25,75.0,-60000.0,-5745.601867056715
10,50.0,0.0,60000.0,60045.0,0.0,100.0,-120045.0,50930.62898214401
10,0.0,50.0,60000.0,51151.53959047643,33.0,0.0,-111151.53959047646,47166.662538438606
10,0.0,50.0,60000.0,45929.81937866368,0.0,0.0,-105929.81937866368,36742.88603716977
10,0.518534745100574,50.0,60000.0,44038.20977334658,0.0,0.0,-104038.20977334658,34607.77768937892
10,0.0,0.0,60000.0,34864.14957242343,0.0,100.0,-94864.14957242343,28099.7145000664
10,0.0,0.0,60000.0,30202.37411124881,0.0,100.0,-90202.3741112488,26224.12867266057
