iterID,x1,x2,x3,x4,x5,x6,ParetoFamily,Pareto_f1,Pareto_f2
1,0.0,50.0,60000.0,75.68243777174452,33.0,100.0,1,-79763.50796787818,-5667.80455163744
1,0.0,50.0,60000.0,555.5393577266354,33.0,100.0,1,-79997.98443297586,-5327.750344059612
1,0.0,50.0,60000.0,999.2092176810618,33.0,100.0,1,-80215.27542741614,-5001.021500492461
1,0.0,50.0,60000.0,1453.765477728874,33.0,100.0,1,-80438.37943555121,-4653.959739541009
1,0.0,50.0,60000.0,1880.6559252412085,33.0,100.0,19,-80648.33574242238,-4316.644460209907
1,0.0,50.0,60000.0,2274.405619358351,33.0,100.0,19,-80842.352401106,-3995.7317807927247
1,0.0,50.0,60000.0,2677.3945047546886,33.0,100.0,19,-81041.26918271033,-3657.560333051002
1,0.0,50.0,50100.88234986127,3089.229289839274,33.0,100.0,19,-81234.29609140723,-3322.4282383618774
1,0.0,50.0,60000.0,3380.0969850054043,33.0,100.0,19,-81388.93682516066,-3044.345081086536
1,0.0,50.0,60000.0,3788.9997486566613,33.0,100.0,6,-81591.70131031524,-2673.764251735156
1,0.0,50.0,60000.0,4106.209940358028,33.0,100.0,6,-81749.22048046452,-2379.330732837483
1,0.0,50.0,60000.0,4458.233566912671,33.0,100.0,6,-81924.24820873718,-2045.4908431262957
1,0.0,50.0,60000.0,4799.911601913616,33.0,100.0,6,-82094.34799723439,-1714.3474376519116
1,0.0,50.0,59985.731625129185,5143.146560682648,33.0,100.0,40,-82265.4161935926,-1374.6964044237902
1,0.0,50.0,54952.40423373553,5470.692032090714,33.0,100.0,40,-82423.68299851092,-1055.1187321587568
1,0.0,50.0,55430.990044475155,5785.831380087305,33.0,100.0,40,-82581.62513249308,-729.9480332826097
1,0.0,50.0,52908.81336818784,6101.896985043616,33.0,100.0,40,-82736.98621311798,-404.4508302386748
1,0.0,50.0,56147.76754188934,6257.815271219908,33.0,100.0,40,-82818.46293486452,-231.96827358842347
1,0.0,50.0,56409.02334217821,6429.847079760416,33.0,100.0,40,-82904.87001238241,-47.20872662026886
1,0.0,50.0,56819.94122718891,6700.428428928042,33.0,100.0,40,-83040.86238850438,246.88547160041344
1,0.0,50.0,57264.80715109444,6993.363894333567,33.0,100.0,40,-83188.20543930384,570.0654897362983
1,0.0,50.0,57729.07521578816,7299.075288027221,33.0,100.0,40,-83342.09823004415,912.612640944717
1,0.0,50.0,58143.428965908555,7571.919086824942,33.0,100.0,40,-83479.54831981965,1222.8443804812123
1,0.0,50.0,60000.0,7864.149114263047,33.0,100.0,40,-83628.26742864755,1563.0608507550605
1,0.0,50.0,59015.92772545458,8146.4423677935965,33.0,100.0,40,-83769.27491869201,1889.855685714021
1,0.0,50.0,59489.778128268335,8458.463542762975,33.0,100.0,40,-83926.78512949581,2259.8286907927904
1,0.0,50.0,59909.655975114765,8734.944850658218,33.0,100.0,40,-84066.44360282627,2592.1411634230535
1,0.0,50.0,60000.0,8995.968579493567,33.0,100.0,1,-84198.07003867105,2908.9773722721693
1,0.0,50.0,60000.0,9259.074107838647,33.0,100.0,1,-84330.72979037999,3231.8354432287488
1,0.0,50.0,58685.15270614376,9538.871043715562,33.0,100.0,1,-84470.59514963246,3576.1290317877465
1,0.0,50.0,60000.0,9824.983507603372,33.0,100.0,1,-84616.2964197304,3938.677737904669
1,0.0,50.0,60000.0,10090.865834324051,33.0,100.0,1,-84750.5663364914,4276.52382488599
1,0.0,50.0,60000.0,10387.3107401289,33.0,100.0,1,-84900.34116126812,4657.453307311112
1,0.0,50.0,60000.0,10647.223427134275,33.0,100.0,1,-85031.71643687361,4995.067917630367
1,0.0,50.0,60000.0,10930.09313376002,33.0,100.0,1,-85174.75304676601,5366.29092700392
1,0.0,50.0,60000.0,11184.7551130404,33.0,100.0,1,-85303.57396915257,5703.815831059779
1,0.0,50.0,60000.0,11472.208329602561,33.0,100.0,1,-85449.03291638596,6088.51078813323
1,0.0,50.0,60000.0,11738.17102688598,33.0,100.0,1,-85583.6611469387,6447.880304025686
1,0.0,50.0,60000.0,12026.011144901568,33.0,100.0,1,-85729.40708067673,6840.450465300026
1,0.0,50.0,60000.0,12306.758899787263,33.0,100.0,18,-85871.60124682146,7226.90921461648
1,0.0,50.0,60000.0,12576.202943999984,33.0,100.0,18,-86008.10294186868,7601.034399429147
1,0.0,50.0,60000.0,12866.59815355501,33.0,100.0,18,-86155.25010165272,8007.695568671326
1,0.0,50.0,60000.0,13164.852863818232,33.0,100.0,16,-86306.4089939073,8428.976410343017
1,0.0,50.0,60000.0,13444.405314529598,33.0,100.0,16,-86448.11175887441,8827.061265401066
1,0.0,50.0,51616.369621763515,13750.359930516726,33.0,100.0,66,-86594.82484356214,9246.490681978918
1,0.0,50.0,60000.0,14023.798614352634,33.0,100.0,66,-86741.85174299011,9661.59638753087
1,0.0,50.0,60000.0,14322.109811791495,33.0,100.0,66,-86893.10584208,10096.008692964642
1,0.0,50.0,44408.074488715116,14680.412729639218,33.0,100.0,66,-87058.38392898734,10585.654019699123
1,0.0,50.0,60000.0,14960.943522099971,33.0,100.0,26,-87217.02521967512,11036.34513159304
1,0.0,50.0,60000.0,15301.693714383997,33.0,100.0,26,-87389.79269095004,11543.121404823212
1,0.0,50.0,60000.0,15571.150035453004,33.0,100.0,26,-87526.40132977156,11946.233451921087
1,0.0,50.0,60000.0,15901.349753821605,33.0,100.0,26,-87693.78571621052,12442.881389350587
1,0.0,50.0,32139.059400422593,16263.426689906531,33.0,100.0,66,-87845.45431219936,12927.202961978242
1,0.0,50.0,29517.53450641676,16601.66985568106,33.0,100.0,66,-88013.23241634725,13435.78112934429
1,0.0,50.0,26820.16654837694,16949.698699302688,33.0,100.0,66,-88185.69586178998,13961.503715360512
1,0.0,50.0,60000.0,17245.263579040686,33.0,100.0,66,-88374.66810572628,14489.8361187994
1,0.0,50.0,20985.74797896204,17702.486594578804,33.0,100.0,66,-88558.09832150905,15105.659610684257
1,0.0,50.0,18331.374854804864,18044.96801473035,33.0,100.0,66,-88727.21132264056,15628.705974457991
1,0.0,50.0,59721.780732926345,18344.148392729516,33.0,100.0,66,-88930.46184389037,16185.025660819774
1,0.0,50.0,60000.0,18738.26408821699,33.0,100.0,66,-89129.9266125491,16796.74286400727
1,0.0,50.0,9229.709066124899,19219.31362450276,33.0,100.0,66,-89305.43066859778,17428.982638609596
1,0.0,50.0,5993.196951979198,19636.905731317907,33.0,100.0,66,-89510.36753837959,18070.002608552313
1,0.0,50.0,861.8827624257164,20155.889379112166,33.0,100.0,119,-89762.39985315315,18863.438651208326
1,0.0,50.0,2354.964763964278,20524.8552163438,33.0,100.0,119,-89951.09527719262,19438.01769574008
1,0.0,50.0,60000.0,20869.49052278106,33.0,100.0,119,-90204.60340665306,20102.570467544632
1,0.0,50.0,6342.682138295443,21510.28768297798,33.0,100.0,119,-90454.08106847694,20966.062287432942
1,0.0,50.0,8049.435786174546,21932.055401019552,33.0,100.0,119,-90668.88286097422,21615.763707150283
1,0.0,50.0,60000.0,22341.76083416531,33.0,100.0,119,-90943.68336970509,22360.141893393928
1,0.0,50.0,12416.649301216372,23011.267788072833,33.0,100.0,119,-91217.05276221839,23261.151704172495
