step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.4249158413354142,1185.732558368188,1689.5691060059996,20.0,0.2461531162261963
2,X1X2X3X4,0.16515800266103553,1689.5691060059996,1968.614964911742,20.0,0.2558019161224365
3,X1X2X3X4,0.011086485729993944,1968.614964911742,1990.4399866280885,20.0,0.24306607246398926
4,X1X2X3X4,0.008490594888724985,1990.4399866280885,2007.3400062048668,20.0,0.2654750347137451
5,X1X2X3X4,0.001916428841799997,2007.3400062048668,2011.1869304880568,20.0,0.3005847930908203
6,X1X2X3X4,0.0028681948060231633,2011.1869304880568,2016.9554063960243,20.0,0.25666189193725586
7,X1X2X3X4,0.014609093628213627,2016.9554063960243,2046.4212967719955,20.0,0.5385730266571045
8,X1X2X3X4,0.021247019124082302,2046.4212967719955,2089.9016492004394,20.0,0.6589770317077637
9,X1X2X3X4,0.004030781868685623,2089.9016492004394,2098.3255868753727,20.0,0.5054020881652832
10,X1X2X3X4,0.0034975324561000113,2098.3255868753727,2105.6645487189344,20.0,0.3671388626098633
