f1,f2
0.2911098274339245,6.091109827435372
0.2911304850125506,6.089628983512607
0.2911511434549857,6.0881481404508415
0.2911718027612632,6.086667298257704
0.29119246293127155,6.085186456926288
0.2912131239650003,6.083705616458479
0.2912337858623097,6.0822247768523425
0.29125444862315114,6.0807439381115245
0.29127511224760433,6.079263100234784
0.2912957767355913,6.077782263222518
0.2913164420868867,6.076301427070972
0.2913371083016721,6.074820591784489
0.2913577753797278,6.073339757362445
0.29137844332096896,6.071858923802095
0.2913991121255759,6.070378091105765
0.2914197817934411,6.068897259270332
0.29144045232438354,6.067416428299158
0.29146112371835553,6.065935598191966
0.2914817959754052,6.06445476894975
0.2915024690954263,6.062973940568413
0.29152314307839144,6.061493113047733
0.29154381792428874,6.060012286392185
0.29156449363291265,6.058531460599649
0.2915851702044705,6.057050635668957
0.2916058476386449,6.055569811601941
0.2916265259355385,6.054088988399131
0.2916472050951621,6.052608166056933
0.2916678851173549,6.051127344575554
0.2916885660020243,6.049646523961149
0.29170924774920526,6.048165704205197
0.29172993035895906,6.046684885312213
0.29175061383098977,6.045204067283104
0.2917712981652886,6.04372325011885
0.2917919833620181,6.04224243381182
0.2918126694209057,6.040761618371051
0.2918333563420649,6.039280803788426
0.2918540441252596,6.037799990072237
0.2918747327706718,6.0363191772140095
0.2918954222781012,6.034838365221952
0.2919161126474236,6.033357554087855
0.29193680387879994,6.031876743820116
0.29195749597205006,6.030395934409572
0.29197818892722016,6.028915125863603
0.2919988827440118,6.02743431818043
0.29201957742269924,6.025953511357751
0.2920402729629735,6.024472705394547
0.292060969365011,6.022991900295893
0.2920816666285964,6.021511096056696
0.2921023647536552,6.020030292682233
0.2921230637402934,6.018549490167035
0.292143763588356,6.017068688512215
0.29216446429788173,6.015587887720935
0.2921851658687273,6.014107087789099
0.2922058683007303,6.0126262887207345
0.29222657159413623,6.011145490512747
0.2922472757486598,6.0096646931652185
0.2922679807643668,6.008183896679933
0.29228868664127444,6.006703101055
0.29230939337909784,6.005222306290467
0.29233010097790063,6.003741512388398
0.292350809437721,6.002260719346431
0.29237151875846296,6.000779927167902
0.2923922289399873,5.999299135846417
0.2924129399822639,5.997818345386392
0.2924336518854015,5.996337555790727
0.2924543646491126,5.9948567670509245
0.2924750782735852,5.993375979174719
0.29249579275860205,5.991895192157367
0.2925165081042016,5.990414406003602
0.2925372243103065,5.98893362070568
0.292557941376801,5.987452836271056
0.29257865930370175,5.985972052696299
0.2925993780909571,5.9844912699840815
0.2926200977385632,5.98301048812769
0.2926408182464234,5.981529707134334
0.2926615396143989,5.980048927000266
0.29268226184244084,5.978568147729272
0.29270298493069424,5.977087369314228
0.2927237088789954,5.9756065917612595
0.2927444336873709,5.974125815068082
0.2927651593554794,5.972645039234111
0.2927858858837076,5.9711642642632015
0.2928066132716306,5.969683490147974
0.2928273415194181,5.968202716895988
0.2928480706268622,5.9667219445017805
0.2928688005940783,5.965241172967518
0.2928895314208909,5.9637604022922
0.2929102631073576,5.962279632476572
0.2929309956533284,5.9607988635199
0.29295172905871536,5.959318095425254
0.2929724633236244,5.95783732818947
0.29299319844797866,5.956356561810112
0.29301393443161805,5.954875796292694
0.293034671274505,5.953395031634209
0.2930554089766622,5.95191426783464
0.2930761475380079,5.950433504896705
0.293096886958508,5.948952742815414
0.29311762723805995,5.94747198159178
0.2931383683766912,5.9459912212279935
0.29315911037425824,5.944510461726067
0.29317985323074647,5.943029703079532
0.2932005969461293,5.941548945294895
0.29322134152032453,5.940068188368783
0.2932420869533733,5.93858743229806
0.2932628332451181,5.937106677089416
0.2932835803956783,5.935625922737081
0.29330432840470105,5.93414516924532
0.29332507727228757,5.932664416612387
0.29334582699856554,5.93118366483556
0.293366577583159,5.929702913919747
0.29338732902625475,5.928222163862211
0.2934080813277964,5.926741414660182
0.2934288344875862,5.925260666319755
0.29344958850561687,5.923779918835554
0.29347034338194905,5.92229917221115
0.293491099116478,5.920818426442967
0.2935118557089859,5.919337681536303
0.293532613159671,5.917856937484931
0.2935533714684125,5.916376194290959
0.2935741306350787,5.914895451955498
0.2935948906597029,5.913414710478307
0.2936156515420779,5.9119339698595015
0.29363641328244716,5.910453230098963
0.29365717588049595,5.908972491196866
0.2936779393362479,5.907491753148958
0.2936987036496346,5.906011015962475
0.2937194688206862,5.904530279630937
0.2937402348493385,5.903049544160063
0.29376100173552405,5.901568809544365
0.2937817694790894,5.9000880757865914
0.2938025380800709,5.898607342883951
0.29382330753845304,5.897126610841943
0.2938440778540773,5.895645879654801
0.29386484902712734,5.8941651493280895
0.29388562105718063,5.892684419857188
0.2939063939444838,5.89120369124268
0.2939271676890062,5.889722963483837
0.293947942290414,5.888242236585533
0.2939687177489387,5.886761510541083
0.29398949406429115,5.885280785354939
0.2940102712367066,5.8838000610266805
0.2940310492658662,5.882319337555423
0.29405182815177966,5.880838614939296
0.29407260789457534,5.8793578931799795
0.2940933884939688,5.877877172278701
0.2941141699501115,5.876396452231432
0.2941349522626946,5.8749157330442285
0.29415573543200396,5.8734350147117755
0.2941765194577388,5.871954297234151
0.29419730433983143,5.870473580616698
0.2942180900783253,5.868992864852801
0.2942388766732601,5.867512149947166
0.2942596641244801,5.866031435895027
0.2942804524318466,5.864550722703085
0.29430124159538057,5.863070010365639
0.29432203161513887,5.861589298881979
0.2943428224909178,5.860108588256211
0.2943636142227957,5.858627878486392
0.294384406810579,5.857147169574264
0.29440520025442923,5.855666461516624
0.29442599455400226,5.85418575431492
0.29444678970954435,5.852705047967896
0.29446758572067744,5.851224342477507
0.2944883825876253,5.849743637843766
0.2945091803103399,5.848262934064745
0.29452997888851434,5.8467822311415265
0.29455077832243626,5.845301529072578
0.2945715786117845,5.843820827860431
0.29459237975652536,5.842340127505126
0.29461318175675716,5.840859428003998
0.29463398461241813,5.839378729355525
0.2946547883233132,5.837898031567819
0.29467559288939,5.836417334632449
0.294696398310852,5.834936638551754
0.29471720458738376,5.833455943327352
0.29473801171892855,5.831975248955523
0.2947588197057182,5.830494555440996
0.29477962854740414,5.829013862780126
0.2948004382440817,5.827533170975707
0.29482124879554333,5.8260524800276015
0.2948420602019725,5.8245717899320075
0.294862872463148,5.823091100690752
0.29488368557908057,5.821610412305747
0.2949044995497983,5.8201297247740715
0.2949253143750567,5.818649038098039
0.29494613005495857,5.817168352276111
0.29496694658929146,5.815687667309371
0.2949877639781906,5.814206983196131
0.295008582221578,5.8127262999401355
0.2950294013192976,5.811245617536354
0.2950502212712883,5.809764935984788
0.29507104207765933,5.808284255290444
0.29509186373827695,5.8068035754492735
0.2951126862529779,5.805322896463525
0.29513350962179363,5.803842218330803
0.29515433384479284,5.80236154105099
0.29517515892167345,5.80088086462677
0.29519598485269555,5.79940018905629
0.29521681163748265,5.797919514341145
0.2952376392762174,5.796438840478177
0.29525846776869247,5.794958167469175
0.2952792971150279,5.7934774953120325
0.29530012731496275,5.791996824011043
0.29532095836869937,5.790516153565245
0.2953417902759002,5.789035483969233
0.29536262303678207,5.787554815229547
0.2953834566510597,5.786074147341454
0.29540429111879596,5.784593480306525
0.29542512644002333,5.7831128141265795
0.2954459626145223,5.781632148799478
0.2954667996423365,5.780151484328381
0.29548763752339685,5.778670820706006
0.2955084762576593,5.777190157939814
0.29552931584509623,5.77570949602523
0.2955501562855715,5.774228834963484
0.29557099757904387,5.7727481747568765
0.2955918397256009,5.771267515401872
0.2956126827249727,5.769786856899635
0.29563352657729675,5.76830619925021
0.2956543712824624,5.766825542452502
0.295675216840337,5.765344886509515
0.2956960632509749,5.763864231419544
0.29571691051432886,5.7623835771810255
0.2957377586302482,5.760902923794275
0.2957586075987206,5.759422271263386
0.2957794574197898,5.757941619580871
0.29580030809317104,5.756460968754223
0.29582115961909056,5.754980318779005
0.29584201199728744,5.753499669655737
0.29586286522784433,5.752019021383635
0.295883719310643,5.750538373964311
0.29590457424561895,5.749057727399727
0.2959254300327671,5.747577081683495
0.29594628667201517,5.746096436821997
0.29596714416327163,5.744615792812931
0.29598800250656937,5.743135149654495
0.29600886170188406,5.74165450734849
0.29602972174900705,5.740173865893825
0.29605058264784395,5.738693225291587
0.2960714443985696,5.737212585539956
0.296092307001018,5.73573194663963
0.29611317045513774,5.734251308594791
0.2961340347610142,5.732770671398216
0.29615489991829175,5.7312900350521625
0.29617576592714817,5.729809399561572
0.29619663278750463,5.728328764918966
0.2962175004991338,5.726848131130962
0.2962383690623549,5.725367498191215
0.2962592384766705,5.72388686610585
0.2962801087423917,5.722406234868678
0.2963009798592228,5.720925604482712
0.296321851827237,5.719444974950938
0.29634272464637323,5.717964346267532
0.29636359831651427,5.716483718437454
0.2963844728378326,5.715003091456312
0.2964053482099442,5.713522465326382
0.2964262244328565,5.712041840049764
0.29644710150672127,5.710561215621301
0.2964679794313366,5.709080592044794
0.29648885820676496,5.707599969318442
0.29650973783281853,5.706119347443321
0.29653061830947114,5.704638726418277
0.29655149963673405,5.703158106242145
0.2965723818145562,5.701677486919031
0.2965932648427329,5.700196868447287
0.29661414872137576,5.698716250823153
0.2966350334504545,5.697235634050109
0.29665591902979777,5.695755018130246
0.2966768054593577,5.6942744030582
0.29669769273915175,5.692793788834199
0.2967185808691631,5.6913131754631054
0.29673946984924454,5.689832562942899
0.29676035967937187,5.688351951270411
0.2967812503593749,5.686871340448995
0.2968021418895025,5.685390730477379
0.29682303426942896,5.683910121355838
0.29684392749914706,5.682429513085873
0.2968648215787574,5.680948905661847
0.2968857165079858,5.679468299089596
0.2969066122869145,5.677987693367116
0.29692750891551645,5.676507088494383
0.29694840639376513,5.6750264844724665
0.2969693047214876,5.673545881298188
0.2969902038985605,5.672065278973607
