iterID,x1,x2,x3,x4,x5,x6,x7,x8,ParetoFamily,Pareto_f1,Pareto_f2
1,-2.0,4.87065609903077,5.0,-4.0,5.0,0.0,0.0,0.0,5,47.68429940283589,2.045676020988914
1,-2.0,4.722701068616041,5.0,-4.0,5.0,0.0,0.0,0.0,5,44.872141332601586,2.4623812613882023
1,-2.0,4.591402928569192,5.0,-4.0,5.0,0.0,0.0,0.0,5,42.37770743766569,2.853093100336622
1,-2.0,4.4780628352942795,5.0,-4.0,5.0,0.0,0.0,0.0,5,40.24940019276193,3.2060672460816377
1,-2.0,4.378131798944276,5.0,-4.0,5.0,0.0,0.0,0.0,5,38.40622654775753,3.5292416045208697
1,-2.0,4.2837037483763165,5.0,-4.0,5.0,0.0,0.0,0.0,25,36.70169781301599,3.8448151156386032
1,-2.0,4.202185134584344,5.0,-4.0,5.0,0.0,0.0,0.0,25,35.26318273578342,4.125128894427043
1,-2.0,4.128475240861213,5.0,-4.0,5.0,0.0,0.0,0.0,25,33.990286141416114,4.3848101723871125
1,-2.0,4.048168369678749,5.0,-4.0,5.0,0.0,0.0,0.0,23,32.63396217452259,4.674376565959395
1,-2.0,3.97934395788214,5.0,-4.0,5.0,0.0,0.0,0.0,23,31.496676139677845,4.927985851319111
1,-2.0,3.916698422596421,5.0,-4.0,5.0,0.0,0.0,0.0,23,30.48135193693857,5.163141045593015
1,-2.0,3.857814678158248,5.0,-4.0,5.0,0.0,0.0,0.0,9,29.544084275666457,5.3878777137532445
1,-2.0,3.795736317739328,5.0,-4.0,5.0,0.0,0.0,0.0,9,28.573880899733705,5.6286422446814655
1,-2.0,3.740293703651942,5.0,-4.0,5.0,0.0,0.0,0.0,9,27.723067297006907,5.846954972761182
1,-2.0,3.6881158838565486,5.0,-4.0,5.0,0.0,0.0,0.0,9,26.936101296177306,6.0552047724624956
1,-2.0,3.640727429367094,5.0,-4.0,5.0,0.0,0.0,0.0,9,26.233169274101716,6.246655694772745
1,-2.0,3.5885683267056283,5.0,-4.0,5.0,0.0,0.0,0.0,32,25.472774695893186,6.4598952706936466
1,-2.0,3.5463884893631166,5.0,-4.0,5.0,0.0,0.0,0.0,32,24.86830135953283,6.634239503785519
1,-2.0,3.498706878712504,5.0,-4.0,5.0,0.0,0.0,0.0,32,24.196490439790523,6.83334511583347
1,-2.0,3.4550278880123657,5.0,-4.0,5.0,0.0,0.0,0.0,32,23.592012104302622,7.017593572382374
1,-2.0,3.4209311542719845,5.0,-4.0,5.0,0.0,0.0,0.0,32,23.12753544203694,7.162639539536293
1,-2.0,3.370855672106305,5.0,-3.9940544814101595,5.0,0.0,0.0,0.0,48,22.4574025900492,7.377606932733613
1,-2.0,3.3338623556567755,5.0,-3.963547989416239,5.0,0.0,0.0,0.0,48,21.97191068625233,7.53802892717308
1,-2.0,3.290899246770966,5.0,-3.928118515580146,5.0,0.0,0.0,0.0,48,21.417829257414382,7.725852638786396
1,-2.0,3.2582984336176537,5.0,-3.9012342959180972,5.0,0.0,0.0,0.0,48,21.00439891586509,7.869445784598533
1,-2.0,3.2190139121386787,5.0,-3.8688383645714604,5.0,0.0,0.0,0.0,48,20.51423439902187,8.043687805095924
1,-2.0,3.179514042059127,5.0,-3.8362648462715603,5.0,0.0,0.0,0.0,48,20.03018106395701,8.220199154494072
1,-2.0,3.142329003156906,5.0,-4.0,5.0,0.0,0.0,0.0,13,19.581026520690767,8.386215848445204
1,-2.0,3.1099840454047083,5.0,-4.0,5.0,0.0,0.0,0.0,13,19.197890961694156,8.532517924299405
1,-2.0,3.073467193616155,5.0,-4.0,5.0,0.0,0.0,0.0,13,18.772261692395173,8.698703208824579
1,-2.0,3.041333140928576,5.0,-3.8521183441724456,5.0,0.0,0.0,0.0,55,18.404236870540657,8.846838280382325
1,-2.0,3.0051871412518842,5.0,-3.8226098408644735,5.0,0.0,0.0,0.0,55,17.996060989868276,9.013493431588607
1,-2.0,2.9721082483295875,5.0,-3.795605230950446,5.0,0.0,0.0,0.0,55,17.628383066354083,9.166889393075564
1,-2.0,2.937791911536273,5.0,-3.7675904092041828,5.0,0.0,0.0,0.0,55,17.252719348203414,9.326899972143497
1,-2.0,2.9058175624116505,5.0,-4.0,5.0,0.0,0.0,0.0,55,16.908084268501256,9.474971380316827
1,-2.0,2.8735598138587255,5.0,-3.7151532630815347,5.0,0.0,0.0,0.0,55,16.56478650627575,9.628748776555014
1,-2.0,2.841679039042461,5.0,-3.6891267606319955,5.0,0.0,0.0,0.0,55,16.230425200201505,9.779678435955844
1,-2.0,2.808659255379501,5.0,-4.0,5.0,0.0,0.0,0.0,72,15.890255342663423,9.934372478295135
1,-2.0,2.7787917089898793,5.0,-3.918494310910539,5.0,0.0,0.0,0.0,72,15.585371824047268,10.077501152034852
1,-2.0,2.7477699477448354,5.0,-3.8939234436813037,5.0,0.0,0.0,0.0,72,15.272893203274482,10.226389283010764
1,-2.0,2.717986863047419,5.0,-3.870333673455276,5.0,0.0,0.0,0.0,72,14.976554344912286,10.369941371693443
1,-2.0,2.690545482977809,5.0,-3.848598656511804,5.0,0.0,0.0,0.0,72,14.706601642136548,10.502725528472343
1,-2.0,2.659526465062107,5.0,-3.824029962143758,5.0,0.0,0.0,0.0,72,14.40492094354559,10.653409846771691
1,-2.0,2.6236702224736193,5.0,-3.7956299313066393,5.0,0.0,0.0,0.0,72,14.06065222286238,10.828355613052796
1,-2.0,2.5911553078978256,5.0,-4.0,5.0,0.0,0.0,0.0,72,13.754897320308,10.986056483273618
1,-2.0,2.5612957646353807,5.0,-3.4829567764498455,5.0,0.0,0.0,0.0,72,13.469846180730753,11.136507243776428
1,-2.0,2.5319828024189075,5.0,-3.723008670155151,5.0,0.0,0.0,0.0,72,13.201180268414227,11.279302898508714
1,-2.0,2.5022681352365983,5.0,-3.6994730902011255,5.0,0.0,0.0,0.0,72,12.928853583912808,11.426519474628055
1,-2.0,2.4705439709770634,5.0,-3.539703246582041,5.0,0.0,0.0,0.0,88,12.639582436545208,11.585237984404863
1,-2.0,2.442390175533577,5.0,-4.0,5.0,0.0,0.0,0.0,88,12.394032498071347,11.722196561443027
1,-2.0,2.414208350347987,5.0,-1.219376422721424,5.0,0.0,0.0,0.0,88,12.105407551295412,11.885427446741001
1,-2.0,2.3793524760555504,5.0,-4.0,5.0,0.0,0.0,0.0,88,11.83993052630289,12.037858168373901
1,-2.0,2.352176734034968,5.0,-4.0,5.0,0.0,0.0,0.0,88,11.605163157375049,12.174584639754027
1,-2.0,2.331904633437481,5.0,-1.5602807807980934,5.0,0.0,0.0,0.0,132,11.392504642378844,12.29617487637556
1,-2.0,2.288657676636406,5.0,-1.5254613083406832,5.0,0.0,0.0,0.0,132,11.0243011479663,12.515272534832775
1,-2.0,2.268485679488545,5.0,-0.32897518321439545,5.0,0.0,0.0,0.0,124,10.835759168095489,12.628591120874034
1,-2.0,2.2510427051952693,5.0,0.7745953034632969,5.0,0.0,0.0,0.0,124,10.672871785782204,12.7281820078509
1,-2.0,2.221988743738404,5.0,0.7890098323705077,5.0,0.0,0.0,0.0,124,10.432031169891555,12.876298708831023
1,-2.0,2.195430347308403,5.0,0.8021862377167377,5.0,0.0,0.0,0.0,124,10.214626299485431,13.012025988365007
1,-2.0,2.1572549037708137,5.0,-1.4196648415125916,5.0,0.0,0.0,0.0,132,9.946495996436953,13.186354713645066
1,-2.0,2.125150830837067,5.0,-1.3938168520591576,5.0,0.0,0.0,0.0,132,9.693049818834272,13.351461592950635
1,-1.885324945586596,2.114332670383327,5.0,2.6944869359238206,4.126195533174603,0.0,0.4865008646484708,0.0,132,9.463169164157705,13.49666028631577
1,-1.8230985225594827,2.0846618691389405,5.0,3.0517463455276834,3.7327837776618757,0.0,0.5860287890866469,0.0,132,9.195074373016023,13.673562072412327
1,-1.7712420638801467,2.044048361867951,5.0,2.9937348850213903,4.3952412610712726,0.0,0.0015182003449876885,0.0,132,8.932019007570194,13.848310336202967
1,-2.0,1.9909183406897806,5.0,-1.285742091676091,5.0,0.0,0.0,0.0,132,8.679571636064514,14.046202092147055
1,-2.0,1.9501877072918061,5.0,-1.2529485895969255,5.0,0.0,0.0,0.0,132,8.387902871274798,14.258305094165838
1,-1.5712418182356078,1.948405051019407,5.0,4.473408496065289,3.4431721106544515,0.0,0.01239064555662854,0.0,162,8.11864129273489,14.407439055699754
1,-1.4778221753840324,1.918092982944823,5.0,5.0,3.0013373299392216,0.0,0.009832398643699197,0.0,162,7.855619160358202,14.593376974560655
1,-1.806856929059009,1.9303078201604629,5.0,5.0,0.0,0.0,5.0,0.0,162,7.669917617652835,14.779950722053762
1,-1.7263031336465806,1.8960759631128155,5.0,5.0,0.0,0.0,5.0,0.0,162,7.409119268022643,14.964125908979693
1,-1.3127317468241606,1.8443754971849957,5.0,5.0,0.6614358280026718,0.0,1.5871149002516207,0.0,162,7.130272971161954,15.122842317214324
1,-1.1442898177945455,1.8276441533012515,5.0,5.0,0.0,0.0,5.0,0.0,162,6.85891273210542,15.360374010925739
1,-1.4546063791540045,1.7806166677130038,5.0,5.0,0.0,0.0,5.0,0.0,162,6.56993670596119,15.587789566390178
1,-0.884792121594328,1.7351950124675974,5.0,5.0,0.0,0.0,1.4633290657430373,0.0,162,6.327019522900969,15.747487044665569
