step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.07388967774899173,1443.6887090223609,1550.362402501881,20.0,0.654731035232544
2,X1X2X3X4,0.26816089341283644,1550.362402501881,1966.108969470457,20.0,0.6758222579956055
3,X1X2X3X4,0.0,1966.108969470457,1966.108969470457,20.0,0.69899582862854
4,X1X2X3X4,0.00024858307862997284,1966.108969470457,1966.59771089101,20.0,0.7523589134216309
5,X1X2X3X4,0.002961959930081415,1966.59771089101,1972.422694509259,20.0,0.7290041446685791
6,X1X2X3X4,0.0,1972.422694509259,1972.422694509259,20.0,0.7017791271209717
7,X1X2X3X4,0.0020576017174696024,1972.422694509259,1976.4811548330572,20.0,0.8269391059875488
8,X1X2X3X4,0.0,1976.4811548330572,1976.4811548330572,20.0,0.7200870513916016
9,X1X2X3X4,0.0,1976.4811548330572,1976.4811548330572,20.0,0.7132341861724854
10,X1X2X3X4,0.013041327937917922,1976.4811548330572,2002.2570937363498,20.0,0.9306697845458984
