iterID,x1,x2,x3,x4,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,-0.25,-0.25,1.0,0.0,0.22325200889958124,110.30187775184811,0.0,0.0,0.0,0.0,0.0,0.0,155.48253365203934
0,-1.0,2.0,-0.5,0.5,0.9849193420200949,80.94315014612414,0.0,0.0,0.0,0.0,0.0,0.0,155.48253365203934
0,0.5,-1.0,0.5,-0.5,0.23950621523226576,110.18274768319232,0.0,0.0,0.0,0.0,0.0,0.0,155.48253365203934
0,1.25,1.25,-1.0,-1.0,6.256816041261618,56.22397386274516,0.0,0.0,0.0,0.0,0.0,0.0,155.48253365203934
0,2.0,0.5,0.0,1.0,6.2317777334353535,56.27880857775349,0.0,0.0,0.0,0.0,0.0,0.0,155.48253365203934
1,1.7440375801429542,1.955649853240259,-0.7419663821956805,-0.4567972028705324,13.638408795142904,39.65328980121784,6.973104924894374,0.45227983466819394,-5.737180995245884e-09,38.16280992246848,0.23615235776415525,-0.7475189773973897,166.82801872926714
1,1.6815382780424328,-0.9982374122102463,-0.5150157995827684,-0.9043547605975346,0.5009053204318721,86.74234188668416,2.8371221386947885,0.46626969891922654,-0.004213523406667533,88.34299142428496,0.17468037625279115,-3.053466857214085e-16,166.82801872926714
1,-0.9940447484495756,-0.5049232684249956,0.4906795165214297,0.34704720604121286,2.225155710102635,132.20301990203808,-0.19045644267757744,0.45320900280362625,-0.2630271198423055,124.8592274594998,0.20404280291573215,-3.4212969238631314e-46,166.82801872926714
1,1.9686206316620134,1.9113551765750145,-0.4744485913465827,0.9838147417959233,15.031486689609281,37.43534998005644,7.036418604097472,0.5117431964676855,-1.3478884797803745e-07,35.54816157797251,0.2839382522279596,-0.8557810126748451,166.82801872926714
1,-0.654566788641966,-0.57142321456733,0.23267234697072414,-0.9876238263051079,1.4987718787073387,126.03065561305186,-0.26620667982275936,0.2991885671851294,-0.2249762443132669,121.57426674276849,0.15123599527098436,-6.725671231927136e-74,166.82801872926714
2,0.3068980375753665,-0.06162911871922305,-0.9999999999963859,-0.9999999999975908,0.04518642211719405,95.11402510146667,-0.38564476069724574,0.11558378423689085,-0.12493007241662168,96.01419089398807,0.03882728825617572,0.0,174.06242913350138
2,-0.09406381365241678,1.0706479191053626,0.14535871920678,-0.6944421710202138,0.9733215355538039,81.39284340918763,0.493250088595766,0.1709595719628495,-0.045676132468436804,80.91552491800762,0.028984713909238003,0.0,174.06242913350138
2,-0.4884701099288995,0.3996991245186785,-0.9290303482970378,-0.20017592895068348,0.022357668964323316,101.77955491715312,-0.09152835846471863,0.14559396978651826,-0.09266943094708227,102.78371995521722,0.043594196626846965,0.0,174.06242913350138
2,0.09855490677324541,0.04032036942131234,-0.10250997479365231,0.7407377585056427,0.02584439272672954,97.25247216373324,-0.2518822731175474,0.07746929400436176,-0.0946362182377475,98.03419527041387,0.03535393403391805,0.0,174.06242913350138
2,1.930747283078933,1.9506895674976645,0.5854742408127236,0.9445121075146048,15.093147803145065,37.40069078007773,15.019036748134116,0.04448615151332951,0.0,36.703101265423854,0.03350809501951887,-0.027091549349113078,174.06242913350138
