step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.2197332000426905,1599.8897864539058,1951.4386889470393,20.0,5.238173246383667
2,X1X2X3X4,0.028692615622980963,1951.4386889470393,2007.4305691608106,20.0,14.301459789276123
3,X1X2X3X4,0.019067615648930072,2007.4305691608106,2045.7074836954819,20.0,4.317408084869385
4,X1X2X3X4,0.003206468763329771,2045.7074836954819,2052.2669808408614,20.0,9.049645185470581
5,X1X2X3X4,0.0028931066591135358,2052.2669808408614,2058.204408109411,20.0,9.729763746261597
6,X1X2X3X4,0.019096651069459326,2058.204408109411,2097.5092195206994,20.0,10.301456928253174
7,X1X2X3X4,0.003671588748336272,2097.5092195206994,2105.210410770623,20.0,8.277702808380127
8,X1X2X3X4,0.012355386808205858,2105.210410770623,2131.221099708356,20.0,7.201746225357056
9,X1X2X3X4,0.00027712775282567686,2131.221099708356,2131.811720222493,20.0,4.984957218170166
10,X1X2X3X4,0.0,2131.811720222493,2131.811720222493,20.0,4.859483242034912
