step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,1.0890313481023204,928.0472892376865,1938.7198797389083,20.0,0.22897911071777344
2,X1X2X3X4,0.07073479661421747,1938.7198797389083,2075.85483612418,20.0,0.24756407737731934
3,X1X2X3X4,0.03248541025953599,2075.85483612418,2143.289832114916,20.0,0.3053281307220459
4,X1X2X3X4,0.0,2143.289832114916,2143.289832114916,20.0,0.2496960163116455
5,X1X2X3X4,0.015231638781800526,2143.289832114916,2175.9356486423962,20.0,0.242218017578125
6,X1X2X3X4,0.014625895485043786,2175.9356486423962,2207.760656021621,20.0,0.24839282035827637
7,X1X2X3X4,0.00633232945924484,2207.760656021621,2221.7409238627083,20.0,0.316087007522583
8,X1X2X3X4,0.0007050205926085588,2221.7409238627083,2223.3072969654727,20.0,0.5471806526184082
9,X1X2X3X4,0.006556594912069023,2223.3072969654727,2237.8846222767224,20.0,0.43970799446105957
10,X1X2X3X4,0.002302226030791651,2237.8846222767224,2243.0367385080363,20.0,0.38028812408447266
