step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3,1.178497498631459,918.7499350501382,2001.4944353745414,15.0,8.396589994430542
2,X1X2X3,0.030835616571629247,2001.4944353745414,2063.2117503540003,15.0,3.173182964324951
3,X2X3,0.009640276902657013,781.1556578092224,788.6862146545805,10.0,3.586236000061035
4,X2X3,0.6422833874700591,788.6862146545805,1295.2462682538626,10.0,2.4532580375671387
5,X2X3,0.03319393617686635,1295.2462682538626,1338.2405902156056,10.0,2.78049898147583
6,X2X3,0.01837440277737771,1338.2405902156056,1362.8299618332628,10.0,2.9368951320648193
7,X2X3,0.00612907518641818,1362.8299618332628,1371.1828491356423,10.0,2.906459093093872
8,X1X2X3,0.004735167145691335,2063.2117503540003,2072.981402848881,15.0,3.104109048843384
9,X1X2X3,0.025703808744044168,2072.981402848881,2126.264920357669,15.0,4.409447193145752
10,X1X2X3,0.006100448914683901,2126.264920357669,2139.2360908833953,15.0,4.234819173812866
11,X1X2X3,0.0040763629083257,2139.2360908833953,2147.956393536424,15.0,4.292142152786255
12,X1X2X3,0.00495601337814287,2147.956393536424,2158.601694158458,15.0,4.335618257522583
13,X1X2X3,0.0038090204766737467,2158.601694158458,2166.8238522124902,15.0,4.990190744400024
14,X2X3,0.003069899788328536,1371.1828491356423,1375.3922430739635,10.0,4.5181238651275635
15,X1X2X3,0.003011227383688691,2166.8238522124902,2173.3486515319023,15.0,3.784108877182007
