step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X11X12,0.15423496268466852,5806264906.591903,6701793957.797405,5.0
2,X11X12,0.0,6701793957.797405,6701793957.797405,5.0
3,X11X12,0.005646746847591015,6701793957.797405,6739637291.701802,5.0
4,X11X12,0.015228075789259795,6739637291.701802,6842268999.171959,5.0
5,X11X12,0.049892949743815716,6842268999.171959,7183649982.481314,5.0
6,X11X12,0.0,7183649982.481314,7183649982.481314,5.0
7,X11X12,0.0,7183649982.481314,7183649982.481314,5.0
8,X11X12,0.0,7183649982.481314,7183649982.481314,5.0
9,X11X12,0.004923399444345477,7183649982.481314,7219017960.813435,5.0
10,X11X12,0.0,7219017960.813435,7219017960.813435,5.0
11,X11X12,0.0,7219017960.813435,7219017960.813435,5.0
12,X11X12,0.0034479481980321247,7219017960.813435,7243908760.782983,5.0
13,X11X12,0.0,7243908760.782983,7243908760.782983,5.0
14,X11X12,0.0,7243908760.782983,7243908760.782983,5.0
15,X11X12,0.03023422729138538,7243908760.782983,7462922744.734553,5.0
16,X11X12,0.0,7462922744.734553,7462922744.734553,5.0
17,X11X12,0.0005848947529285111,7462922744.734553,7467287769.089459,5.0
18,X11X12,0.07772129360401925,7467287769.089459,8047655034.216563,5.0
19,X11X12,0.0,8047655034.216563,8047655034.216563,5.0
20,X11X12,0.006289532141049234,8047655034.216563,8098271019.214345,5.0
21,X11X12,0.0,8098271019.214345,8098271019.214345,5.0
22,X11X12,0.0,8098271019.214345,8098271019.214345,5.0
23,X11X12,0.0,8098271019.214345,8098271019.214345,5.0
24,X11X12,0.004913744132361315,8098271019.214345,8138063850.917281,5.0
25,X11X12,1.833673587270418e-05,8138063850.917281,8138213076.444631,5.0
26,X11X12,0.0,8138213076.444631,8138213076.444631,5.0
27,X11X12,0.001529962530608291,8138213076.444631,8150664237.517697,5.0
28,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
29,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
30,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
31,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
32,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
33,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
34,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
35,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
36,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
37,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
38,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
39,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
40,X11X12,0.0,8150664237.517697,8150664237.517697,5.0
41,X11X12,0.002538235801282011,8150664237.517697,8171352545.289594,5.0
42,X11X12,0.005232970766353399,8171352545.289594,8214112994.280662,5.0
43,X11X12,0.0,8214112994.280662,8214112994.280662,5.0
44,X11X12,0.0,8214112994.280662,8214112994.280662,5.0
45,X11X12,0.003959955678929321,8214112994.280662,8246640517.67973,5.0
46,X11X12,0.0,8246640517.67973,8246640517.67973,5.0
47,X11X12,0.0,8246640517.67973,8246640517.67973,5.0
48,X11X12,0.0,8246640517.67973,8246640517.67973,5.0
49,X11X12,0.0037413560638868324,8246640517.67973,8277494136.187246,5.0
50,X11X12,0.0,8277494136.187246,8277494136.187246,5.0
51,X11X12,0.003936607517537364,8277494136.187246,8310079381.8301325,5.0
52,X11X12,0.0,8310079381.8301325,8310079381.8301325,5.0
53,X11X12,0.0,8310079381.8301325,8310079381.8301325,5.0
54,X11X12,0.0008988034945899805,8310079381.8301325,8317548510.218842,5.0
55,X11X12,0.00794095845869133,8317548510.218842,8383597817.416639,5.0
56,X11X12,0.0,8383597817.416639,8383597817.416639,5.0
57,X11X12,0.0,8383597817.416639,8383597817.416639,5.0
58,X11X12,0.00020230028913978312,8383597817.416639,8385293821.679134,5.0
59,X11X12,0.0,8385293821.679134,8385293821.679134,5.0
60,X11X12,0.0,8385293821.679134,8385293821.679134,5.0
61,X11X12,0.0,8385293821.679134,8385293821.679134,5.0
62,X11X12,0.003376657027416281,8385293821.679134,8413608082.989058,5.0
63,X11X12,0.0,8413608082.989058,8413608082.989058,5.0
64,X11X12,0.015037668670346093,8413608082.989058,8540129133.663193,5.0
65,X11X12,0.0,8540129133.663193,8540129133.663193,5.0
66,X11X12,0.0,8540129133.663193,8540129133.663193,5.0
67,X11X12,0.0,8540129133.663193,8540129133.663193,5.0
68,X11X12,0.006743829116108427,8540129133.663193,8597722305.170116,5.0
69,X11X12,0.0,8597722305.170116,8597722305.170116,5.0
70,X11X12,0.0,8597722305.170116,8597722305.170116,5.0
71,X11X12,0.0,8597722305.170116,8597722305.170116,5.0
72,X11X12,0.001262073216704339,8597722305.170116,8608573260.216133,5.0
73,X11X12,0.0,8608573260.216133,8608573260.216133,5.0
74,X11X12,0.0,8608573260.216133,8608573260.216133,5.0
75,X11X12,0.0,8608573260.216133,8608573260.216133,5.0
76,X11X12,0.0,8608573260.216133,8608573260.216133,5.0
77,X11X12,0.0,8608573260.216133,8608573260.216133,5.0
78,X11X12,0.0,8608573260.216133,8608573260.216133,5.0
79,X11X12,0.0002899695632313129,8608573260.216133,8611069484.444443,5.0
80,X11X12,0.0,8611069484.444443,8611069484.444443,5.0
81,X11X12,0.0,8611069484.444443,8611069484.444443,5.0
82,X11X12,0.0,8611069484.444443,8611069484.444443,5.0
83,X11X12,0.0035955562139670006,8611069484.444443,8642031068.838139,5.0
84,X11X12,0.0035505046892765624,8642031068.838139,8672714640.672922,5.0
85,X11X12,0.0,8672714640.672922,8672714640.672922,5.0
86,X11X12,0.004562823285820615,8672714640.672922,8712286704.986662,5.0
87,X11X12,0.0,8712286704.986662,8712286704.986662,5.0
88,X11X12,0.0,8712286704.986662,8712286704.986662,5.0
89,X11X12,0.0,8712286704.986662,8712286704.986662,5.0
90,X11X12,0.0,8712286704.986662,8712286704.986662,5.0
91,X11X12,0.0,8712286704.986662,8712286704.986662,5.0
92,X11X12,0.0,8712286704.986662,8712286704.986662,5.0
93,X11X12,0.0,8712286704.986662,8712286704.986662,5.0
94,X11X12,0.0,8712286704.986662,8712286704.986662,5.0
95,X11X12,0.0010473893396788121,8712286704.986662,8721411861.20569,5.0
96,X11X12,0.0,8721411861.20569,8721411861.20569,5.0
97,X11X12,0.001433793575793362,8721411861.20569,8733916565.504135,5.0
98,X11X12,0.005889186926898391,8733916565.504135,8785352232.762323,5.0
99,X11X12,0.0,8785352232.762323,8785352232.762323,5.0
100,X11X12,0.0,8785352232.762323,8785352232.762323,5.0
