step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.3992844123695697,1366.9773061451906,1912.7900365519104,20.0,4.081261873245239
2,X1X2X3X4,0.0738767272733087,1912.7900365519104,2054.100704413358,20.0,4.493694067001343
3,X1X2X3X4,0.020418707791875462,2054.100704413358,2096.04278647186,20.0,4.374661922454834
4,X1X2X3X4,0.00433831633271233,2096.04278647186,2105.1360831264747,20.0,4.186625003814697
5,X1X2X3X4,0.012091781042608852,2105.1360831264747,2130.590927708535,20.0,5.307279825210571
6,X1X2X3X4,0.005020856424150877,2130.590927708535,2141.288318855158,20.0,5.552158832550049
7,X1X2X3X4,0.002842752293516253,2141.288318855158,2147.3754711346633,20.0,4.666298866271973
8,X1X2X3X4,0.002069683948371252,2147.3754711346633,2151.819859678397,20.0,5.2083680629730225
9,X1X2X3X4,0.000284467132646277,2151.819859678397,2152.431981703851,20.0,4.961414813995361
10,X1X2X3X4,0.0012001138809071648,2152.431981703851,2155.015145202802,20.0,4.787793874740601
