step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.48314462332303565,1101.9003842432153,1634.2776303279118,20.0,5.013659954071045
2,X1X2X3X4,0.13567847671941438,1634.2776303279118,1856.013929747417,20.0,17.269255876541138
3,X1X2X3X4,0.012498967877949943,1856.013929747417,1879.2121882363576,20.0,14.83711314201355
4,X1X2X3X4,0.011865922073823625,1879.2121882363576,1901.5107736221498,20.0,8.530029058456421
5,X1X2X3X4,0.02645069969873197,1901.5107736221498,1951.8070640691328,20.0,8.153069734573364
6,X1X2X3X4,0.0035702933416699293,1951.8070640691328,1958.7755878342032,20.0,11.187922239303589
7,X1X2X3X4,0.0012166739650919859,1958.7755878342032,1961.1587790953788,20.0,6.065217018127441
8,X1X2X3X4,0.0,1961.1587790953788,1961.1587790953788,20.0,8.296239852905273
9,X1X2X3X4,0.005365019095375086,1961.1587790953788,1971.680433394288,20.0,6.954610109329224
10,X1X2X3X4,0.00129082225653318,1971.680433394288,1974.2255223804843,20.0,8.556936979293823
