iterID,x1,x2,x3,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,75.0,0.0,0.0,0.0,83.79817311003757,0.0,0.0,0.0,0.0,0.0,0.0,17022.104848885938
0,50.0,100.0,50.0,150.0,101.71699048197112,0.0,0.0,0.0,0.0,0.0,0.0,17022.104848885938
0,100.0,75.0,75.0,150.0,176.85425608065523,0.0,0.0,0.0,0.0,0.0,0.0,17022.104848885938
0,0.0,50.0,100.0,150.0,93.16172467548218,0.0,0.0,0.0,0.0,0.0,0.0,17022.104848885938
0,25.0,25.0,25.0,50.0,53.161249077104685,0.0,0.0,0.0,0.0,0.0,0.0,17022.104848885938
1,0.0,0.0,0.0,0.0,4.614956987149561,0.8084220658471111,0.05650198682191004,-1.5683565548901122,10.682372243606423,0.17680715835037872,-2.221866496645248,25839.03349068831
1,36.68212229269492,0.0,0.0,0.0,43.25070287779696,0.39291240871237676,0.028887859073903566,-1.5749263394218191,44.09916543229785,0.0780813649659441,-1.4064609613885466,25839.03349068831
1,18.918157793106182,0.0,0.0,0.0,24.514995498966744,0.5893631687850274,0.04226602933422568,-1.571820180172315,27.15614472219586,0.10615538140023907,-1.8198888086680807,25839.03349068831
1,0.0,2.2282819690149394,0.0,2.22828196901494,4.59371728915946,2.8700814961421486,0.05551227224419784,-1.535758857093625,10.701929251046906,0.17874803858972413,-2.221389284722788,25839.03349068831
1,0.0,17.734106431692066,0.0,17.734106431692062,4.664935427130213,17.957404483928954,0.0850367952210261,-1.2972073349135096,10.84247134201739,0.19323762611877032,-2.217959907215892,25839.03349068831
2,0.0,6.876547361831718,0.0,6.876547361831715,4.579022538127028,6.877473522994471,0.0022144260411907086,-0.6857986829727452,4.575514395131044,8.382536678745537e-05,-1.0321477401594166,25841.13665419173
2,0.0,4.062496339266495,0.0,4.062496339266495,4.619324093741523,4.062822186323508,0.0013631489985991444,-0.7285809746899758,4.5823509900019275,0.0,-1.0320181646966375,25841.13665419173
2,62.66605521210546,0.0,0.0,0.0,70.80347809664082,-5.19764808615264e-05,0.002367334981067336,-0.7903360721611534,70.73549432884886,0.001659457391796087,0.22179668382159434,25841.13665419173
2,0.0,0.1274750925683965,0.0,0.1274750925683965,4.675420779415939,0.1274619510248769,0.002337651021574177,-0.7883978789741377,4.6135065126335775,0.0012458000669113489,-1.0314276673307177,25841.13665419173
2,8.860509707321556,0.0,0.0,0.0,14.03778993270654,-8.181618966318638e-06,0.0024489998746650694,-0.7903354064856103,13.923250398778919,0.0009186710932167276,-0.854978075803956,25841.13665419173
3,0.0,13.806932551550776,0.0,13.806932551550773,4.532560292174555,13.806989030475581,0.020711504223303576,-0.36824836380401393,1.89664926374072,0.049984702240556074,-0.8951265113828413,25847.71249109601
3,0.0,10.73154523872332,0.0,10.731545238723324,4.61851856974568,10.731581758418738,0.020530231154033952,-0.42069184337742627,2.8598956392288883,0.03646039382435777,-0.875548144307686,25847.71249109601
3,0.0,9.112372871528803,0.0,9.112372871528803,4.600876225885646,9.112399292068073,0.01699602637718057,-0.44830300348985475,3.70745746520565,0.019251039520515368,-0.8583211118784675,25847.71249109601
3,0.0,12.224102682221686,0.0,12.224102682221684,4.680056233808174,12.224150406701625,0.01874143684436507,-0.395239769393811,2.19393138480487,0.04775602954311595,-0.8890841336078665,25847.71249109601
3,0.0,8.005583019794345,0.0,8.005583019794345,4.53627367321008,8.005604514194921,0.03178633437373697,-0.46717665637243044,4.21412909126105,0.008077783135667012,-0.8480228088337753,25847.71249109601
4,0.0,15.852490673398147,0.0,15.852490673398144,4.52721213106731,15.85250549684593,0.0,-0.2580354216770502,4.297069008746728,0.00476336230001404,-0.6773331814074481,25848.526899282802
4,0.0,2.7905416142535207,0.0,2.790541614253521,4.571942468243052,2.7905170714745964,0.0,-0.5096940550138243,4.535463657335242,0.000558941498878463,-0.6721749190246555,25848.526899282802
4,0.0,14.479301461920633,0.0,14.479301461920635,4.597787147420785,14.479313661692066,0.0,-0.28449200464820024,4.423346458198342,0.0015388714490547353,-0.6746008540621915,25848.526899282802
4,23.520705743187975,0.0,0.0,0.0,29.48292161992452,-2.2716133649680614e-06,0.0,-0.5634575603326084,29.322571934619283,0.0,-0.13584405353776674,25848.526899282802
4,16.62501286422235,0.0,0.0,0.0,22.200217682518787,-1.3186176914814496e-06,0.0,-0.5634575419717294,22.130050600496176,0.0,-0.2914721788120005,25848.526899282802
5,0.0,16.354669709665316,0.0,16.35466970966531,4.496756832177929,16.35467610949803,0.06058663924318101,-0.1764997131867858,4.478206510965801,0.0009022532061813121,-0.6251798687617338,25866.927477382495
5,0.0,7.770131808222107,0.0,7.770131808222105,4.486531775255349,7.770137455547189,0.06042788673976174,-0.3575971146237862,4.533228063949256,0.0002443964936696122,-0.6238875520102738,25866.927477382495
5,0.0,13.565641575266522,0.0,13.56564157526652,4.399596658696362,13.56564293712953,0.003630101181627971,-0.23533649876117124,4.527251037246792,0.0002272569513156629,-0.6240279372104851,25866.927477382495
5,68.9281843897278,0.0,0.0,0.0,77.4156453380879,-4.651667520505498e-06,0.0,-0.5215141987137031,77.61826210178226,0.008637921774875962,1.0926945625751614,25866.927477382495
5,0.0,0.0,0.0,0.0,4.498385535534563,1.4790163259448263e-05,0.0,-0.5215137885734293,4.614973255913114,9.485953751422533e-05,-0.6219675647471377,25866.927477382495
6,0.0009491520959568124,13.090351402445993,0.0,13.090351402445997,4.523873776040511,13.090350184279536,0.0,-0.20002102638682118,4.2755070439657,0.144942134356167,-0.6067419363001947,25866.927477382495
6,0.002312336518369845,7.379736836177775,0.0,7.3797368361777735,4.573348900576534,7.379742512147775,0.0,-0.33030894246985554,4.467274645267043,0.08675350271963564,-0.6020529550123479,25866.927477382495
6,19.975835137858272,0.0,0.0,0.0,25.675799779068804,-5.343550029124344e-07,0.08565606924323843,-0.49867829963113763,26.00684339019649,1.7428240486927142,-0.07538090974567421,25866.927477382495
