step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X1X2X3,0.6211137881523815,1194.99359467043,1937.2205930740122,15.0
2,X2X3,0.2634289490945518,1053.7171745646215,1331.29678250306,10.0
3,X1X2X3,0.03443149223201017,1937.2205930740122,2003.9219888761302,15.0
4,X1X2X3,0.03148291206752833,2003.9219888761302,2067.011288642104,15.0
5,X2X3,0.01617762527444681,1331.29678250306,1352.8340029794713,10.0
6,X2X3,0.014367937462819993,1352.8340029794713,1372.2714373318568,10.0
7,X2X3,0.0027031736899905895,1372.2714373318568,1375.9809253767778,10.0
8,X2X3,0.0027843846326929536,1375.9809253767778,1379.8121855202755,10.0
9,X1X2X3,0.0024974311963539557,2067.011288642104,2072.1735071175744,15.0
10,X1X2X3,0.0089320708942602,2072.1735071175744,2090.6823077883564,15.0
11,X1X2X3,0.005143542498041918,2090.6823077883564,2101.43582108837,15.0
12,X1X2X3,0.003191473941278319,2101.43582108837,2108.1424987506425,15.0
13,X1X2X3,0.007174720906939764,2108.1424987506425,2123.267832811237,15.0
14,X1X2X3,0.0019349236755888282,2123.267832811237,2127.3761940105596,15.0
15,X1X2X3,0.0021557233309668594,2127.3761940105596,2131.9622285057317,15.0
