iterID,x1,x2,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,30.0,0.75,0.3780591532586334,5.392669233482902,0.0,0.0,0.0,0.0,0.0,0.0,0.23806699492832
0,27.5,0.0,0.2696129320551468,5.42010742746024,0.0,0.0,0.0,0.0,0.0,0.0,0.23806699492832
0,20.0,0.5,0.07601603348850366,6.911086243315695,0.0,0.0,0.0,0.0,0.0,0.0,0.23806699492832
0,25.0,1.0,0.18310820922174767,6.401016201984604,0.0,0.0,0.0,0.0,0.0,0.0,0.23806699492832
0,22.5,0.25,0.11971784583722923,6.402294256941668,0.0,0.0,0.0,0.0,0.0,0.0,0.23806699492832
1,24.851196590142656,0.0,0.17844681455815675,5.858754246270002,0.17676298334971385,0.04295859662538982,-0.26382170128362503,5.878264411749427,0.017036666157760318,-0.37837790447210295,0.32785447749139085
1,20.567320224430993,0.0,0.08465508942443345,6.551146503137849,0.0840751878049339,0.026234583872844837,-1.1206254577860761,6.562058405245099,0.05175656158848806,0.7605587562447909,0.32785447749139085
1,26.19374701988778,0.0,0.2205286669553705,5.6550721090898985,0.2197939994182893,0.02912822590686715,0.13395597804267112,5.647744251097943,0.011689738877814607,-0.7623354479686952,0.32785447749139085
1,29.5089097078727,0.0,0.3550640993109523,5.092388606211411,0.3552724926678305,0.030524081397187878,1.38631591668657,5.069794972919727,0.034549471180796876,-1.7249756981220514,0.32785447749139085
1,23.071661037483175,0.0,0.13278697983601762,6.179086518393237,0.13163591226507732,0.022287333326124613,-0.6809752628503105,6.173818003091554,0.023302194485092236,0.11390021377407322,0.32785447749139085
2,28.579900285124328,0.0,0.3136284704751014,5.258595222768405,0.3147045700607387,0.0038529926412143897,1.1410557958008667,5.22784407981014,0.016138018524790326,-1.350515134408056,0.3451191868227499
2,24.227977696315843,0.0,0.16100520325155665,5.959034982441069,0.16139430146993192,0.0016441891790550335,-0.38138090676977754,5.964676202751727,0.008229114302360587,-0.038611050874280295,0.3451191868227499
2,21.53057749231487,0.0,0.10055770242634962,6.400848315821306,0.10063740788319303,0.0030663621884435364,-0.9847229110650915,6.425211062747847,0.024189120204881533,0.7813553222346457,0.3451191868227499
2,26.56471164047861,0.0,0.23404045151071365,5.584189474599179,0.23368149415117184,0.0009231227135927313,0.33646191142690896,5.5928137277703724,0.004085667476890687,-0.7006993125714303,0.3451191868227499
2,28.89582479352355,0.0,0.32666970902107784,5.212311677449142,0.3283383878646765,0.003697974591998989,1.2764454524211715,5.178164456246582,0.015273483121154032,-1.4389679841036696,0.3451191868227499
3,25.725487537992297,0.0,0.2053340678407923,5.733044050375746,0.2046864383701642,0.002940314520116347,-0.04361910445277317,5.735316506110409,0.005474835846021835,-0.27481646411115435,0.352902955746767
3,27.934339960003225,0.0,0.2873495382209238,5.345477694108545,0.2872805117803111,0.002294697338018342,0.8060589720384996,5.351350994708492,0.0042609765628931606,-0.978642086207401,0.352902955746767
3,22.315875372338184,0.0,0.11565396949217234,6.2903144583827215,0.11599524953226396,0.00544832408152883,-0.9560206318516293,6.295885140633063,0.012869118076736817,0.7527304280042699,0.352902955746767
3,26.890353279588602,0.0,0.24539129439241805,5.544385029972842,0.24616474216720335,0.001574541665414916,0.38308470044830756,5.523575340547273,0.00292137376646742,-0.6629473069874621,0.352902955746767
3,29.227797287848503,0.0,0.34122587893828105,5.1361055902828125,0.34149876535997103,0.0011158546442833212,1.3638237063616998,5.152985223574817,0.002120744132478574,-1.3422552444856137,0.352902955746767
4,23.60485523835372,0.0,0.14475731746805254,6.081314442568019,0.14549723860903052,0.007277957992604772,-0.7599553394326222,6.078530901210221,0.03574090469975691,0.49872029366973436,0.35756927875311595
4,25.219614862685525,0.0,0.18950933331856806,5.812114428965776,0.18981067647978367,0.003729747998195302,-0.285276932571378,5.803266951023053,0.018329744842494698,-0.02497923201585195,0.35756927875311595
4,28.24819127489956,0.0,0.29984889646891905,5.289681745650259,0.3000618927184024,0.0017166509600725457,0.895716332525808,5.299809150374244,0.008520820172657345,-0.9828257325227696,0.35756927875311595
4,29.776885678008032,0.0,0.3678969378175138,5.022822862026806,0.36893323167115166,0.005545056910546056,1.633455019103053,5.081573383666596,0.02605871884305707,-1.3980270962854888,0.35756927875311595
4,27.263020569011474,0.0,0.26050377785901235,5.449548093505678,0.2597592388435896,0.0014891766998568604,0.4640007976270226,5.473688130490889,0.007393037924556684,-0.652014744190069,0.35756927875311595
5,27.647447968409566,0.0,0.27453678455356334,5.391814527785229,0.2754747445755437,0.001068348241355585,0.564459929480222,5.401860835765442,0.006280653695877345,-0.6980678755154486,0.35941727415392766
5,28.97420615863306,0.0,0.33190356470943594,5.157710651678143,0.32993802747425216,0.0005388041966168758,1.1577122467898562,5.193948344340382,0.0031677733075962233,-1.1040733628840087,0.35941727415392766
5,22.978230645520444,0.0,0.1295541511687994,6.161171629946539,0.1307019022276375,0.0018751893214832176,-1.0125075178573013,6.194559660985934,0.011497277212395829,0.849891415743075,0.35941727415392766
5,23.668053630841634,0.0,0.14640912290437608,6.065753790155802,0.14627927392017015,0.0011542933395977876,-0.8428278481360394,6.06899535539406,0.006711999624686233,0.6046930789885057,0.35941727415392766
5,24.782377423640323,0.0,0.1761308099526406,5.908340310737167,0.17646776973557396,0.0009970145613535904,-0.5139935556478576,5.867587420545445,0.005790178749821929,0.21138950118216115,0.35941727415392766
6,22.847248604688794,0.0,0.1272128974641413,6.218734523094047,0.12564693516290262,0.008074181819186095,-1.069117682435671,6.148207903030296,0.045838422075987637,0.7942474799199726,0.3603057113506721
6,25.039162994989972,0.0,0.1839478357499388,5.847510279974001,0.18433902861334894,0.007890433437821408,-0.4155970859283933,5.791550368261888,0.035169374668845246,0.07271547804227296,0.3603057113506721
6,29.08368527576116,0.0,0.33410907384671995,5.127998476147648,0.3371813159417211,0.0030964892772953707,1.286260471268946,5.119780781045647,0.014013581400087797,-1.2863004064235497,0.3603057113506721
6,27.0334350449877,0.0,0.2511581401018517,5.53204993263842,0.25083574959941285,0.008561005740538242,0.324825928651606,5.507143251118324,0.03760975475276724,-0.5026511315938036,0.3603057113506721
6,20.62043138596333,0.0,0.08566678509305864,6.536413094411528,0.0858780990636426,0.013606117587795617,-1.5119329231619485,6.532572455536394,0.05738828353994403,1.57183185143937,0.3603057113506721
7,21.519055370230493,1.0,0.10037197709091564,6.979933621903054,0.10032711112321707,0.032774568838073344,-1.3072638376908587,6.270951582666591,0.7043330127267363,1.011709302983851,0.3608856052229476
7,29.60527690147663,0.0,0.358225454229523,5.040675780998789,0.3589543940406506,0.010963867832027295,1.5645123049665273,5.059335358991402,0.03314497281950484,-1.4325787833721584,0.3608856052229476
7,27.73003704472182,0.0,0.27845116673371306,5.388457808993276,0.27791887893132183,0.008781413286237235,0.6647005899232354,5.374382978071443,0.02274642826333422,-0.7970086028934507,0.3608856052229476
7,21.85193549647355,1.0,0.10617346797903471,6.902886636865518,0.1069335120546211,0.11041527652992815,-1.2339069034586245,6.243761230778857,0.6813288577404631,0.9568560814072864,0.3608856052229476
7,28.442862058280436,0.0,0.30830880170382063,5.280304319479779,0.30954953172546956,0.01753226761278239,1.015924764906785,5.250583552541627,0.04486869189329276,-1.046758857972049,0.3608856052229476
8,20.305939502272444,0.0,0.08045247367053181,6.605921747949385,0.07874854576738272,0.04796317166921417,-1.5240804503114083,6.654770380875131,0.15473550206217027,1.5660290413844247,0.3628061280383648
8,22.156185818108085,0.0,0.11222990818021013,6.313190952434652,0.11249070450703445,0.02663904731126815,-1.158943507431653,6.27417651154834,0.1267695678715336,0.8783319579535274,0.3628061280383648
8,25.3245295314696,0.0,0.19306399162381893,5.803404609304521,0.1929524807154498,0.018098107159618657,-0.2882355242790897,5.774364502232335,0.04445865998004267,-0.024781015669350204,0.3628061280383648
8,29.68093791814534,0.0,0.36524086112106635,5.047598874780024,0.36195803339876786,0.0037249970407542605,1.5406388910372044,5.016919373911491,0.010964329026009275,-1.393412640047754,0.3628061280383648
8,25.551044102065806,0.0,0.20032917864963584,5.757245872702131,0.2001177986137489,0.0353618796522614,-0.2106968495210939,5.737741989232427,0.08536064641125755,-0.0909544288735491,0.3628061280383648
