type_trial,intervened_set,relative_hv_improvement
0,,
1,"['Z1', 'Z2']",0.026719934905290732
1,"['X2', 'control']",0.009434975824752953
1,"['X1', 'X2']",0.029393597237623557
1,"['Z2', 'control']",0.0050958897258192104
1,"['X1', 'X2']",0.005539788356911561
1,"['X1', 'X2']",0.004978683170386976
1,"['Z2', 'control']",0.001766098531419611
1,"['Z2', 'control']",0.0005732937899461769
