step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2,0.07547336676795643,98.85704172814066,106.31811549608379,10.0,1.8620610237121582
2,X1X2,0.3455791421506192,106.31811549608379,143.05943864429088,10.0,2.6499500274658203
3,X1X2,0.025807808360571116,143.05943864429088,146.75148922099362,10.0,3.277585744857788
4,X1X2,0.008319091302840772,146.75148922099362,147.97232825865092,10.0,3.7358736991882324
5,X1X2,0.006903195065543361,147.97232825865092,148.993810104923,10.0,3.1400482654571533
6,X1X2,0.005062108815585921,148.993810104923,149.74803298452287,10.0,3.7448158264160156
7,X1X2,0.0023466866175203696,149.74803298452287,150.09944468952764,10.0,3.669654607772827
8,X1X2,0.0028269250607038175,150.09944468952764,150.5237645713182,10.0,3.64414119720459
9,X1X2,0.0004475287182127631,150.5237645713182,150.59112827873736,10.0,3.848037004470825
10,X1X2,0.000800912564208706,150.59112827873736,150.71173860543416,10.0,3.322751998901367
11,X1X2,0.00010575880638628843,150.71173860543416,150.72767769901748,10.0,3.663438081741333
12,X1X2,0.0035131649776817754,150.72767769901748,151.25720889747697,10.0,4.052675008773804
13,X1X2,0.00048400660956492863,151.25720889747697,151.3304183863277,10.0,3.8870537281036377
14,X1X2,0.0007399086523424712,151.3304183863277,151.44238907225434,10.0,3.4326558113098145
15,X1X2,0.00015437517674326913,151.44238907225434,151.4657680178338,10.0,4.1787450313568115
