type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv
0,,,,
1,"['X1', 'control']",0.011099132978867398,566.5978948697493,572.886640250455
1,"['X2', 'control']",0.010957375281194105,577.7384596403584,584.0689567570168
1,"['Z1', 'control']",0.007751844114893656,631.4419115211533,636.3367507868758
1,"['Z2', 'control']",0.013778392563684436,533.5025509951,540.8533585764376
1,"['X1', 'X2']",0.10932431837787784,601.5773271485346,667.3443583906337
1,"['Z1', 'Z2']",0.06710385836098903,634.3800581734323,676.9494077441383
1,"['X1', 'X2']",0.013746416674999337,667.3443583906337,676.5179520067815
1,"['Z1', 'Z2']",0.01251724340996375,676.9494077441383,685.4229482571025
1,"['Z1', 'control']",0.008769299034131664,636.3367507868758,641.9169780409336
1,"['X1', 'X2']",0.00653743690692162,676.5179520067815,680.9406454344256
1,"['X1', 'X2']",0.006990234134965,680.9406454344256,685.7005799780264
1,"['X2', 'control']",0.006208239684757905,584.0689567570168,587.6949968329909
1,"['Z2', 'control']",0.005670300207499449,540.8533585764376,543.9201594878003
1,"['X2', 'control']",0.00530798124225075,587.6949968329909,590.814470852345
1,"['Z1', 'Z2']",0.005262042029035502,685.4229482571025,689.0296726184968
1,"['Z1', 'control']",0.005058098413669064,641.9169780409336,645.1638572892697
1,"['X1', 'control']",0.004629442347252491,572.886640250455,575.5387859230057
1,"['X1', 'X2']",0.004064211415155942,685.7005799780264,688.4874121025522
1,"['Z1', 'Z2']",0.002461398494846869,689.0296726184968,690.7256492175848
