step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X2X3,0.6575790742560018,775.5564211648634,1285.5460946277522,10.0,5.316116094589233
2,X1X2X3,0.6007515822484348,1185.697587905269,1898.0072899075121,15.0,2.675992012023926
3,X1X2X3,0.04702811927232075,1898.0072899075121,1987.2670031170169,15.0,3.942707061767578
4,X2X3,0.03733697756071266,1285.5460946277522,1333.5445003161303,10.0,3.149458885192871
5,X1X2X3,0.023513046703637533,1987.2670031170169,2033.993704973905,15.0,2.3194003105163574
6,X2X3,0.013893125186185929,1333.5445003161303,1352.071601000372,10.0,3.1573081016540527
7,X2X3,0.006430921543151219,1352.071601000372,1360.7666673871283,10.0,2.6625871658325195
8,X1X2X3,0.006129410469550311,2033.993704973905,2046.4608872841716,15.0,2.851761817932129
9,X1X2X3,0.004251732208509251,2046.4608872841716,2055.161890952092,15.0,3.606592893600464
10,X2X3,0.0030065525279654587,1360.7666673871283,1364.8578838509322,10.0,3.362743854522705
11,X1X2X3,0.002169980890035831,2055.161890952092,2059.621552981388,15.0,3.002837657928467
12,X1X2X3,0.0015213407261898116,2059.621552981388,2062.754939130477,15.0,4.0523600578308105
13,X2X3,0.0012458653480818707,1364.8578838509322,1366.5583129934785,10.0,4.584380388259888
14,X1X2X3,0.0011438365652393498,2062.754939130477,2065.1143936549825,15.0,3.389925003051758
15,X2X3,0.0008345138974822754,1366.5583129934785,1367.6987248973915,10.0,4.397218942642212
16,X2X3,0.0006425984238932231,1367.6987248973915,1368.5776059423713,10.0,3.2260689735412598
