step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X1X2X3,0.3958758693945491,1365.5275683405034,1906.1069816395247,15.0
2,X2X3,0.2506366030406925,1113.2090431680679,1392.219976221892,10.0
3,X1X2X3,0.046724053571118446,1906.1069816395247,1995.1680263619328,15.0
4,X1X2X3,0.04049097107963248,1995.1680263619328,2075.9543172163612,15.0
5,X2X3,0.01625138411217596,1392.219976221892,1414.8454778241185,10.0
6,X2X3,0.013966973924077522,1414.8454778241185,1434.606587719487,10.0
7,X1X2X3,0.006339500896855726,2075.9543172163612,2089.114831472186,15.0
8,X1X2X3,0.011708882375331575,2089.114831472186,2113.5760313024543,15.0
9,X2X3,0.00612787043301365,1434.606587719487,1443.3976710113798,10.0
10,X2X3,0.009314099613531674,1443.3976710113798,1456.8416207011194,10.0
11,X1X2X3,0.005588948067872595,2113.5760313024543,2125.388697978904,15.0
12,X1X2X3,0.0025728692578817726,2125.388697978904,2130.8570452209833,15.0
13,X1X2X3,0.0016540820203055375,2130.8570452209833,2134.3816575473247,15.0
14,X2X3,0.001491849584775657,1456.8416207011194,1459.0150092680462,10.0
15,X1X2X3,0.0011756058138675048,2134.3816575473247,2136.8908490329495,15.0
16,X1X2X3,0.0012432434083878864,2136.8908490329495,2139.547524495454,15.0
