type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv
0,,,,
1,"['X1', 'control']",0.00663267393224983,563.4542950640977,567.1915036789835
1,"['X2', 'control']",0.021216913058102697,557.7650781451753,569.5991313150273
1,"['Z1', 'control']",0.004188709396901964,623.688090138015,626.300538301912
1,"['Z2', 'control']",0.013719876738225561,524.1385744678546,531.3296911033028
1,"['X1', 'X2']",0.14346042595220715,574.4567666935246,656.8685791345054
1,"['Z1', 'Z2']",0.05212324451274776,630.7952860555326,663.6743829880938
1,"['X1', 'X2']",0.018460498051139678,656.8685791345054,668.9947002594728
1,"['Z1', 'Z2']",0.013581646449170055,663.6743829880938,672.6881738152092
1,"['X2', 'control']",0.009060992749467957,569.5991313150273,574.760264913976
1,"['Z1', 'control']",0.007975630894248655,626.300538301912,631.2956802242772
1,"['X1', 'X2']",0.007274565022183946,668.9947002594728,673.8613457060068
1,"['X2', 'control']",0.005458606021628323,574.760264913976,577.8976547570281
1,"['Z1', 'Z2']",0.005343633854925274,672.6881738152092,676.282773114616
1,"['X1', 'X2']",0.005270970101574607,673.8613457060068,677.41324871183
1,"['Z2', 'control']",0.004751619259114932,531.3296911033028,533.8543674964889
1,"['Z2', 'control']",0.0037610206759418445,533.8543674964889,535.862204810585
1,"['Z1', 'control']",0.0035341043532108435,631.2956802242772,633.5267450359211
1,"['X1', 'control']",0.002795643268294642,567.1915036789835,568.7771687880776
1,"['Z1', 'Z2']",0.0025282593238775347,676.282773114616,677.9925913413208
