step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X2X3,1.3115857064410597,562.1312179724218,1299.414488609354,10.0,6.609444856643677
2,X1X2X3,0.08856510367964959,1265.1512088842087,1377.1994568694727,15.0,2.9137959480285645
3,X1X2X3,0.4156985243443101,1377.1994568694727,1949.6992388178978,15.0,3.0078330039978027
4,X1X2X3,0.06045064889655771,1949.6992388178978,2067.5598229575644,15.0,3.734072208404541
5,X2X3,0.034371908019908394,1299.414488609354,1344.077843891571,10.0,4.228140592575073
6,X1X2X3,0.03266072266897107,2067.5598229575644,2135.0878209366883,15.0,2.572327136993408
7,X2X3,0.01096603986815557,1344.077843891571,1358.8170551135906,10.0,3.8911287784576416
8,X1X2X3,0.007756655972184752,2135.0878209366883,2151.648962634096,15.0,3.2278847694396973
9,X1X2X3,0.015474155458073232,2151.648962634096,2184.943913173098,15.0,4.363911151885986
10,X2X3,0.007629132790367931,1358.8170551135906,1369.183650864869,10.0,4.581759929656982
11,X1X2X3,0.00501995547917936,2184.943913173098,2195.9122343417307,15.0,3.4033138751983643
12,X1X2X3,0.0032848790095385025,2195.9122343417307,2203.1255403471087,15.0,4.685187101364136
13,X1X2X3,0.005567835189031097,2203.1255403471087,2215.3921802565064,15.0,4.8520708084106445
14,X2X3,0.002203430696164628,1369.183650864869,1372.2005521498713,10.0,5.469695091247559
15,X1X2X3,0.001947620405598921,2215.3921802565064,2219.7069232731783,15.0,3.137924909591675
