iterID,x1,x2,x3,ParetoFamily,Pareto_f1,Pareto_f2,Pareto_f3
1,1.1587915442895125,1.2666247508090134,1.7865628902145625,29,2.9397420156340033,92.10721833160693,76.36956520538587
1,3.4942326374178334,0.09789561380589423,0.22468255520553893,29,12.154298205999812,66.33678650609758,97.88202571821259
1,2.8371638381899524,1.750841988189718,-3.0640190838803214,29,11.063522133103131,61.822501557050124,68.13709582036803
1,1.8277484459474795,2.658935514520009,4.571425513698522,29,10.437927828126838,72.25863784151692,54.0149986514495
1,0.8769889122683888,2.94393416268182,1.6771909525491573,29,9.455176562771983,87.46077304024251,49.76478039866576
1,3.148026319264405,2.205509705259651,-1.3535059144166075,29,14.71363632910754,54.70143090937708,61.10953605015909
1,2.9418840649503517,2.645466301879447,-1.3622695146929398,29,15.583800342482943,55.30843350923439,54.44764683620346
1,1.9034037034175297,3.1797187002761182,-0.5217006125486678,29,13.71208505519496,68.84438843690728,46.540712152131036
1,0.8620462999675021,3.6673062385935618,-1.500918720033693,29,14.246499786312224,85.31592265526496,39.841383734877965
1,4.105334687448488,2.0635834964613364,-1.6734217100352788,29,21.120124570774166,43.357243000352625,63.34479068393277
1,3.3578133458804835,3.1063089701814546,4.8966776516481385,29,20.895300119362364,47.68212172498649,47.53723366244026
1,2.686106633604519,3.7364183664811126,4.730105801353105,29,21.16820282633864,55.09365241555356,38.86125739776211
1,2.068522445414259,3.9962059945624855,4.890185766217769,29,20.303655580013427,63.95340390664152,35.558912189779136
1,0.7807628738551542,4.715206336004709,-1.7559817103313606,29,22.868971258828786,85.09685742456445,27.636748224320545
1,3.7615658060479085,2.911595520223753,0.24591278254714943,29,22.584560364088976,43.24670259299793,50.530735038469395
1,3.3025086366776257,3.7901769708598154,4.210142893934966,29,25.246603341466603,46.31627676375652,38.24075787663767
1,2.7436295666811987,4.422523618036425,2.819102798074802,29,27.088502085537996,52.996252221905635,30.79784021145296
1,1.6723827448043072,4.650275073207969,5.0,29,24.51672834164345,69.5307125561484,28.18595167174675
1,4.83487324664793,2.8411240420725417,3.6690491028015604,29,31.52191027149549,31.368738837435565,51.586400709702154
1,3.6520715566177087,3.8189600515602518,4.221098854602573,29,27.91012869714484,41.691856705822275,37.90529159410251
1,3.381313738548377,3.948937178402217,4.5701829892835075,29,27.01594705584283,44.91577167642312,36.25570289871964
1,2.603846141967673,4.711616722024198,5.0,29,29.01082243125603,54.806165558610104,27.655753502267213
1,4.856146501473023,3.525446491311482,1.4711748950842507,29,36.037609736929156,28.646164428174103,41.93950581582693
1,3.7673690962693858,4.317941565190134,5.0,29,32.85600549833565,39.31625034241005,31.990979224884164
1,3.4616073195519044,4.755655105278775,5.0,29,34.599697089206735,42.79259490631503,27.31016754682312
1,4.762707827465188,4.1785931704960335,3.7375499387374216,29,40.13652000547016,28.08816101550923,33.70735729179057
1,3.8789826009808603,4.99357156763069,5.0,29,39.93086461915834,37.39268752125055,25.203393959794347
1,4.691373770131882,4.995807390764285,5.0,29,46.76592295209018,28.030200629186723,25.275025130367965
1,2.7287912459999957,2.784689670922884,-0.06966530367876356,29,15.134938522437292,57.72586346199815,52.312000562698735
1,3.7152228658623523,3.6600472570511826,2.8276955822631997,29,27.169861752733517,41.28372627689804,40.0059092808025
1,2.9299291401678285,3.610182724851279,3.6242744658775052,29,21.579273200322902,51.902445939414875,40.56932070664229
1,3.8372094071954184,4.04729204480156,5.0,29,31.120189564880675,38.89910344362448,35.10150124733167
1,2.9917082145075464,3.955834152476843,4.791046912720304,29,24.59136237227608,50.215004146244766,36.13012560137592
1,0.7930402322985365,2.4844153654567425,-0.04272852726251131,29,6.788929687679913,91.08142516161666,56.64366558819204
1,4.9925565129970835,1.5154356335113732,-2.313908311350233,29,27.14968687309335,37.22836759829099,72.22559244399801
2,1.4913804591701507,1.4690964566468376,-5.0,9,4.410819735952209,84.87353149166604,76.76754406281366
2,0.3285824330738185,1.8240065661030846,-5.0,9,3.4156951300732405,103.67798121803384,69.60610193746126
2,3.0552085199038586,0.5159297704245285,-5.0,9,9.528153796670653,68.36123628432809,91.39134104787095
2,2.1116449053242796,1.8755861677794274,-0.5008726352607109,9,7.989680351538926,72.00141670758913,66.69625022694206
2,1.8068423437945733,2.6187642340991344,3.2692939804417414,9,10.084467499909152,72.79731487785503,53.86751908262337
2,0.818456895090226,2.8788705963830816,-5.0,9,8.955614112598456,88.78405311220692,50.940141965069415
2,4.2299536436539915,0.6085370926096617,-5.0,9,17.832398036696947,52.38187869826059,90.18736449294164
2,3.166459600090441,2.0776490511152472,0.8481575604887626,9,14.41761538162663,55.30377092478897,61.979223537527524
2,2.8147837849312642,2.788780215568749,2.8200048848053063,9,15.70349697210791,56.53087409611914,51.136822336975406
2,2.0587417183092165,2.9709880217935303,1.801130874966872,9,13.000673869450875,67.17095087785175,49.24665994348137
2,0.7929432127712482,3.787962356788424,-5.0,9,15.02604320781933,86.19604337584374,38.010161340814676
2,4.195412659574931,2.0449579952954564,-5.0,9,21.731249144634695,42.37376701844594,63.578576833921446
2,3.0666304353564926,3.180191561165973,1.4266333402144724,9,19.525046160386378,51.36527004293272,46.42515344530538
2,2.7250319136474452,3.714794555206882,0.12891932231632808,9,21.193544311463558,54.55839100140726,39.189595289095
2,2.020509411688331,3.9938714780748126,-0.1502216917782535,9,20.005585446092727,64.72438239266359,34.76359516273008
2,0.839250477117956,4.511983770292262,-0.030912875632768788,9,21.127693208077943,83.9545300040735,27.41432672892238
2,3.808889526683572,2.7594162567460474,2.109013938448424,9,22.222999432880634,43.37224548975363,51.16674275550389
2,3.188008483298868,3.921801118081545,0.34920167334457464,9,25.536190019584062,47.53447104946642,36.07518321501862
2,2.9609694021033928,4.00574246734443,0.3686366749170702,9,24.801042119321366,50.522774412136684,34.70421940501113
2,1.998669620614582,4.677301426246213,2.4474423137775227,9,25.897487642426242,64.16075047315317,24.288458971024767
2,4.908295692665256,2.521164048905498,-3.5010132767370084,9,30.386010501859058,31.91643585332165,55.61228759002524
2,3.862891916311821,3.4927440659258053,0.03477932464744349,9,27.123751699232898,39.91700698284468,42.54924738834437
2,3.1882958241423776,3.980066090376644,0.30689176386036277,9,25.99859660057617,47.41075125124791,35.138573009142945
2,2.690233171959215,4.46410956172592,1.6270490726163844,9,27.16253603089904,53.768641613504194,27.100230019579016
2,4.566351507957947,3.700447585234406,1.2974687742833924,9,34.53503551757332,31.22000751962404,39.456439915323585
2,3.751401138708826,4.238761947481029,1.0227992552713694,9,32.02328470758809,39.6039566972761,30.648050952279004
2,3.3234982652145524,4.557178535461331,1.9861340439368957,9,31.79783877562807,44.772640006930104,25.275228522032585
2,4.660621562914711,4.229534945473109,1.669686106580544,9,39.58774839754602,29.129941039640855,30.466394071202323
2,3.797570946747147,4.840953314337964,3.009520914097079,9,37.78736527215793,38.48361728339646,20.84400993091267
2,4.808330101586648,4.568203778003776,2.9984935795205097,9,43.899992461331934,27.182398758645142,24.281837444311087
2,3.6344226104502484,4.477310843291737,2.329047420758183,9,33.233804903543,40.7848975648747,26.420962147069524
2,4.789395830025644,2.6831769080693095,2.68301907494833,9,30.19359064252729,32.42609023524173,51.46273528469615
2,3.2373365722792076,0.42564775221371753,-5.0,9,10.544742668024885,66.66216071450972,92.55822139176661
2,1.887598791911767,3.766017905091271,0.9566506969303497,9,17.703457075306577,67.36615205545094,38.672636173464426
2,3.0950811353317453,1.9411531799462587,2.7738785413900295,9,13.430131407948233,57.10495445207875,63.76767285235185
2,3.8365364699362674,3.43239853729665,0.7914512389564177,9,26.51061320263883,40.43208962320062,43.19890125983398
2,4.390999785019545,1.953783581194958,-5.0,9,22.990989964298723,40.6408214674975,65.42911760863134
2,3.2994562342623004,3.934119145522744,-0.25024849763529033,9,26.357564165492946,45.995975187471885,35.96133224001908
3,1.503030538210375,0.8618652679148842,5.0,5,3.0345697396102977,89.26637101260236,82.09358290895122
3,0.4778938766391466,1.9350996578498951,5.0,5,3.982792172693099,100.0359335111884,64.53285376265954
3,2.392342674681588,1.4488905256396052,5.0,5,7.771338528816898,70.46341105860618,73.11703136286656
3,1.5075754285833143,2.5853059065695536,5.0,5,8.981863545700943,77.93834224690033,55.458578652158884
3,0.6485113258873582,3.1718304810658893,5.0,5,10.54575190704312,90.7124843775889,45.727327589400474
3,3.1864845824116412,1.9201116409582757,5.0,5,13.789840513304625,55.8904259242502,66.14677770162676
