step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X11X12X5X6X2X3,0.17624412268104334,1949586476.551367,2293189634.701989,25.0
2,X11X12X5X6X2X3,0.29231886006018093,2293189634.701989,2963532214.6198974,25.0
3,X11X12X5X6X2X3,0.01603210917500691,2963532214.6198974,3011043886.6283336,25.0
4,X11X12X5X6X2X3,0.0036221674220018227,3011043886.6283336,3021950391.7006965,25.0
5,X11X12X5X6X2X3,0.0032935188000985578,3021950391.7006965,3031903242.128728,25.0
6,X11X12X5X6X2X3,0.07190519137281705,3031903242.128728,3249912824.9778585,25.0
7,X11X12X5X6X2X3,0.0,3249912824.9778585,3249912824.9778585,25.0
8,X11X12X5X6X2X3,0.0079788808892822,3249912824.9778585,3275843492.3089075,25.0
9,X11X12X5X6X2X3,0.0021144915019200004,3275843492.3089075,3282770235.5350146,25.0
10,X11X12X5X6X2X3,0.002317134693363471,3282770235.5350146,3290376856.338114,25.0
11,X11X12X5X6X2X3,0.02233304457457214,3290376856.338114,3363860989.3378534,25.0
12,X11X12X5X6X2X3,0.01967021664445116,3363860989.3378534,3430028863.759947,25.0
13,X11X12X5X6X2X3,0.004248940508940507,3430028863.759947,3444602852.3460116,25.0
14,X11X12X5X6X2X3,0.005691792142405169,3444602852.3460116,3464208815.794701,25.0
15,X11X12X5X6X2X3,0.0,3464208815.794701,3464208815.794701,25.0
16,X11X12X5X6X2X3,0.000158114881475358,3464208815.794701,3464756558.7610164,25.0
17,X11X12X5X6X2X3,0.009199179962511567,3464756558.7610164,3496629477.8713512,25.0
18,X11X12X5X6X2X3,0.00027077942259198253,3496629477.8713512,3497576293.1823874,25.0
19,X11X12X5X6X2X3,0.0010706032893441437,3497576293.1823874,3501320809.8666005,25.0
20,X11X12X5X6X2X3,0.0,3501320809.8666005,3501320809.8666005,25.0
21,X11X12X5X6X2X3,0.001177685596611209,3501320809.8666005,3505444264.9534955,25.0
22,X11X12X5X6X2X3,0.0,3505444264.9534955,3505444264.9534955,25.0
23,X11X12X5X6X2X3,0.0,3505444264.9534955,3505444264.9534955,25.0
24,X11X12X5X6X2X3,0.0006030090435964476,3505444264.9534955,3507558079.547086,25.0
25,X11X12X5X6X2X3,0.0,3507558079.547086,3507558079.547086,25.0
26,X11X12X5X6X2X3,0.0009215354447776114,3507558079.547086,3510790418.6420045,25.0
27,X11X12X5X6X2X3,0.001983132681316325,3510790418.6420045,3517752781.8584657,25.0
28,X11X12X5X6X2X3,0.0,3517752781.8584657,3517752781.8584657,25.0
29,X11X12X5X6X2X3,0.0030563351982573566,3517752781.8584657,3528504213.5044274,25.0
30,X11X12X5X6X2X3,0.0,3528504213.5044274,3528504213.5044274,25.0
31,X11X12X5X6X2X3,0.001306589953237514,3528504213.5044274,3533114521.6597486,25.0
32,X11X12X5X6X2X3,0.0,3533114521.6597486,3533114521.6597486,25.0
