step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.02381630184233313,1161.671067445907,1189.337776229704,20.0,6.111881971359253
2,X1X2X3X4,0.10337358011071614,1189.337776229704,1312.2838801194864,20.0,6.470929861068726
3,X1X2X3X4,0.0,1312.2838801194864,1312.2838801194864,20.0,5.509445905685425
4,X1X2X3X4,0.07924455432192574,1312.2838801194864,1416.2752313434025,20.0,13.858962059020996
5,X1X2X3X4,0.20616493842404768,1416.2752313434025,1708.261527204819,20.0,14.422991037368774
6,X1X2X3X4,0.0,1708.261527204819,1708.261527204819,20.0,12.04128623008728
7,X1X2X3X4,0.01588227820806783,1708.261527204819,1735.3926120320248,20.0,9.563952684402466
8,X1X2X3X4,0.0,1735.3926120320248,1735.3926120320248,20.0,9.925325155258179
9,X1X2X3X4,0.0,1735.3926120320248,1735.3926120320248,20.0,3.992703914642334
10,X1X2X3X4,0.0,1735.3926120320248,1735.3926120320248,20.0,5.348628044128418
