type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0
1,statin,1.3327966688693869,0.00014400401236364224,0.0003359320803457306,30
1,statinaspirin,1.1688660174702874,0.0002618110115685591,0.0005678330059905681,30
1,aspirin,0.5189509770620601,6.40082302015188e-05,9.722536380461025e-05,30
1,aspirin,2.1276237331938557,9.722536380461025e-05,0.0003040843553037059,30
1,bmistatinaspirin,0.4047510087105093,0.000982894946371768,0.001380722667372203,30
1,bmistatin,0.3176405863294791,0.0007855364080658428,0.00103505465330703,30
1,bmiaspirin,0.2906649668374501,0.0006318314181993144,0.0008154826764170772,30
1,bmiaspirin,0.4848424476426616,0.0008154826764170772,0.0012108632932613214,30
1,bmistatin,0.23165597707685323,0.00103505465330703,0.0012748312503468137,30
1,bmistatinaspirin,0.20207223328958943,0.001380722667372203,0.0016597283803216631,30
1,bmi,0.07706264713795459,0.0003975240298069874,0.000428158283844861,30
1,bmi,0.16626937980471662,0.000428158283844861,0.0004993478961579979,30
1,statinaspirin,0.06072126888417065,0.0005678330059905681,0.0006023125466286282,30
1,bmi,0.03979020841804039,0.0004993478961579979,0.0005192170530192346,30
1,statin,0.03298591216864568,0.0003359320803457306,0.0003470131064426453,30
1,statin,0.09249978458760671,0.0003470131064426453,0.00037911174403766623,30
1,bmistatin,0.015399908255336044,0.0012748312503468137,0.00129446353464319,30
1,bmistatinaspirin,0.014673127466312158,0.0016597283803216631,0.0016840817864055787,30
1,bmistatin,0.00463830840092815,0.00129446353464319,0.0013004676557306207,30
1,bmistatin,0.010859993154740738,0.0013004676557306207,0.001314590725569817,30
1,bmistatinaspirin,0.004414581680871956,0.0016840817864055787,0.001691516303008935,30
1,bmistatin,0.0035680161876995423,0.001314590725569817,0.0013192812065588497,30
1,bmistatin,0.022559956081994233,0.0013192812065588497,0.0013490441326386177,30
1,bmistatinaspirin,0.002280543487541513,0.001691516303008935,0.0016953738794978322,30
1,bmistatinaspirin,0.0016973839878654876,0.0016953738794978322,0.0016982515799743372,30
