step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.09580098513346061,1161.671067445907,1272.9603001082637,20.0,4.44471287727356
2,X1X2X3X4,0.3493718406643134,1272.9603001082637,1717.6967832496846,20.0,4.68001914024353
3,X1X2X3X4,0.0811209771035594,1717.6967832496846,1857.0380246745399,20.0,3.71453595161438
4,X1X2X3X4,0.032058262591055056,1857.0380246745399,1916.5714373111305,20.0,3.9247822761535645
5,X1X2X3X4,0.010763394222734965,1916.5714373111305,1937.200251246944,20.0,4.401241779327393
6,X1X2X3X4,0.013854153992285794,1937.200251246944,1964.0385218416138,20.0,4.542729139328003
7,X1X2X3X4,0.0028704736104887803,1964.0385218416138,1969.6762425885436,20.0,3.8968582153320312
8,X1X2X3X4,0.007696267899345166,1969.6762425885436,1984.8353986264806,20.0,4.845209121704102
9,X1X2X3X4,0.006084535890389508,1984.8353986264806,1996.912200845939,20.0,5.383095026016235
10,X1X2X3X4,0.002920044335166491,1996.912200845939,2002.743273005844,20.0,5.499108791351318
