step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X1X2,138.67548330042106,3.1851386806094886,444.88578459299583,10.0
2,X1X2,0.09284503877979045,444.88578459299583,486.19122251611003,10.0
3,X1X2,0.017814918360010975,486.19122251611003,494.85267945258846,10.0
4,X1X2,0.009404311817035185,494.85267945258846,499.50642835365596,10.0
5,X1X2,0.005123884683814151,499.50642835365596,502.06584169136397,10.0
6,X1X2,0.0033249188373364966,502.06584169136397,503.7351698659868,10.0
7,X1X2,0.0017546848590598999,503.7351698659868,504.6190663415266,10.0
8,X1X2,0.0016553015318030253,504.6190663415266,505.45436305501875,10.0
9,X1X2,0.0015737677274042677,505.45436305501875,506.2498308192704,10.0
10,X1X2,0.0011978479586859203,506.2498308192704,506.85624114570237,10.0
11,X1X2,0.0008655881373342834,506.85624114570237,507.29496989537193,10.0
12,X1X2,0.0009883567254665236,507.29496989537193,507.79635829066336,10.0
13,X1X2,0.0006585653817601105,507.79635829066336,508.13077539321745,10.0
14,X1X2,0.000642178715754429,508.13077539321745,508.45708616199477,10.0
15,X1X2,0.00029156701767600986,508.45708616199477,508.60533547822325,10.0
