iterID,x1,x2,ParetoFamily,Pareto_f1,Pareto_f2,Pareto_f3
1,1.2715979166536577,0.8018421647328022,0,2.2686205585071573,93.818851736132,59.62224753998947
1,0.5227143828322106,1.4117224263153194,0,2.264709403351878,102.71889637348042,48.81825474435753
1,2.369739159107445,1.1653283401423042,0,6.974972054619204,72.92541513703206,53.061352505826505
1,1.8007020329693757,2.0329864846289265,0,7.382149937713139,76.03673542467054,38.45159412464189
1,1.1028862366708951,2.2764522039113078,0,6.395748703722525,86.56804608789646,34.58148542586377
1,3.0428314516615544,1.4130614385938918,0,11.258155513757032,61.26860084338621,48.75203460544353
1,2.69572632673293,2.119844118828236,0,11.758413034765255,61.66649697104632,37.07917499656783
1,2.141043156848869,2.4329898330267414,0,10.500446613963803,68.37110907294729,32.19613622479054
1,1.2197494027749813,3.0095560113034376,0,10.542001208388456,81.05702687796443,23.864230046147068
1,3.817312653228131,1.3350449251843612,0,16.35763744988869,51.64967626605865,50.07433840595618
1,3.1598624994058233,2.315423364563916,0,15.328443082457778,54.00983657125666,34.02096255845546
1,2.7784549547196407,2.7767887373769855,0,15.407479862088136,57.11141552736407,27.15920283916941
1,2.1237072416665748,3.1598705991256977,0,14.465053497305478,65.43649202569716,21.799060704860857
1,0.9729213244756886,3.838121686540598,0,15.682440739036899,82.8449716233547,12.958187692376644
1,4.837427905053514,0.9556107411142939,0,24.232472898438544,43.01929707788552,56.73973567464716
1,3.766308508023007,2.355234163589218,0,19.724006657387598,45.85564298007794,33.428423646734046
1,3.182627846205933,2.854896767517858,0,18.261948891119935,51.0914197793512,26.0563667484516
1,2.792214521058496,3.1009621815630615,0,17.38928248317941,55.569163162914045,22.61415304995318
1,1.8949280374232813,3.877891624603698,0,18.59361943500852,66.96314804858822,12.449553446924224
1,0.2763185030753369,4.585483103779896,0,21.05324260673378,94.6565834290377,4.412386966193271
1,4.346020567217488,1.9848295537945924,0,22.83294289670903,41.04975837863356,39.293779589513974
1,3.5844890606016264,2.8703099368186082,0,21.091133479040984,45.70470333292493,25.84809371057996
1,3.277337743295321,3.1859570581219017,0,20.89623370641339,48.48945740751295,21.456713676383966
1,2.5493721254213324,3.6813327695655462,0,20.028238675181097,57.25667514947647,14.900514501265828
1,1.46609166430799,4.6922330498362435,0,24.177810044107233,72.93720410964546,3.2185820793707762
1,4.315617009554683,2.9395648572189637,0,27.346575417663814,36.56825538094312,24.892879175287785
1,3.5926213908607405,3.2494662080233434,0,23.507011135393558,44.12282221885138,20.598385501894747
1,3.30679143435141,3.688059032951629,0,24.58948576287812,46.510980590154375,14.816060910383811
1,2.328809723331136,4.501874269508336,0,25.68371000545053,59.1014899856237,5.236906596922704
1,4.306172743896197,3.2595255501866798,0,29.29363031865092,35.46400414624276,20.47741960897833
1,3.4567396337308876,3.976911802560246,0,27.865558663808443,43.84626876589171,11.23099655375242
1,3.101260036962159,4.497776771014062,0,29.91302097538123,47.82268453886064,5.263010618642195
1,4.928986229721981,3.554656728939747,0,37.07361455931042,27.84391649381265,16.563498965488783
1,4.241689169092505,3.9058040820595203,0,33.447452885588106,34.36420146980582,12.099567758121548
1,3.894256387710841,4.62467691752127,0,36.70522719513443,37.38781472046269,3.8740700602950717
1,4.994275995527878,4.151558469909365,0,42.27970695519188,25.804844022177186,9.16548548121822
1,3.98224934846057,4.8265236669065485,0,39.26406494212743,36.19434849026521,1.7363405425781941
1,4.856588038321876,4.764014168793727,0,46.23153740663285,26.475535232686937,2.3825014997733334
1,4.773778203906508,3.9454046956100406,0,38.537760480234056,28.455442643444336,11.622542871878622
1,3.1945514459535373,4.654391251250489,0,31.940826005719238,46.40266229228979,3.567982604867563
1,0.6563152165879227,1.204505873911117,0,1.890430780987284,101.7383598368871,52.41778616778624
1,3.226563368623986,2.9367778803219657,0,19.022356706607507,50.147700490134596,24.903174910453224
1,3.6163399811382755,3.1173198480935027,0,22.82460599767725,44.302461283262176,22.403696013859147
2,1.5558129604062043,0.07240570198653207,21,2.5300429550643457,95.70044841565795,73.6806177546687
