step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X2X3,2.038655224693093,437.18124109592304,1328.4430623939372,10.0,6.61594295501709
2,X1X2X3,0.7545261530237672,1104.9083977059122,1938.5906804706087,15.0,2.755051851272583
3,X1X2X3,0.028842819493664358,1938.5906804706087,1994.5051015395225,15.0,3.66109299659729
4,X2X3,0.020565859213152717,1328.4430623939372,1355.7636353878204,10.0,4.012254953384399
5,X2X3,0.015975997431210077,1355.7636353878204,1377.4233117441042,10.0,3.4257068634033203
6,X1X2X3,0.01468644818006706,1994.5051015395225,2023.797297358162,15.0,2.987110137939453
7,X2X3,0.004921498152939598,1377.4233117441042,1384.2022980286688,10.0,4.142356872558594
8,X1X2X3,0.0028232722346375606,2023.797297358162,2029.5110280763279,15.0,3.126397132873535
9,X1X2X3,0.010181250635189276,2029.5110280763279,2050.1739885200536,15.0,3.76567006111145
10,X2X3,0.002794454043869538,1384.2022980286688,1388.0703877379285,10.0,3.8146402835845947
11,X1X2X3,0.0027058845463170593,2050.1739885200536,2055.7215226328512,15.0,3.7272651195526123
12,X2X3,0.0015042400798268133,1388.0703877379285,1390.1583788487847,10.0,4.318399906158447
13,X1X2X3,0.0014492369986853176,2055.7215226328512,2058.7007503224445,15.0,3.6035892963409424
14,X1X2X3,0.0014077794229655025,2058.7007503224445,2061.598946876792,15.0,4.2722251415252686
15,X1X2X3,0.005818053166344908,2061.598946876792,2073.593439157402,15.0,4.629402160644531
