type_trial,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost
0,,,,,0.0
1,X3X4,0.11475309130147267,274.1737473661134,305.6360324300839,20.0
1,X2,0.05691208967235142,483.4485088953908,510.96257378560983,10.0
1,X4,0.0564305897206042,207.55837492061642,219.27101641883706,10.0
1,X4,0.04561419549833193,219.27101641883706,229.27288742888385,10.0
1,X2X3,0.03741960054197548,663.0403131804499,687.8510168428886,20.0
1,X3,0.03494248064897766,220.50912265037613,228.21425840150994,10.0
1,X3,0.0670016157789084,228.21425840150994,243.50498245819642,10.0
1,X3,0.045865954493484774,243.50498245819642,254.67357090256087,10.0
1,X1X2,0.03400797896404956,1539.594978920567,1591.953492576854,20.0
1,X1X4,0.02957228476898012,830.3299391508642,854.8846925636435,20.0
1,X2,0.02905337880451414,510.96257378560983,525.8077629967327,10.0
1,X2,0.023326792622777173,525.8077629967327,538.0731716436038,10.0
1,X3X4,0.019852744062197468,305.6360324300839,311.70374635810384,20.0
1,X3X4,0.017618174750376744,311.70374635810384,317.195397431788,20.0
1,X4,0.015344213845959302,229.27288742888385,232.7908996426732,10.0
1,X2,0.013980973316483378,538.0731716436038,545.5959582986686,10.0
1,X1,0.013887548993811047,722.0011648658505,732.0279914165136,10.0
1,X1,0.01589566030090671,732.0279914165136,743.6640596988256,10.0
1,X1X4,0.010355421355433957,854.8846925636435,863.7373837654507,20.0
1,X2X3,0.009111478455180181,687.8510168428886,694.1183565632264,20.0
