step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.07442730178572617,1443.6887090223609,1551.1385642534135,20.0,7.6041669845581055
2,X1X2X3X4,0.025387788253501426,1551.1385642534135,1590.5185416745194,20.0,3.6364059448242188
3,X1X2X3X4,0.0,1590.5185416745194,1590.5185416745194,20.0,10.959815263748169
4,X1X2X3X4,0.0,1590.5185416745194,1590.5185416745194,20.0,5.005300998687744
5,X1X2X3X4,0.0,1590.5185416745194,1590.5185416745194,20.0,5.846826076507568
6,X1X2X3X4,0.05575101198138788,1590.5185416745194,1679.191559948035,20.0,5.937352895736694
7,X1X2X3X4,0.0,1679.191559948035,1679.191559948035,20.0,14.854785919189453
8,X1X2X3X4,0.0,1679.191559948035,1679.191559948035,20.0,10.767594814300537
9,X1X2X3X4,0.15187657170174662,1679.191559948035,1934.2214173034506,20.0,8.202177047729492
10,X1X2X3X4,0.029014418505851423,1934.2214173034506,1990.341726988074,20.0,7.526335000991821
