step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.585455145495906,1101.9003842432153,1747.0136340223216,20.0,0.4930551052093506
2,X1X2X3X4,0.14050515738163816,1747.0136340223216,1992.4780596184955,20.0,0.25934481620788574
3,X1X2X3X4,0.0,1992.4780596184955,1992.4780596184955,20.0,0.24526214599609375
4,X1X2X3X4,0.010480526724728403,1992.4780596184955,2013.3602791707622,20.0,0.24817991256713867
5,X1X2X3X4,0.003356454765576305,2013.3602791707622,2020.118031874607,20.0,0.3331418037414551
6,X1X2X3X4,0.022344606065136476,2020.118031874607,2065.256773501924,20.0,0.45131587982177734
7,X1X2X3X4,0.002858684961216774,2065.256773501924,2071.160691981385,20.0,0.49173712730407715
8,X1X2X3X4,0.0050077728053012,2071.160691981385,2081.532594170098,20.0,0.4537341594696045
9,X1X2X3X4,0.0009316420170680126,2081.532594170098,2083.4718373947235,20.0,0.538409948348999
10,X1X2X3X4,0.0064647809952125684,2083.4718373947235,2096.9410265331735,20.0,0.35279107093811035
