step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.26030052181408925,1366.9773061451906,1722.8022122428017,20.0,5.910378932952881
2,X1X2X3X4,0.057534283203741925,1722.8022122428017,1821.9224026260122,20.0,11.375866174697876
3,X1X2X3X4,0.0025386630771062715,1821.9224026260122,1826.5476497589116,20.0,10.042377948760986
4,X1X2X3X4,0.0,1826.5476497589116,1826.5476497589116,20.0,10.82340693473816
5,X1X2X3X4,0.01594596018258898,1826.5476497589116,1855.6737058535687,20.0,13.359259843826294
6,X1X2X3X4,0.02622746706166267,1855.6737058535687,1904.3433268510366,20.0,13.23766016960144
7,X1X2X3X4,0.004917526143436302,1904.3433268510366,1913.707984946905,20.0,15.236078023910522
8,X1X2X3X4,0.003108720042219735,1913.707984946905,1919.6571673146655,20.0,12.888415813446045
9,X1X2X3X4,0.004491082197198409,1919.6571673146655,1928.2785054435167,20.0,14.386701822280884
10,X1X2X3X4,0.00867720032398921,1928.2785054435167,1945.0105643156926,20.0,13.28202223777771
