iterID,x1,x2,x3,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
12,5.0,4.761964242962518,5.0,45.7620771131915,0.5673813432710976,25.04011147814099,0.06060842481439114,0.3110088946050382,0.5739171301291428,0.0,-1.1895292450208217,2197.6611218339604
12,5.0,3.173659137576798,5.0,22.777758545562314,8.539499123970318,15.942017445674836,0.02372038429592355,-0.29055215490052433,8.538063720131593,0.001303421971517415,-0.5221638188813813,2197.6611218339604
12,5.0,3.361148947942356,5.0,21.82945226671844,7.2496603360102565,18.9387948396457,0.6916956568589728,-0.09240685679537819,7.255158101856682,0.0,-0.629666467779316,2197.6611218339604
12,2.4448999806440996,1.7405913462523734,5.0,7.841805654371223,16.41710510913004,5.196741503056499,0.5561541345173545,-1.001023980120408,16.42163617184989,0.0018326119876257917,0.13844979857094586,2197.6611218339604
12,1.5001087693151938,1.6237462786160677,5.0,7.046439517089924,17.373767244854033,4.962935782058844,0.36252924343228293,-1.0164830877534854,17.378774101572432,0.0009846382492327138,0.2186543446732685,2197.6611218339604
12,4.742570699164873,3.4016069897999968,5.0,27.596857216606168,7.162453244278897,22.337261380111897,0.5978176654675814,0.13229791010382996,7.172600373867723,0.004010369295774942,-0.6365844937972724,2197.6611218339604
12,-0.1137036997982408,0.8004408440961583,5.0,1.3188490970276183,21.606061788114175,1.40554163374334,0.23142471381889118,-1.251696062001626,21.60207848711919,0.0034735377973907724,0.5725513126817532,2197.6611218339604
12,5.0,3.1787296531813407,5.0,22.204379408123582,8.487482623707558,16.723141335005913,0.011779674782396447,-0.23890466642842512,8.48737732009972,0.0,-0.5264111479045823,2197.6611218339604
12,0.08517894730174236,2.035985407280005,5.0,8.2524211719779,13.98920101305806,8.689780838869227,0.11495946967070811,-0.7700661112176022,13.987579972050542,0.0,-0.06551492441212758,2197.6611218339604
12,-2.0,2.695774064632021,5.0,16.370518195589803,12.363186390469835,15.167841839761955,2.3726296488069285,-0.34174022663650305,12.338820439616573,0.006722316883660042,-0.2036747505189851,2197.6611218339604
13,5.0,4.77533296481322,5.0,46.96745092386757,0.4066159785002214,37.272134715979334,0.010264064334051262,1.1433429965909454,0.4099383290842038,0.0,-1.2129977407166734,2198.4708282195325
13,2.7835565161507034,3.336493420849047,5.0,24.81401604603601,7.335151906493256,16.73099318118548,0.36187822833172195,-0.2304435119149275,7.338869891147883,0.0,-0.6176345597486943,2198.4708282195325
13,5.0,4.570135717305333,5.0,52.35209465862031,3.0502620938695735,32.55488748650239,1.6042109844195678,0.827854658702563,3.074928126821831,0.006499558676858685,-0.9840105167822912,2198.4708282195325
13,-1.6762009863831846,1.633169010391484,5.0,7.009602208202611,17.300858566058402,4.048944231865676,0.3535045033098687,-1.0786158356037276,17.2987564289931,0.0013341534014907675,0.23816112507483922,2198.4708282195325
13,-2.0,3.854965541245459,5.0,30.725776644473562,6.485497839527086,28.029668219299726,0.28411405232479725,0.5252091038397211,6.487196374589738,0.0,-0.6908139596926048,2198.4708282195325
13,4.705161933241832,4.813311516921733,5.0,54.015402277348315,0.019546084335493097,40.932954590172656,0.11037789299217916,1.3881777320275432,0.016955781832923122,0.00326599930983784,-1.2467644675634801,2198.4708282195325
13,1.1484511226664753,3.9120158677894605,5.0,30.020326648631304,5.846779719531888,29.67526839611953,0.10551641039894892,0.6352664401119341,5.842808370210831,0.0,-0.7461825094651431,2198.4708282195325
13,-1.2944492353105037,1.8618354273114532,5.0,7.541768079578345,15.382985690419046,6.752230792619937,0.2583100672787071,-0.8978206933523154,15.385818004675857,0.0,0.07379334411234595,2198.4708282195325
13,3.416593736867635,3.3535217115934213,5.0,25.04324246600652,7.272140721984683,18.45862550044039,0.3195925782720161,-0.11489988607354462,7.274759223049619,0.0,-0.6231432202039286,2198.4708282195325
13,-0.6853862834343987,2.0636436241758345,5.0,8.856066118237216,13.79378622099066,8.705432304727191,0.1913399215688076,-0.7671910552097074,13.797482956281664,0.0,-0.06268313835607842,2198.4708282195325
14,-0.8603081409796547,4.691702270842213,5.0,43.78068372211295,1.5314117039692348,10.140958431119842,0.9545361875978349,-0.6956981803523377,1.525578212688698,0.003996611536466885,-1.093991072033532,2199.293388502214
