step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X1X2X3X4,0.46013234957090826,849.6367934814028,1240.5821675478933,20.0,7.611232042312622
2,X1X2X3X4,0.08259855160788729,1240.5821675478933,1343.0524577379226,20.0,5.455168962478638
3,X1X2X3X4,0.01982062111922877,1343.0524577379226,1369.672591645995,20.0,7.948373794555664
4,X1X2X3X4,0.0003878761808716444,1369.672591645995,1370.2038550198872,20.0,10.036792755126953
5,X1X2X3X4,0.04398111654075586,1370.2038550198872,1430.4669504521098,20.0,7.121721029281616
6,X1X2X3X4,0.18564027889577844,1430.4669504521098,1696.0192340852332,20.0,12.785843133926392
7,X1X2X3X4,0.0,1696.0192340852332,1696.0192340852332,20.0,9.842679738998413
8,X1X2X3X4,0.0064576416076087,1696.0192340852332,1706.9715184585666,20.0,7.7742509841918945
9,X1X2X3X4,0.0,1706.9715184585666,1706.9715184585666,20.0,7.271857976913452
10,X1X2X3X4,0.011166229623378151,1706.9715184585666,1726.0319543942414,20.0,7.876690864562988
