step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,ciweightbmiaspirin,0.0,0.30069922198708865,0.30069922198708865,40.0,4.4275429248809814
2,ciweightbmiaspirin,0.14047201164390571,0.30069922198708865,0.34293904659937235,40.0,4.031388759613037
3,ciweightbmiaspirin,6.382233239152854e-06,0.34293904659937235,0.34294123531635456,40.0,4.056597948074341
