iterID,x1,x2,x3,Pareto_f1,Pareto_f2,Pareto_f3
0,0.0,0.2631578947368421,-5.0,0.06926822121575797,122.4293123504873,94.49002307060047
0,0.7894736842105263,0.0,-1.3157894736842106,0.6263387993124246,109.84434918876144,99.99861327110087
0,1.3157894736842104,1.8421052631578947,-3.947368421052632,5.124952556931727,85.38981888780317,66.48145742201316
0,2.3684210526315788,1.3157894736842104,3.947368421052632,7.3405263325690076,71.81943752963227,75.42961364753897
0,0.2631578947368421,3.1578947368421053,-4.473684210526316,10.042215477449842,98.20501266287665,47.24659335524185
0,1.8421052631578947,2.894736842105263,1.8421052631578947,11.781709835824785,70.9946048257675,50.65625214617962
0,0.5263157894736842,3.6842105263157894,2.894736842105263,13.848002367046572,91.48181074644748,39.75889133983817
0,2.894736842105263,2.3684210526315788,-0.2631578947368425,13.991931576636736,57.41397207196753,58.2305580273778
0,1.5789473684210527,3.4210526315789473,1.3157894736842106,14.184758644062903,73.40757210750374,43.310648207066194
0,3.9473684210526314,0.5263157894736842,-2.368421052631579,15.857172290442444,56.63805503456027,89.75005430484488
0,3.4210526315789473,2.631578947368421,-3.4210526315789473,18.63016796180993,48.89353643594674,54.40521301200886
0,2.1052631578947367,4.2105263157894735,0.7894736842105257,22.16391752279601,62.946070197649426,33.38474547951658
0,4.473684210526316,1.5789473684210527,-2.8947368421052633,22.511041064005404,42.2463584330994,70.70212237528384
0,1.0526315789473684,4.7368421052631575,5.0,23.544776075541293,80.121520483228,27.7625379752143
0,2.631578947368421,4.473684210526316,3.421052631578947,26.934332502468244,54.570021445532156,30.74318086978847
0,5.0,2.1052631578947367,0.2631578947368416,29.433863883475844,33.37744121795927,62.33593498326446
0,4.2105263157894735,3.9473684210526314,-0.7894736842105265,33.30885736456753,34.62382204661796,36.587718798036704
0,3.1578947368421053,5.0,-1.8421052631578947,34.97675583410058,46.8104439869958,25.028990170406857
1,0.0,0.2631578947368421,-5.0,0.06926822121575797,122.4293123504873,94.49002307060047
1,0.7894736842105263,0.0,-1.3157894736842106,0.6263387993124246,109.84434918876144,99.99861327110087
