step,intervened_set,relative_hv_improvement,previous_hv,current_hv,cost,time
0,,,,,0.0,0.0
1,X4X6X7,0.8757752089330948,0.5755346307315348,1.0795735922086762,15.0,5.323204755783081
2,X4X6X7,0.04998701944342982,1.0795735922086762,1.1335382583530247,15.0,2.799476146697998
3,X4X6X7,0.02933126157547106,1.1335382583530247,1.1667863655145811,15.0,3.3406710624694824
4,X4X6X7,0.0024244540772023716,1.1667863655145811,1.169615185475677,15.0,3.34002423286438
5,X4X6X7,0.001781880003010915,1.169615185475677,1.1716992993858941,15.0,3.8357410430908203
6,X4X6X7,0.0035311114386914013,1.1716992993858941,1.1758367001846624,15.0,3.630236864089966
7,X4X6X7,0.003664894089343273,1.1758367001846624,1.180146017157202,15.0,3.3870201110839844
8,X4X6X7,0.0026383305897397513,1.180146017157202,1.1832596324946274,15.0,3.683760166168213
9,X4X6X7,0.0011608610348719244,1.1832596324946274,1.1846332324961273,15.0,3.7618610858917236
10,X4X6X7,0.0029160745349979876,1.1846332324961273,1.1880877112987216,15.0,3.6439950466156006
11,X4X6X7,0.0,1.1880877112987216,1.1880877112987216,15.0,4.103527784347534
12,X4X6X7,0.002001815490837585,1.1880877112987216,1.1904660436836731,15.0,4.428461074829102
13,X4X6X7,0.0004849411427461814,1.1904660436836731,1.1910433496472976,15.0,4.222214937210083
14,X4X6X7,0.0020126481370145994,1.1910433496472976,1.193440500826069,15.0,4.04517388343811
15,X4X6X7,0.0002445699424913065,1.193440500826069,1.1937323805007227,15.0,4.684894800186157
16,X4X6X7,0.0004853649288608828,1.1937323805007227,1.1943117763326634,15.0,4.826733112335205
17,X4X6X7,0.003720272634269094,1.1943117763326634,1.198754941750939,15.0,5.270008087158203
18,X4X6X7,0.005483580574222862,1.198754941750939,1.2053284110627782,15.0,4.4768171310424805
19,X4X6X7,0.00010362639263317723,1.2053284110627782,1.205453314897955,15.0,4.870465040206909
20,X4X6X7,0.0,1.205453314897955,1.205453314897955,15.0,5.2217137813568115
21,X4X6X7,0.0,1.205453314897955,1.205453314897955,15.0,6.175142049789429
22,X4X6X7,0.0,1.205453314897955,1.205453314897955,15.0,4.90930700302124
23,X4X6X7,0.0,1.205453314897955,1.205453314897955,15.0,5.262909889221191
24,X4X6X7,0.0003519728933156726,1.205453314897955,1.2058776017889565,15.0,4.801863193511963
25,X4X6X7,0.0,1.2058776017889565,1.2058776017889565,15.0,4.788470029830933
26,X4X6X7,0.00019951452296921646,1.2058776017889565,1.2061181918834367,15.0,4.739802837371826
27,X4X6X7,0.0,1.2061181918834367,1.2061181918834367,15.0,4.739330053329468
28,X4X6X7,0.007586017601095779,1.2061181918834367,1.2152678257160663,15.0,4.506661891937256
29,X4X6X7,9.727399889530497e-05,1.2152678257160663,1.2153860396772025,15.0,4.968160152435303
30,X4X6X7,2.6100601811007072e-05,1.2153860396772025,1.2154177619842708,15.0,5.561553955078125
31,X4X6X7,0.0,1.2154177619842708,1.2154177619842708,15.0,5.628531217575073
32,X4X6X7,6.848357988722547e-05,1.2154177619842708,1.21550099814367,15.0,4.776637077331543
33,X4X6X7,0.0,1.21550099814367,1.21550099814367,15.0,5.0429089069366455
34,X4X6X7,6.396633849158877e-05,1.21550099814367,1.215578749291954,15.0,5.249593019485474
