iterID,x1,x2,x3,x4,x5,x6,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,50.0,25.0,45000.0,60045.0,33.0,75.0,-105045.0,56427.9267868868,0.0,0.0,0.0,0.0,0.0,0.0,2604663061.8577733
0,25.0,0.0,60000.0,0.0,0.0,50.0,-60000.0,3178.3943065661447,0.0,0.0,0.0,0.0,0.0,0.0,2604663061.8577733
0,12.5,50.0,15000.0,30022.5,16.5,25.0,-45022.5,27410.06696536886,0.0,0.0,0.0,0.0,0.0,0.0,2604663061.8577733
0,37.5,12.5,30000.0,45033.75,8.25,0.0,-75033.75,42523.66753794708,0.0,0.0,0.0,0.0,0.0,0.0,2604663061.8577733
0,0.0,37.5,0.0,15011.25,24.75,100.0,-15011.25,14345.488941144127,0.0,0.0,0.0,0.0,0.0,0.0,2604663061.8577733
1,50.0,50.0,60000.0,0.0,33.0,0.0,-60000.0,4463.623629269635,-104879.36043518099,0.09833948955111102,-1.4946680755899036,3166.2000620062026,0.10978655198973018,-1.3427562866723592,3946780206.3072386
1,49.84749892001187,50.0,60000.0,0.0,0.0,0.0,-60000.0,9294.385920130238,-90303.826305611,0.4219039889705254,-1.008999097939987,2914.762839799623,0.08150832920499054,-1.3559389079083735,3946780206.3072386
1,50.0,50.0,60000.0,3807.5284884517678,33.0,100.0,-63807.528488451746,-1906.7491897110901,-105074.17557801123,0.07998915781403873,-1.5011594789517284,5911.069464515207,0.09604961213119202,-1.1988453201175675,3946780206.3072386
1,50.0,50.0,60000.0,27886.535695138937,33.0,100.0,-87886.53569513893,27008.97963985292,-105127.48942290814,0.058198579752776126,-1.5029359408168985,25691.8099146298,0.1014202267742903,-0.16175937542985075,3946780206.3072386
1,22.886387583537353,50.0,60000.0,0.0,0.0,0.0,-60000.0,-10617.506244596898,-58307.581865483095,0.08156097602108099,0.057142505361393425,2888.6519270657154,0.07297549524577074,-1.3573078789369148,3946780206.3072386
2,0.0,0.0,60000.0,59090.91354439429,0.0,0.0,-119090.91354439428,50030.78139926158,-114134.80450325104,0.2244780179484234,-2.235697998108858,33581.5880956921,0.9070773898224752,0.8237135483495837,4467933016.68966
