iterID,x1,x2,Pareto_f1,Pareto_f2,Pareto_f3
0,0.2631578947368421,0.5263157894736842,0.3510087711002466,114.81715850409395,64.70870605064322
0,0.5263157894736842,1.8421052631578947,3.672333106032488,99.72516484712177,41.55315864488557
0,1.8421052631578947,2.1052631578947367,7.8220036351299935,74.92343209643025,37.35243400545437
0,1.0526315789473684,2.631578947368421,8.032491065110575,85.67072580197144,29.305681420869345
0,0.7894736842105263,2.894736842105263,8.991769677138047,89.26326856397459,25.472516412746046
0,3.1578947368421053,1.3157894736842104,11.710890049054935,60.39037229162706,50.476844631772366
0,1.5789473684210527,3.4210526315789473,14.202983374084814,73.41171447575638,18.27835031381853
0,1.3157894736842104,3.9473684210526314,17.31819802510064,76.5256200937666,11.619176541308542
0,0.0,4.2105263157894735,17.72876880512282,100.61537217008292,8.553108675712268
0,2.1052631578947367,3.6842105263157894,18.005196825308506,64.06246189767461,14.915133058819535
0,4.2105263157894735,0.7894736842105263,18.358494495308634,51.24248631539819,59.84040305369599
0,3.9473684210526314,2.3684210526315788,21.178715376296886,43.566470652941746,33.286043047106475
0,3.4210526315789473,3.1578947368421053,21.67164318707405,46.67434863628398,21.797058055484037
0,4.473684210526316,1.5789473684210527,22.5031418576242,42.24693664489163,45.89810162171943
0,2.631578947368421,4.473684210526316,26.941565706521157,54.55863429516383,5.572498365619922
0,2.3684210526315788,4.7368421052631575,28.039757575803943,58.30984388308105,2.7095859549583463
0,3.6842105263157894,5.0,38.56752444798056,39.89844276276042,-0.005447815574355711
1,0.2631578947368421,0.5263157894736842,0.3510087711002466,114.81715850409395,64.70870605064322
1,0.5263157894736842,1.8421052631578947,3.672333106032488,99.72516484712177,41.55315864488557
1,1.2571715318742789,2.1988699202958113,6.3402012892052015,84.26420345856116,35.97303628691816
1,1.8421052631578947,2.1052631578947367,7.8220036351299935,74.92343209643025,37.35243400545437
1,1.0526315789473684,2.631578947368421,8.032491065110575,85.67072580197144,29.305681420869345
1,0.7894736842105263,2.894736842105263,8.991769677138047,89.26326856397459,25.472516412746046
1,2.186482938842376,2.3909873561371846,10.49281714998346,67.91752161065997,32.92001602436809
1,3.1578947368421053,1.3157894736842104,11.710890049054935,60.39037229162706,50.476844631772366
1,1.5789473684210527,3.4210526315789473,14.202983374084814,73.41171447575638,18.27835031381853
1,3.1977208531563868,2.1250189004356472,14.753237258628742,54.50544399270799,37.08977293909486
1,1.3157894736842104,3.9473684210526314,17.31819802510064,76.5256200937666,11.619176541308542
1,0.0,4.2105263157894735,17.72876880512282,100.61537217008292,8.553108675712268
1,2.1052631578947367,3.6842105263157894,18.005196825308506,64.06246189767461,14.915133058819535
1,4.2105263157894735,0.7894736842105263,18.358494495308634,51.24248631539819,59.84040305369599
1,3.2716839322147004,2.7981176631906157,18.541491855581743,50.070882558931125,27.040982604241666
1,3.9473684210526314,2.3684210526315788,21.178715376296886,43.566470652941746,33.286043047106475
